,?,n,y
0,58.883762,32.16934,8.9468975
1,33.95309,46.09205,19.954859
2,17.122366,32.315495,50.562138
3,15.997231,35.169727,48.833042
4,31.403526,35.28746,33.309013
5,17.291592,30.041918,52.666492
6,14.713576,38.579224,46.707195
7,15.611061,34.78716,49.60178
8,56.855995,33.835453,9.308551
9,28.94701,55.0285,16.024492
10,58.940357,32.116985,8.9426565
11,58.106007,32.5355,9.358495
12,55.1256,35.023895,9.850503
13,59.073906,31.467897,9.458197
14,46.033356,43.822792,10.143849
15,16.081545,37.090984,46.827473
16,14.748361,37.41574,47.835896
17,32.274986,47.69857,20.026442
18,14.633505,33.73635,51.63014
19,15.126397,35.477077,49.396526
20,15.286502,33.04066,51.67284
21,16.735693,35.083588,48.18072
22,15.069013,36.46613,48.464863
23,58.5246,31.493721,9.981676
24,15.263699,34.110947,50.62536
25,15.819793,37.8999,46.28031
26,15.426694,33.688976,50.88433
27,16.158813,33.501835,50.339348
28,14.7696705,31.283089,53.94724
29,30.238169,51.503094,18.25874
30,56.682266,34.140366,9.177375
31,15.203058,34.32904,50.467903
32,15.835421,35.56621,48.598366
33,19.370598,35.05885,45.570545
34,32.58491,47.407215,20.007875
35,15.752888,34.034603,50.2125
36,15.367261,31.878258,52.75448
37,34.074875,45.967667,19.957457
38,15.794791,32.25517,51.95004
39,58.417053,32.74453,8.838417
40,51.193913,39.3449,9.46119
41,22.94155,32.877666,44.180782
42,15.732187,32.312275,51.95554
43,59.33748,31.51517,9.147358
44,58.27961,33.349197,8.371193
45,14.417012,36.25052,49.33247
46,57.89079,32.32304,9.78617
47,13.847401,37.076794,49.07581
48,32.00783,48.437687,19.554478
49,15.425823,36.048172,48.526005
50,18.4344,33.29223,48.273373
51,64.54745,27.704742,7.747808
52,31.816244,47.957085,20.226673
53,59.374557,32.034748,8.590693
54,31.339731,49.262897,19.397367
55,14.997975,36.261604,48.740414
56,16.57374,33.162365,50.2639
57,14.994279,36.27974,48.72598
58,62.471123,29.161373,8.367509
59,58.108276,32.30707,9.584652
60,32.14475,48.4847,19.370546
61,60.010868,31.853416,8.135719
62,17.170158,33.82862,49.001225
63,15.047759,35.753242,49.199
64,15.562722,37.29447,47.14281
65,16.955154,37.04649,45.99836
66,38.163815,40.780247,21.055939
67,15.55274,31.069643,53.377617
68,17.433239,34.51444,48.052322
69,58.348835,32.370872,9.280296
70,13.821739,33.261066,52.917202
71,52.4855,36.513752,11.000748
72,14.628081,34.775063,50.59685
73,12.761172,33.138943,54.09988
74,37.062836,42.39604,20.541122
75,58.50672,32.050976,9.442308
76,16.860613,36.524075,46.61531
77,14.119283,35.753716,50.127
78,31.900469,48.09224,20.007288
79,57.677345,33.157673,9.164978
80,16.07906,33.2413,50.67964
81,16.951557,32.481716,50.566727
82,38.7976,43.42966,17.772745
83,32.68117,47.43652,19.882301
84,15.299937,33.13492,51.56514
85,31.277412,49.359287,19.363298
86,32.402874,47.83433,19.762798
87,13.633452,33.26288,53.10367
88,60.106236,32.13144,7.7623196
89,15.908575,33.090687,51.00074
90,17.438585,37.065323,45.49609
91,16.39299,34.87847,48.72853
92,16.120678,35.791992,48.08733
93,17.447142,33.82652,48.72635
94,14.255635,33.43089,52.31347
95,15.788364,30.886892,53.324745
96,17.509094,33.453297,49.037605
97,15.347838,30.074856,54.57731
98,32.003674,48.789444,19.206882
99,18.76943,31.363049,49.86752
100,14.499103,35.737885,49.76302
101,58.0069,32.405464,9.587642
102,34.458916,45.77234,19.768751
103,61.62429,29.539043,8.836668
104,15.004447,36.02384,48.971706
105,14.8371935,34.434765,50.728043
106,59.00956,32.314224,8.676215
107,60.540092,31.882725,7.577182
108,56.956112,33.63445,9.409441
109,15.358957,34.84557,49.79547
110,18.538702,32.058712,49.402584
111,58.173096,33.148586,8.678317
112,34.98838,44.54703,20.464592
113,59.89589,32.064594,8.039512
114,14.987387,29.468966,55.543648
115,15.852353,36.234146,47.913494
116,12.617944,32.89715,54.48491
117,14.668648,35.759586,49.571766
118,35.445923,44.2108,20.343275
119,17.624071,33.066082,49.309845
120,16.273382,34.041336,49.68528
121,19.512009,31.390316,49.09768
122,17.605913,35.32502,47.069065
123,14.87733,34.184334,50.93833
124,13.79686,33.81156,52.39158
125,30.509249,50.530148,18.960608
126,14.284517,33.385494,52.329987
127,15.775174,36.501736,47.72309
128,62.47089,29.706102,7.8230133
129,58.81651,32.67768,8.505806
130,19.045336,33.45616,47.4985
131,58.363842,32.745857,8.890297
132,15.190186,35.995728,48.81409
133,58.804695,31.363832,9.831464
134,32.65647,47.218372,20.125153
135,14.898233,32.16842,52.933346
136,17.067312,32.362167,50.57052
137,17.298054,38.896313,43.80563
138,16.038174,39.994083,43.967743
139,12.176185,32.569347,55.254467
140,15.291468,33.416653,51.291878
141,15.341541,32.476418,52.18204
142,14.68658,31.083763,54.229652
143,56.263878,33.422993,10.313135
144,15.771702,34.778564,49.44973
145,14.707422,37.17851,48.114067
146,16.243546,34.080036,49.676414
147,19.86916,30.218676,49.912167
148,11.879501,31.031942,57.08856
149,16.465612,36.943214,46.591167
150,33.454952,42.06545,24.479599
151,14.561839,30.736097,54.70206
152,16.295887,33.526035,50.178074
153,32.81206,46.68802,20.499924
154,32.778107,47.030254,20.191635
155,31.369177,48.906345,19.724476
156,54.72647,35.024734,10.248798
157,31.735468,47.78701,20.477516
158,57.360905,33.21771,9.421382
159,14.688579,35.006393,50.30503
160,16.48237,39.52914,43.988495
161,17.78879,33.92855,48.282658
162,17.431673,33.979736,48.588593
163,58.871193,32.620834,8.50797
164,56.63256,34.17576,9.191684
165,16.348866,32.974155,50.67698
166,14.300524,37.436745,48.262733
167,58.486248,32.86654,8.647215
168,14.496143,36.33967,49.16419
169,59.81318,32.273758,7.9130673
170,15.744244,31.591883,52.663868
171,16.244946,34.165054,49.59
172,15.822932,37.193245,46.983826
173,58.444084,32.772636,8.783277
174,15.795689,35.857056,48.34726
175,29.510113,32.12422,38.365665
176,15.837094,34.638134,49.524776
177,56.999893,33.244606,9.755501
178,15.4453945,33.58,50.97461
179,58.65964,33.106777,8.233578
180,15.912034,34.901104,49.186863
181,15.238439,37.281082,47.48048
182,51.782562,34.852455,13.364985
183,11.182145,30.024681,58.79317
184,13.14418,35.4354,51.42042
185,14.669329,32.588108,52.742565
186,57.42112,33.640125,8.938757
187,59.0296,32.55688,8.413525
188,14.410885,33.682655,51.90646
189,57.04745,33.51481,9.4377365
190,53.86093,36.55735,9.581716
191,15.952582,39.27056,44.776855
192,14.1015415,34.364403,51.534058
193,15.996429,33.91237,50.0912
194,57.193863,33.04169,9.764445
195,59.320187,32.398926,8.280885
196,15.170272,36.986103,47.84363
197,58.782707,32.658123,8.559171
198,58.708984,32.826885,8.464129
199,16.636812,35.26353,48.099663
200,14.221353,31.905724,53.872925
201,30.987463,30.27235,38.740185
202,14.934609,33.017776,52.04761
203,15.753475,31.732363,52.51416
204,14.288033,31.572348,54.13962
205,14.20963,32.858757,52.931614
206,16.661777,32.071785,51.266438
207,15.283198,34.3164,50.400406
208,15.966794,39.03943,44.99378
209,13.473453,29.375154,57.151394
210,15.574991,32.565315,51.859695
211,17.266712,33.35485,49.378437
212,16.49556,34.29249,49.211952
213,18.172235,37.590538,44.237225
214,57.391895,33.803185,8.804922
215,58.36241,32.12879,9.5088005
216,32.433464,47.786194,19.78035
217,53.523903,36.92545,9.550645
218,17.294409,32.649094,50.0565
219,59.754593,31.805199,8.440208
220,59.82647,32.067165,8.106366
221,55.057358,34.489864,10.452774
222,17.970036,32.032715,49.997253
223,31.720335,48.89013,19.38953
224,16.00564,36.914196,47.08017
225,15.560697,31.781837,52.657467
226,15.96286,34.274586,49.762547
227,18.443907,34.129646,47.42644
228,18.587368,35.747776,45.664856
229,15.346314,31.966015,52.687668
230,16.572882,34.220173,49.206944
231,56.112015,34.612206,9.275779
232,15.771717,37.619003,46.609287
233,58.04918,31.653395,10.297428
234,19.427053,35.13361,45.439342
235,15.082924,31.979767,52.93731
236,16.151894,36.031647,47.81646
237,69.199615,23.570232,7.2301493
238,18.551537,33.623085,47.825382
239,14.838475,35.287174,49.87435
240,14.270613,32.36981,53.35958
241,14.801651,34.456787,50.741566
242,16.551556,34.467438,48.981007
243,16.923498,33.797855,49.27865
244,15.903719,36.429363,47.666912
245,15.36756,34.93055,49.701893
246,32.199673,47.70155,20.09878
247,59.02939,32.05808,8.912531
248,16.97585,32.85899,50.165165
249,33.65461,46.358856,19.986538
250,36.91879,42.865707,20.215502
251,17.699741,35.991825,46.308437
252,14.946368,36.54091,48.512726
253,14.685728,33.75988,51.554386
254,16.0695,32.937195,50.993305
255,33.715405,46.160995,20.1236
256,14.5740795,31.62682,53.7991
257,15.040064,34.85735,50.102592
258,17.105083,34.62789,48.26703
259,14.46525,39.812313,45.72244
260,58.488293,32.747517,8.764196
261,16.404217,34.34323,49.252552
262,59.374855,32.210655,8.414485
263,58.584,32.569576,8.846427
264,15.29008,36.407143,48.302776
265,16.53779,36.19214,47.270073
266,12.380435,32.922302,54.69726
267,53.489304,37.44761,9.063088
268,14.118693,36.622116,49.259193
269,16.774195,35.301727,47.924076
270,13.799484,36.265488,49.935028
271,57.953323,32.304893,9.741779
272,13.780286,35.885067,50.334652
273,19.140266,30.610678,50.249054
274,36.66243,42.22105,21.116526
275,35.799282,44.247437,19.953281
276,14.378794,33.9547,51.666504
277,16.074102,34.34489,49.58101
278,38.73518,43.341698,17.923126
279,16.148174,33.399426,50.4524
280,61.50738,30.763916,7.7287064
281,31.342146,48.839825,19.818027
282,15.219374,33.5651,51.21553
283,15.531882,35.29761,49.1705
284,15.78099,32.697483,51.521526
285,55.457718,35.11138,9.430901
286,14.649307,35.144768,50.20593
287,17.264545,31.897753,50.8377
288,57.898266,33.12487,8.976867
289,20.456797,32.170525,47.372684
290,15.228358,34.94762,49.82402
291,17.315233,33.256115,49.428654
292,16.950113,33.231575,49.81831
293,59.73378,32.31098,7.955232
294,59.26717,31.749815,8.983018
295,17.344027,31.649324,51.006645
296,59.806454,31.342882,8.850668
297,16.57122,36.667675,46.761097
298,22.279442,35.772095,41.948467
299,16.97096,36.544067,46.484966
300,16.91117,34.86582,48.223003
301,18.170048,33.009415,48.820538
302,33.448444,45.6375,20.91406
303,60.483723,31.355644,8.160631
304,33.401264,47.14653,19.4522
305,33.53489,46.087856,20.37726
306,52.5621,39.09391,8.343991
307,34.42427,45.54609,20.029644
308,15.863188,30.154034,53.982777
309,30.398724,50.694298,18.906979
310,18.424816,33.729267,47.845917
311,16.24784,30.54128,53.210876
312,15.859026,35.772324,48.368652
313,13.498394,32.11805,54.383556
314,49.679146,38.238495,12.082361
315,38.36666,40.913044,20.720295
316,17.209045,34.203644,48.587315
317,59.014275,31.199184,9.786548
318,59.035175,32.471424,8.493398
319,19.240307,33.67016,47.08954
320,15.852341,31.233593,52.914066
321,61.83046,30.785862,7.383676
322,56.492805,33.86632,9.640869
323,34.83733,45.537193,19.625483
324,15.3889,40.087173,44.523926
325,13.313871,31.566269,55.11986
326,11.890258,31.554472,56.55527
327,16.60482,37.142033,46.25315
