,y,n,?
0,33.335285,33.33694,33.327778
1,32.77575,33.54407,33.680183
2,32.655033,33.400963,33.944
3,33.275864,33.27693,33.44721
4,33.6631,33.145645,33.191246
5,33.330914,34.84739,31.821701
6,33.262928,33.399513,33.33756
7,34.06012,33.472843,32.467033
8,33.05922,33.46151,33.479275
9,33.27465,33.233837,33.491516
10,33.28964,33.34716,33.3632
11,33.276043,33.236088,33.48787
12,33.073944,33.506958,33.4191
13,32.416855,33.864056,33.719093
14,33.13722,33.978016,32.88477
15,34.063187,33.18696,32.749855
16,33.443302,33.224495,33.3322
17,33.33922,33.14456,33.516224
18,27.010424,35.80442,37.185154
19,33.274193,33.36325,33.36256
20,33.792362,32.170383,34.037254
21,33.328423,33.25125,33.420326
22,34.041786,33.285206,32.673004
23,33.360287,33.1967,33.443012
24,33.264126,32.95418,33.781685
25,33.395206,33.32414,33.280655
26,33.330055,33.30471,33.36523
27,33.577763,33.652912,32.769325
28,30.051168,35.252193,34.696644
29,33.31385,33.345665,33.34049
30,32.900265,33.432503,33.667233
31,33.524937,33.374107,33.10096
32,33.987614,32.64617,33.366215
33,33.559803,33.19256,33.247643
34,33.403286,33.254917,33.341797
35,32.924973,33.262123,33.8129
36,32.70853,33.649628,33.64185
37,33.599052,33.233856,33.167084
38,33.352737,33.356735,33.290527
39,33.269524,33.20982,33.520657
40,33.361183,33.34586,33.292953
41,33.39242,33.58804,33.01954
42,33.10292,33.087177,33.809906
43,33.792732,33.45559,32.75168
44,33.495857,33.28737,33.21677
45,33.029755,33.658585,33.311657
46,31.798235,34.494328,33.707443
47,32.934402,33.26818,33.79742
48,34.064907,33.402546,32.532547
49,31.913858,35.288612,32.79753
50,35.590153,30.681318,33.72853
51,33.26169,33.396847,33.34147
52,32.914726,33.08743,33.997845
53,33.35027,33.29748,33.35225
54,33.48681,32.94456,33.568634
55,33.023705,33.555897,33.420395
56,33.407913,33.255184,33.3369
57,33.396862,33.500847,33.102287
58,33.525887,34.33112,32.143
59,33.995125,33.075233,32.929646
60,34.200005,31.619204,34.180794
61,32.62401,33.839596,33.536396
62,33.322857,33.329395,33.34775
63,33.275085,32.811092,33.91382
64,33.67318,33.10493,33.22189
65,33.327637,33.335567,33.3368
66,32.230694,34.901703,32.867603
67,33.173527,32.89636,33.930115
68,33.521004,32.9697,33.509296
69,33.00091,33.35738,33.64171
70,34.620483,34.31888,31.060638
71,33.345108,34.221714,32.433174
72,33.28561,33.431057,33.283337
73,33.305233,33.322018,33.37275
74,33.290005,33.320324,33.389675
75,33.57836,33.55976,32.86188
76,33.43749,33.14146,33.421047
77,33.49592,33.267326,33.236755
78,33.280033,33.297398,33.422573
79,33.94152,33.52115,32.537334
80,33.066196,33.95304,32.980762
81,32.55822,33.663383,33.778397
82,33.393574,33.509544,33.096878
83,33.236935,33.363037,33.400024
84,33.724724,33.149673,33.125603
85,33.24621,33.27786,33.475937
86,33.481113,32.859257,33.65963
87,33.812202,32.53971,33.64809
88,31.666925,34.671036,33.662045
89,32.947575,33.43381,33.618618
90,33.271137,33.299137,33.429726
91,32.772655,32.118767,35.10857
92,34.23389,33.112614,32.65349
93,33.147583,33.448017,33.4044
94,33.23921,33.62629,33.134502
95,33.40512,32.994114,33.60077
96,32.99266,33.503807,33.50353
97,27.786991,36.51684,35.69617
98,22.151794,44.268456,33.57975
99,34.995136,33.3485,31.65637
100,33.189514,33.60938,33.201107
101,33.33024,33.327934,33.341827
102,33.333008,33.36208,33.304916
103,35.383312,34.894066,29.722626
104,34.426296,32.718292,32.855415
105,33.385223,33.25238,33.362392
106,33.75278,33.22945,33.01777
107,33.516373,33.048775,33.434856
108,33.197937,33.335182,33.466885
109,33.444218,33.25521,33.30057
110,32.960533,33.392982,33.64648
111,33.242332,33.42663,33.331043
112,33.33527,33.322216,33.342518
113,33.333336,33.333336,33.333336
114,33.12289,33.507652,33.36946
115,33.578472,33.78624,32.63529
116,34.022766,33.324677,32.65256
117,32.292103,34.35283,33.355064
118,33.37396,33.407337,33.218704
119,33.27352,33.247013,33.47946
120,33.025307,33.454628,33.520065
121,32.571552,32.9641,34.464344
122,33.557858,33.09887,33.343277
123,33.5437,32.92156,33.534737
124,33.485382,33.166718,33.3479
125,33.078697,33.39655,33.524757
126,33.272686,33.410458,33.316856
127,33.34801,33.32023,33.331753
128,33.383564,33.258865,33.35757
129,32.958237,32.937965,34.103794
130,33.291332,33.064537,33.64413
131,34.377758,32.68317,32.93907
132,33.786266,33.513187,32.700546
133,33.446373,33.721195,32.83243
134,33.329945,33.92235,32.74771
135,33.96364,33.31957,32.71679
136,33.604317,33.310303,33.085377
137,33.595528,32.90835,33.496124
138,31.779129,34.83435,33.386524
139,33.3072,33.286865,33.405937
140,33.370552,33.23685,33.3926
141,32.880592,32.761093,34.358315
