,n,y,?
0,85.974556,7.5666785,6.458771
1,83.136,9.254864,7.60913
2,82.61202,9.167855,8.220123
3,7.614523,83.78294,8.602531
4,7.455631,83.904785,8.639584
5,7.421504,84.17138,8.407121
6,6.5757365,9.671555,83.75271
7,83.78317,8.849159,7.3676677
8,6.8688674,10.149809,82.981316
9,85.85801,7.629662,6.5123277
10,8.4392395,11.801925,79.75884
11,6.8614287,8.640236,84.49834
12,7.4768534,83.81807,8.705073
13,84.47212,8.538849,6.9890327
14,85.96927,7.6307716,6.3999557
15,80.10382,10.475068,9.421113
16,7.7851653,83.4514,8.76343
17,85.65478,7.772974,6.572249
18,7.5297074,83.94534,8.524951
19,7.583205,83.898605,8.51819
20,7.4573474,83.897194,8.645453
21,7.4118266,84.11997,8.468201
22,7.90249,83.09834,8.999163
23,7.4924784,83.7587,8.748831
24,33.9797,46.49141,19.5289
25,7.449088,84.06493,8.48597
26,7.477962,83.81379,8.708249
27,85.86352,7.699439,6.4370446
28,8.967245,81.27516,9.757592
29,85.413216,8.027889,6.558896
30,7.457237,84.067764,8.475004
31,7.409759,84.13335,8.456896
32,85.36596,7.6940103,6.940032
33,7.9282045,83.22241,8.84938
34,85.765114,7.789644,6.445237
35,85.40417,7.949359,6.6464767
36,84.543,8.243347,7.2136497
37,82.34756,9.656564,7.9958787
38,7.459137,83.889465,8.651401
39,85.86408,7.6397514,6.4961596
40,7.4325576,84.02143,8.546013
41,85.480484,7.7253876,6.794133
42,7.4333787,84.0407,8.52592
43,80.58519,10.569783,8.845034
44,7.445506,84.13685,8.417642
45,85.61207,7.644093,6.7438393
46,85.45662,7.564331,6.9790545
47,85.33531,7.8938627,6.770829
48,84.003555,8.598878,7.3975654
49,7.451961,83.9218,8.626238
50,85.715096,7.652758,6.63215
51,6.586069,9.293025,84.1209
52,83.82591,8.752108,7.421978
53,81.082695,10.393235,8.52407
54,85.46656,7.691651,6.8417797
55,85.57892,7.9947257,6.426358
56,85.34746,7.6796284,6.9729166
57,80.88512,10.385324,8.729562
58,84.761696,7.838235,7.4000673
59,16.661535,19.176361,64.1621
60,77.44571,11.512576,11.041714
61,83.25869,9.247684,7.4936295
62,85.49749,8.009025,6.4934797
63,85.55986,7.674928,6.765208
64,85.026855,7.966676,7.0064707
65,85.77685,7.810011,6.4131455
66,84.57697,8.575289,6.847737
67,9.980091,79.29877,10.721143
68,8.247105,82.578,9.174896
69,10.767418,78.28586,10.946715
70,83.21461,9.253285,7.5321064
71,7.4072876,84.16759,8.425134
72,85.30953,8.254838,6.4356318
73,9.901907,80.99727,9.1008215
74,84.57066,7.6052284,7.82411
75,83.402695,9.080836,7.5164742
76,84.87695,8.329091,6.7939587
77,85.31414,7.7829456,6.9029107
78,85.70114,7.886728,6.4121323
79,85.38435,8.146465,6.469182
80,81.19281,10.359501,8.447695
81,85.84314,7.7223697,6.4344873
82,85.853806,7.725497,6.4206915
83,85.00425,8.163605,6.832145
84,85.550545,7.8817973,6.5676594
85,84.07739,8.895031,7.0275793
86,81.870674,9.396852,8.732476
87,85.61865,7.685753,6.6955976
88,81.23727,10.130759,8.631973
89,7.6163507,83.7705,8.613144
90,15.195541,70.664474,14.139983
91,7.9002,83.131424,8.968376
92,7.5695157,83.4787,8.951796
93,80.91047,10.152944,8.936594
94,7.4564776,83.90101,8.6425085
95,83.48693,8.906601,7.6064644
96,85.6817,7.6584764,6.6598163
97,85.58138,7.952885,6.4657187
98,79.19144,11.763387,9.04518
99,83.433655,8.652107,7.9142375
100,85.74843,7.7998743,6.451697
101,7.4476914,83.94261,8.609696
102,7.693337,11.361882,80.94478
103,85.896935,7.625863,6.477204
104,7.9005985,83.2923,8.807103
105,85.61256,7.8403687,6.5470695
106,6.405057,9.303405,84.291534
107,8.022222,83.12882,8.848958
108,7.431691,84.036545,8.5317545
109,7.4500165,83.97853,8.571456
110,85.94672,7.658055,6.395223
111,7.681556,83.69492,8.623525
112,84.50712,8.610104,6.8827815
113,8.154131,82.81311,9.032763
114,7.6174417,83.82769,8.554861
115,7.429806,84.15436,8.415834
116,83.850365,8.859446,7.2901974
117,9.24284,80.36185,10.395315
118,83.0384,9.213984,7.7476115
119,9.451887,13.1534605,77.39465
120,83.94692,8.381729,7.6713495
121,79.43828,11.596457,8.965267
122,80.96778,10.358831,8.67339
123,7.665784,83.697876,8.636339
124,75.58354,13.643731,10.772731
125,80.73789,10.525317,8.73679
126,11.613267,77.39849,10.988241
127,7.494439,83.75135,8.754205
128,6.4279437,8.705994,84.86606
129,7.4421287,84.10575,8.452121
130,84.084465,9.019227,6.896317
131,85.45896,7.7829576,6.7580843
132,82.04502,10.0991535,7.8558207
133,85.81868,7.74925,6.4320726
134,77.23621,12.291256,10.472529
135,80.603004,10.529968,8.867032
136,11.683531,75.775856,12.540615
137,84.515366,7.9638667,7.5207644
138,8.030453,82.97082,8.9987335
139,81.944855,9.949641,8.105506
140,7.4483066,10.4726095,82.07909
141,83.36306,9.005324,7.6316156
142,8.304819,82.38647,9.308707
143,84.75591,8.634196,6.609895
144,8.958166,8.956453,82.08538
145,76.03129,12.862108,11.106608
146,9.887717,79.88887,10.223408
147,15.17153,14.909617,69.91885
148,7.4164166,84.12917,8.454413
149,85.961,7.650361,6.388623
150,77.679146,12.478493,9.8423605
151,7.424437,84.08024,8.495323
152,84.943596,8.244557,6.8118477
153,83.55352,8.821962,7.624523
154,84.05286,8.713481,7.23367
155,85.970894,7.6358852,6.393214
156,6.585507,9.255387,84.1591
157,59.499367,15.668379,24.832254
158,73.27078,12.972884,13.756331
159,11.412216,77.99133,10.596445
160,85.729866,7.6923027,6.5778265
161,85.657745,7.644591,6.6976624
162,79.788,11.018609,9.193394
163,85.592186,7.651844,6.755969
164,13.8931055,69.4753,16.63159
165,7.448378,83.97867,8.572959
166,7.4197316,84.16317,8.417092
167,7.4964113,83.74401,8.759584
168,85.36537,8.091121,6.543505
169,7.457937,83.89464,8.647428
170,84.76337,8.419825,6.816807
171,8.5280075,81.84701,9.624985
172,73.578964,14.6527,11.768333
173,7.897611,83.20049,8.901898
174,7.4492717,83.93544,8.615283
175,12.045789,75.524994,12.429223
176,7.46068,83.88291,8.656405
177,7.440064,83.98066,8.579278
178,7.468275,83.8518,8.679923
179,6.505938,8.719381,84.77467
180,10.030786,79.683395,10.285824
181,7.9222164,83.259705,8.818079
182,10.425297,13.675478,75.89922
183,10.619568,73.50494,15.875502
184,11.398048,76.05169,12.550261
185,7.9770565,83.1389,8.884042
186,16.17193,55.526115,28.301958
187,6.396075,9.349638,84.25429
188,7.968622,83.189285,8.842099
189,82.066574,10.06162,7.8718095
190,85.728134,7.7289777,6.542889
191,8.254308,82.5375,9.208194
192,7.4843674,83.93736,8.578264
193,9.536252,80.03868,10.425066
194,85.91625,7.6486797,6.435067
195,7.8339686,83.35267,8.813361
196,85.64498,7.920596,6.434434
197,7.4514785,83.92414,8.624377
198,10.213325,79.90396,9.882716
199,7.600053,83.36957,9.030385
200,9.119601,80.91581,9.964583
201,7.6546965,83.79038,8.554924
202,7.4794493,83.80806,8.712493
203,85.73052,7.688118,6.5813584
204,81.95824,10.08477,7.9569893
205,85.83334,7.634057,6.5326095
206,85.58417,7.779976,6.6358523
207,7.4461765,83.954636,8.599191
208,85.78845,7.8111687,6.400385
209,7.446974,83.948944,8.604076
210,85.58737,7.685423,6.727208
211,8.69254,82.1561,9.151354
212,7.4261775,84.05307,8.520759
213,85.56212,7.638055,6.7998314
214,7.50043,84.016464,8.4831
215,7.4233503,84.133415,8.443231
216,83.39144,9.075011,7.5335517
217,7.4545317,83.90975,8.635716
218,7.4208364,84.10185,8.477312
219,7.500745,83.85368,8.645575
220,7.406117,84.16082,8.433067
221,7.4944863,83.814674,8.690839
222,81.960144,9.972635,8.067218
223,84.32468,8.484827,7.190498
224,58.313293,17.650951,24.035751
225,7.6048145,83.352585,9.042608
226,11.305418,72.26756,16.427021
227,81.29847,10.290894,8.410629
228,85.39695,7.704915,6.8981266
