,y,n,?
0,49.27719,11.742396,38.98041
1,50.57851,11.232849,38.188637
2,51.25196,11.023908,37.72413
3,49.309315,11.72499,38.965694
4,49.759026,11.294061,38.946907
5,49.814587,11.382056,38.80336
6,52.92133,12.24174,34.836926
7,49.772396,11.287558,38.940052
8,16.497438,44.63098,38.871574
9,16.038887,45.803307,38.15781
10,49.820847,11.247794,38.93136
11,15.005793,46.40342,38.590782
12,49.497047,11.51183,38.991123
13,49.539845,11.751952,38.70821
14,48.845184,12.453548,38.701267
15,49.607994,11.431939,38.960068
16,14.188523,48.553513,37.25796
17,49.05669,12.301924,38.641388
18,16.496733,46.670185,36.833088
19,19.666958,37.780716,42.552326
20,17.223583,43.841698,38.934715
21,16.052252,44.717495,39.23026
22,14.696196,45.04279,40.261017
23,12.158342,44.769047,43.072613
24,15.005721,46.474163,38.52012
25,13.96949,50.49702,35.533493
26,14.497227,48.91994,36.582836
27,16.15383,47.95379,35.89238
28,16.907103,43.70889,39.384003
29,50.736053,11.24828,38.01567
30,20.682665,35.852043,43.46529
31,13.728748,49.553482,36.717762
32,49.45344,11.685894,38.86067
33,18.050472,44.945786,37.003746
34,51.715363,11.029571,37.255062
35,50.32673,10.949056,38.72422
36,49.432487,12.438299,38.129215
37,49.614277,11.495469,38.89025
38,16.210485,44.109142,39.680378
39,15.843986,45.43328,38.72273
40,17.477901,44.78365,37.738445
41,20.078346,45.190807,34.730846
42,17.369604,44.478214,38.15218
43,17.54041,46.83738,35.622215
44,14.729196,52.359684,32.911125
45,16.388733,45.586075,38.025196
46,15.682464,46.56815,37.749393
47,18.406006,42.809696,38.784294
48,45.162724,34.63448,20.202795
49,17.449137,45.40587,37.144997
50,49.805466,11.247477,38.94706
51,19.266922,47.113262,33.619812
52,49.232563,11.715054,39.052383
53,50.215847,11.0037,38.78045
54,53.04433,10.932418,36.02325
55,49.04471,12.094915,38.86038
56,52.129684,10.348387,37.521927
57,49.63321,11.353278,39.013508
58,49.241512,11.85817,38.90032
59,19.491459,36.3839,44.12464
60,49.66877,11.337939,38.993286
61,17.298317,46.46133,36.240356
62,14.969283,54.210293,30.820421
63,20.71646,45.27045,34.013084
64,49.712067,11.314108,38.973827
65,50.540478,10.935052,38.524467
66,49.48988,11.619309,38.890804
67,17.5623,43.89128,38.546417
68,17.525389,46.930077,35.544533
69,19.072222,44.642315,36.28546
70,14.96621,47.097965,37.93583
71,16.31703,44.91753,38.765438
72,16.177628,45.114685,38.707687
73,49.771465,11.4077635,38.820774
74,50.299793,10.989137,38.711063
75,49.695156,11.309883,38.994965
76,49.75675,11.312786,38.93047
77,49.856728,11.195685,38.947586
78,16.461105,44.396935,39.141964
79,49.236973,11.807037,38.955994
80,16.411907,44.17992,39.40817
81,49.15086,11.7866335,39.062508
82,50.326244,11.093027,38.580727
83,50.676632,10.7971735,38.52619
84,49.18931,11.647356,39.163338
85,49.417828,11.701844,38.88033
86,54.773773,10.1792555,35.046974
87,50.162727,11.781208,38.056065
88,49.765083,11.310957,38.923954
89,18.14189,46.953125,34.90499
90,16.185839,45.359333,38.454826
91,16.296627,43.223717,40.479652
92,20.20635,45.20157,34.592075
93,50.120564,11.102314,38.777126
94,49.231808,11.8294935,38.9387
95,50.86045,10.293085,38.846466
96,49.678513,11.351057,38.970436
97,50.406353,10.954956,38.63869
98,51.044266,11.160132,37.7956
99,49.57922,11.927719,38.49307
100,50.541676,11.090311,38.368015
101,49.48125,11.56822,38.950527
102,49.931328,11.233247,38.83543
103,49.0597,11.994427,38.945866
104,15.37548,44.898,39.726524
105,50.218155,11.027096,38.754745
106,19.225056,35.814552,44.960392
107,18.824947,44.411175,36.763874
108,15.093747,46.407528,38.49873
109,17.952763,44.62125,37.425987
110,49.255333,11.953935,38.790737
111,48.731823,12.21848,39.049698
112,47.814804,14.3932295,37.791965
113,17.675741,44.268215,38.05604
114,19.227364,36.21002,44.56262
115,17.374792,43.556473,39.06874
116,20.033564,44.35661,35.609833
117,18.463705,47.192173,34.34412
118,49.468655,11.536051,38.995296
119,50.32035,10.615773,39.063877
120,49.485542,11.550884,38.96357
121,49.76603,11.3060875,38.927883
122,49.823853,11.287145,38.889008
123,16.273624,44.451897,39.274475
124,50.8326,10.936514,38.230885
125,50.685738,11.070472,38.24379
126,17.566195,43.743507,38.6903
127,49.2967,11.830055,38.87325
128,16.584099,44.188194,39.22771
129,19.344902,37.16699,43.48811
130,49.787502,11.287609,38.92489
131,47.056053,10.343595,42.600353
132,49.247112,11.653091,39.0998
133,49.705524,11.347254,38.94722
134,49.958244,11.174446,38.867313
135,49.080475,12.131559,38.78797
136,49.63736,11.344101,39.018543
137,50.796898,10.913381,38.28972
138,51.530064,11.178274,37.291664
139,16.079954,46.352177,37.567863
140,52.060284,10.944264,36.99545
141,49.773037,11.395443,38.831512
142,17.421066,45.66598,36.912952
143,53.356,10.715027,35.92897
144,49.49892,12.134838,38.36624
145,46.763924,15.269926,37.966152
146,15.639131,46.25102,38.10985
147,51.02251,10.663774,38.313713
148,15.440657,47.527824,37.031517
149,50.4901,10.547431,38.962467
150,49.4627,13.131123,37.406178
151,49.00525,12.240276,38.75447
152,43.781616,25.808546,30.409843
153,49.317867,11.973648,38.708485
154,50.0629,11.423365,38.513737
155,48.849182,12.0249605,39.12585
156,49.366528,11.559339,39.07414
157,49.494164,11.468289,39.03755
158,50.46907,10.954565,38.576363
159,49.773743,11.28327,38.94299
160,46.08737,12.721755,41.190876
161,53.01663,10.99336,35.990013
162,49.82219,11.290068,38.88775
163,49.383663,11.534891,39.081444
164,49.097233,11.968207,38.934563
165,46.42283,34.478237,19.098932
166,49.648617,11.35753,38.993862
167,49.624935,11.43683,38.93824
168,15.2704935,46.87946,37.850048
169,16.991144,45.79403,37.21483
170,48.928745,12.298946,38.772316
171,15.154733,44.585167,40.260105
172,50.691013,10.795721,38.513264
173,15.41268,45.112305,39.475014
174,17.452837,45.491783,37.05538
175,14.096485,44.582222,41.321293
176,15.057617,44.14459,40.797794
177,16.685955,42.91448,40.39957
178,18.743921,47.81379,33.442295
179,17.832602,43.52168,38.645718
180,16.997652,45.082676,37.919678
181,17.096502,44.91856,37.984936
182,19.46688,37.11259,43.420525
183,18.390146,45.67596,35.933895
184,14.542651,48.753826,36.70352
185,20.400501,43.998886,35.600616
186,15.322479,45.312588,39.36493
187,49.49277,11.431481,39.07575
188,16.54025,49.795902,33.663845
189,49.031143,11.944809,39.024044
190,49.861397,11.204361,38.93424
191,48.825104,12.188144,38.986755
192,16.083668,43.944695,39.971638
193,49.40392,11.647191,38.948883
194,49.565804,11.427837,39.00636
195,49.83433,11.254023,38.911644
196,49.65746,11.336534,39.006
197,17.191284,44.641075,38.167637
198,19.44833,37.595222,42.95644
199,15.863387,43.368988,40.767628
200,18.995401,45.410866,35.59373
201,49.750626,11.290119,38.959255
202,18.058971,46.43501,35.506023
203,49.861317,11.245779,38.892902
204,49.619064,11.432315,38.948624
205,50.853966,10.775401,38.370632
206,50.413097,10.948145,38.638763
207,17.39491,43.53366,39.07143
208,18.700035,43.56725,37.732716
209,49.957462,11.362633,38.679905
210,54.79148,10.063978,35.14454
211,17.535833,45.381813,37.082355
212,49.466194,11.503933,39.029873
213,48.72948,12.192949,39.077576
214,49.746796,11.386384,38.866825
215,49.966755,11.547213,38.48603
216,50.199764,11.247955,38.552277
217,15.146211,46.78924,38.064552
218,15.9788685,47.628773,36.39236
219,13.191014,52.61508,34.193905
220,49.338013,11.543998,39.117985
221,16.139795,45.747417,38.112785
222,18.92056,46.21387,34.865562
223,48.966568,12.1598835,38.873543
224,50.069458,11.11581,38.81473
225,49.549904,11.424108,39.025993
226,16.763153,43.758545,39.478306
227,49.863552,11.452189,38.684258
228,49.851826,11.266869,38.88131
229,49.630478,11.450839,38.918686
230,49.34896,11.81179,38.83924
231,18.733402,46.801697,34.464897
232,50.498337,10.916868,38.584797
233,50.439293,10.900153,38.660553
234,50.086384,11.183095,38.73052
235,21.060644,43.809044,35.13031
236,48.82186,12.161345,39.0168
237,15.563642,43.725464,40.710896
238,49.387768,11.901854,38.71038
239,50.747253,11.37927,37.873478
240,16.596071,42.7785,40.62543
241,50.55548,10.944058,38.500465
242,17.075066,43.730648,39.19429
243,15.714852,46.041946,38.243202
244,16.786253,43.761333,39.45241
245,13.207452,42.5665,44.226044
246,49.316956,11.97202,38.71102
247,19.347672,38.371597,42.28074
248,18.856047,46.180515,34.96344
249,49.260704,11.595186,39.144108
250,49.552162,11.418956,39.02888
251,50.059433,11.236667,38.7039
252,49.82452,11.283953,38.891525
253,18.755674,45.775574,35.468754
254,16.884586,46.363964,36.751453
255,17.339417,46.257057,36.403522
256,15.805008,43.577175,40.617817
257,16.141594,47.599003,36.25941
258,34.177525,23.223236,42.59924
259,13.237882,43.991264,42.770855
260,18.910519,37.60446,43.48502
261,17.280157,48.56452,34.15532
262,16.404776,45.610382,37.984837
263,15.516546,47.641,36.84245
264,16.81856,44.59493,38.586514
265,49.225582,11.787568,38.986847
266,17.244865,45.805325,36.949806
267,17.611145,44.096806,38.292046
268,16.731897,48.15026,35.11784
269,17.355213,46.01948,36.6253
270,50.146217,11.062276,38.79151
271,17.470276,46.282623,36.247093
272,17.309484,45.45077,37.239746
273,18.04618,46.90826,35.04555
274,50.16438,11.045118,38.7905
275,49.419365,11.586181,38.994453
276,52.76466,10.930857,36.30449
277,47.258846,15.819405,36.92175
278,49.43034,11.558448,39.01121
279,16.732805,42.86086,40.406338
280,48.75192,14.7264185,36.52166
281,53.112335,11.0989,35.78877
282,49.338017,11.554497,39.10749
283,49.87182,11.188264,38.93991
284,49.732304,11.400751,38.86695
285,54.029305,10.45717,35.513527
286,50.038563,11.163258,38.79818
287,49.30715,11.727848,38.965
288,49.492535,11.448736,39.05872
289,49.850655,11.232838,38.916508
290,49.783783,11.309142,38.907074
291,53.612446,10.450199,35.93736
292,49.51915,11.457438,39.023415
293,49.809067,11.338203,38.85273
294,50.166042,11.221966,38.612
295,49.30254,12.02623,38.671234
296,52.154602,10.222152,37.62325
297,19.159859,45.2964,35.543736
298,54.931934,10.897621,34.170444
299,17.394125,43.42091,39.18496
300,49.419792,11.632529,38.94768
301,49.373928,11.615652,39.010426
302,49.418102,11.588634,38.993267
303,49.424965,11.524839,39.050194
304,49.806385,11.689781,38.503834
305,49.925392,11.345903,38.728706
306,50.13234,11.143975,38.723682
307,49.62375,11.386778,38.98947
308,49.522846,11.719255,38.757896
309,50.006165,11.126169,38.86767
310,50.907814,11.249383,37.8428
311,14.430692,49.11526,36.454052
312,13.693793,51.122265,35.18394
313,49.264805,14.97399,35.761204
314,50.435883,10.792278,38.77184
315,52.361656,11.11885,36.519497
316,15.033303,47.199028,37.767666
317,17.989685,44.529175,37.48114
318,19.267775,48.428604,32.30362
319,49.52663,11.664842,38.80852
320,15.767453,45.165123,39.067417
321,49.81388,11.249102,38.93702
322,50.253475,11.030542,38.715984
323,50.27929,11.025036,38.69567
324,49.23523,11.68631,39.07846
325,21.376883,46.78855,31.83457
326,49.718124,11.410156,38.871723
327,16.20158,50.657696,33.140724
328,50.252365,11.239442,38.50819
329,49.664516,11.406263,38.929214
330,19.308195,46.620296,34.071507
331,20.356966,44.322742,35.32029
332,16.976742,44.658268,38.36499
333,50.2168,10.854621,38.928577
334,49.355774,11.915757,38.728462
335,49.905243,11.217111,38.877644
336,20.34196,44.541283,35.11676
337,19.369051,46.876694,33.75426
338,50.31678,11.088996,38.594223
339,51.058304,10.6386795,38.303017
340,49.36121,11.527927,39.11086
341,19.292614,37.884964,42.822422
342,18.069572,44.76878,37.161644
343,19.431906,44.729923,35.838173
344,49.23998,11.971242,38.788776
345,49.21712,11.791045,38.991833
346,55.2781,10.56852,34.15338
347,18.820063,47.79365,33.386288
348,33.506145,23.932264,42.56159
349,49.877705,11.264765,38.85753
350,49.140907,12.287195,38.571896
351,49.81409,11.809548,38.376358
352,49.64286,11.362143,38.995
353,49.442272,11.668582,38.889153
354,17.2849,44.166954,38.54815
355,48.851166,12.060923,39.087914
356,49.570194,11.593029,38.836773
357,56.155323,10.425032,33.41964
358,49.315968,11.875355,38.808678
359,49.503395,11.497606,38.998997
360,45.492725,12.105064,42.40221
361,49.54414,11.433976,39.02188
362,51.35154,10.520031,38.12843
363,49.18084,11.9797125,38.83945
364,54.636253,10.769812,34.593933
365,16.635366,45.20849,38.156147
366,50.005924,11.143617,38.85046
367,50.283085,10.973599,38.743313
368,49.810043,11.512186,38.67777
369,51.856075,10.729144,37.414776
370,15.816112,46.818306,37.365578
371,50.138428,11.147633,38.71394
372,49.901,11.2513485,38.847656
373,49.628872,11.404431,38.966698
374,49.01315,11.949932,39.036915
375,18.425583,44.046738,37.52768
376,49.6396,12.2750225,38.085377
377,49.421124,11.717918,38.860954
378,50.0616,11.113169,38.82523
379,52.68405,10.628698,36.68725
380,50.581814,11.043318,38.374866
381,49.667133,11.362424,38.97044
382,49.586796,11.528542,38.88466
383,49.84073,11.2196865,38.939587
384,54.31919,10.812717,34.868088
385,49.43335,11.677904,38.88874
386,49.92213,11.487113,38.590755
387,49.21359,12.434399,38.352016
388,14.761371,47.372704,37.865932
389,49.32774,11.623737,39.048527
390,14.797458,45.80068,39.401867
391,49.392067,11.615787,38.99214
392,49.007175,12.084001,38.90883
393,50.033474,11.199064,38.767456
394,19.232096,45.65293,35.114975
395,49.1908,11.75357,39.055626
396,25.804922,34.313644,39.881435
397,50.12793,11.074846,38.797222
398,49.87545,11.280002,38.844547
399,49.35392,11.534551,39.11153
400,49.341255,11.604764,39.053978
401,49.40261,11.532252,39.065136
402,49.48009,11.493852,39.026062
403,49.820988,11.237225,38.941784
404,49.33133,11.788625,38.880043
405,49.79385,11.64146,38.56469
406,53.5619,10.451181,35.98692
407,50.168644,11.053268,38.778084
408,49.30659,11.6033945,39.09001
409,50.989662,10.553352,38.45698
410,49.76938,11.296114,38.93451
411,49.020134,11.856875,39.122997
412,49.848705,11.234656,38.916634
413,17.146236,45.212967,37.640797
414,52.38196,9.910641,37.707397
415,48.86341,11.895505,39.241085
416,17.382652,43.246346,39.371002
417,16.199854,45.083027,38.717113
418,19.166582,45.26844,35.564976
419,49.37828,11.616674,39.005047
420,50.147934,11.044146,38.807922
421,49.181362,10.089698,40.72894
422,48.005352,13.235995,38.75865
423,18.312151,39.25249,42.435364
424,16.940857,44.751297,38.30785
425,15.87878,45.662453,38.458763
426,50.005714,11.147304,38.846977
427,16.86539,45.57329,37.56132
428,19.59993,42.880135,37.51994
429,49.13155,12.245436,38.623013
430,16.781,45.000862,38.218132
431,49.97577,11.5413885,38.48285
432,50.005943,11.155993,38.838062
433,50.1848,11.061002,38.754196
