,y,n,?
0,32.631535,33.84972,33.51875
1,32.498264,34.495113,33.006626
2,34.026062,32.729477,33.244465
3,33.36909,33.17838,33.452534
4,33.220837,33.112396,33.666767
5,32.803665,33.298508,33.897827
6,32.605057,34.556816,32.83813
7,31.875463,33.520653,34.60389
8,34.16344,31.815798,34.020767
9,33.73936,32.769318,33.491318
10,33.77351,33.265038,32.961456
11,34.294167,32.619198,33.086636
12,33.00335,33.649857,33.346794
13,32.8674,34.284233,32.848362
14,31.550043,33.153397,35.296562
15,33.007042,32.549606,34.443356
16,34.12378,32.7341,33.142124
17,33.792603,32.95331,33.254093
18,33.47203,33.42559,33.10238
19,32.596348,33.74781,33.65584
20,34.368233,32.03946,33.592308
21,33.21553,32.447617,34.336853
22,33.193615,33.605736,33.20065
23,33.624622,32.64612,33.72926
24,33.767,32.96008,33.272923
25,32.416454,33.67348,33.91006
26,34.985115,32.745323,32.269558
27,33.245075,33.63027,33.124657
28,33.084835,33.739376,33.17579
29,33.01116,33.93052,33.058323
30,32.931503,33.004967,34.063538
31,32.912098,34.294884,32.79302
32,34.02716,32.825314,33.147533
33,33.366592,33.93677,32.696636
34,33.147423,33.04361,33.808975
35,33.120262,32.891384,33.98835
36,33.785183,33.13823,33.07658
37,33.02537,33.73399,33.24064
38,33.741196,32.70126,33.55754
39,33.546856,33.21323,33.239914
40,32.505558,33.6099,33.88454
41,32.88373,33.829056,33.287212
42,34.550526,32.737144,32.71233
43,33.708282,32.986443,33.30527
44,33.5868,32.85409,33.55911
45,33.71587,33.476463,32.80767
46,32.12882,33.604652,34.266533
47,33.341152,33.07598,33.582867
48,32.904972,33.81076,33.28427
49,32.87899,33.678467,33.44254
50,33.158356,33.56869,33.27295
51,32.56274,34.92065,32.516613
52,33.78332,32.551083,33.665596
53,32.968,33.31342,33.71858
54,32.949135,33.55126,33.4996
55,33.540108,32.909348,33.55054
56,34.210808,33.399757,32.38943
57,33.23099,33.34733,33.421684
58,32.52238,32.87289,34.60473
59,32.274715,36.90039,30.8249
60,33.995037,32.58236,33.42261
61,33.106228,33.485146,33.408623
62,33.831573,34.264374,31.904057
63,33.203976,33.591553,33.204468
64,33.528717,32.361713,34.109573
65,34.398357,32.00235,33.59929
66,35.52044,32.39995,32.079613
67,32.870167,34.18058,32.949253
68,33.68801,33.263268,33.04873
69,33.374767,32.97147,33.65377
70,33.111347,32.950188,33.938465
71,32.62752,32.430832,34.941647
72,34.366547,32.191578,33.44187
73,34.061512,33.2005,32.737984
74,33.137558,33.290962,33.57148
75,32.759205,33.208675,34.03212
76,32.467365,34.204502,33.32813
77,33.79644,32.683468,33.520092
78,33.807205,33.510086,32.68271
79,33.784714,34.155144,32.060143
80,32.325096,33.252754,34.42215
81,33.238712,33.00825,33.753036
82,34.134045,33.116276,32.74968
83,33.02177,33.935333,33.042892
84,33.12095,33.186733,33.692314
85,33.22794,32.736343,34.03572
86,33.661034,32.975574,33.363388
87,33.737576,32.666878,33.595543
88,34.341473,32.2054,33.453133
89,34.335224,33.689247,31.975525
90,34.19095,33.284103,32.524952
91,33.06433,33.612423,33.32325
92,33.43553,33.19882,33.36565
93,32.91278,33.969494,33.11772
94,32.81317,34.010212,33.176617
95,31.981722,35.06317,32.955105
96,32.740868,34.436977,32.822155
97,33.77625,33.326355,32.897396
98,33.08438,33.91209,33.003525
99,33.321045,33.13511,33.543846
100,33.975803,32.85956,33.164642
101,34.4981,32.165073,33.336823
102,33.17619,33.861588,32.96222
103,34.132317,32.516064,33.35162
104,34.58025,33.228733,32.191013
105,37.239384,30.87145,31.88917
106,33.845127,32.88214,33.27273
107,34.048416,33.778843,32.17274
108,33.87519,33.07997,33.044838
109,33.27529,33.172695,33.55201
110,33.455894,33.487675,33.05643
111,33.186207,33.332027,33.481766
112,34.68874,32.881157,32.4301
113,32.24708,35.220123,32.532795
114,33.227123,33.237244,33.535633
115,32.72529,33.744503,33.530212
116,32.48955,33.92109,33.58936
117,33.79078,32.766823,33.442406
118,34.477158,31.268305,34.25454
119,32.311024,32.535393,35.153584
120,33.466515,32.95675,33.576736
121,33.12799,33.68291,33.1891
122,33.392696,34.322784,32.284515
123,32.38501,34.18728,33.427708
124,34.612198,31.22913,34.158672
125,34.1577,32.83864,33.003662
126,33.45032,33.768566,32.781116
127,32.69887,33.816753,33.484375
128,33.01348,33.630783,33.355736
129,33.32481,33.065395,33.609795
130,31.891981,34.60881,33.499203
131,32.320396,34.119244,33.560356
132,33.077858,34.00336,32.918774
133,32.18328,33.488064,34.32866
134,33.90258,30.606382,35.491035
135,33.925114,32.145824,33.929058
136,32.685432,34.955997,32.35857
137,34.138336,32.328533,33.53313
138,33.479614,33.563347,32.95704
139,33.378723,33.59985,33.02143
140,33.110176,33.05548,33.834343
141,34.71856,33.15165,32.129784
142,33.301483,33.082706,33.61581
143,33.148277,32.25896,34.59277
144,33.850414,32.928787,33.220806
145,33.924458,32.69474,33.3808
146,33.505707,33.28714,33.207153
147,33.150337,33.234676,33.614983
148,32.967083,32.525646,34.50727
