,y,n,?
0,38.75203,29.931164,31.3168
1,35.001884,30.002487,34.99563
2,32.117184,34.631546,33.25127
3,31.590895,34.790184,33.618923
4,35.09781,36.10495,28.797245
5,37.74134,28.525793,33.73286
6,34.002216,34.782055,31.21573
7,35.43894,31.971905,32.589153
8,38.722824,32.984604,28.292572
9,32.751205,35.17088,32.077915
10,32.92161,36.102886,30.975502
11,31.578463,36.602993,31.818539
12,32.76788,34.6973,32.534817
13,37.670017,33.12639,29.203596
14,34.986404,31.904835,33.108765
15,34.10517,35.310883,30.58395
16,36.07096,34.86644,29.062595
17,32.77461,33.090946,34.13444
18,34.46821,32.304375,33.22742
19,33.099358,34.06981,32.83083
20,32.723255,31.686014,35.59073
21,33.759315,32.08653,34.15416
22,35.72327,33.32503,30.951694
23,35.68353,32.202995,32.113472
24,32.78372,34.57292,32.64336
25,34.060463,35.603054,30.336485
26,37.88145,30.376907,31.74164
27,31.86369,34.651802,33.484505
28,34.564457,32.64604,32.7895
29,32.672943,36.952675,30.374384
30,33.421474,34.427113,32.151413
31,32.050167,33.382927,34.566906
32,27.024416,33.289116,39.686466
33,32.72767,31.625736,35.646595
34,38.60206,30.25563,31.142315
35,31.461071,33.84662,34.69231
36,34.476955,32.128273,33.39477
37,33.17243,34.04908,32.778496
38,34.621853,33.9719,31.406242
39,39.782066,27.6095,32.608437
40,33.63516,32.436584,33.928257
41,30.604279,35.96474,33.430977
42,32.662323,32.875187,34.462494
43,32.101353,33.943645,33.95501
44,36.662926,29.292282,34.044792
45,34.98628,30.544456,34.46926
46,33.04428,34.03869,32.91703
47,33.34483,35.04383,31.611343
48,23.842737,28.848457,47.308807
49,36.50922,36.0532,27.437576
50,33.973156,31.238756,34.78809
51,34.5822,33.13507,32.282734
52,35.71244,34.144398,30.14316
53,31.170649,34.68319,34.146164
54,33.534946,33.954044,32.511013
55,28.511784,35.522583,35.965637
56,33.283367,33.778336,32.938293
57,35.537365,32.45594,32.006695
58,36.915337,28.679981,34.404686
59,48.27507,19.595255,32.129673
60,34.089653,32.033234,33.877117
61,31.45788,35.293346,33.248768
62,33.56682,31.81873,34.614456
63,33.240665,33.58708,33.17225
64,40.38773,27.268112,32.344162
65,35.957207,33.77967,30.263126
66,35.392372,37.79326,26.814371
67,27.653841,34.583332,37.762833
68,29.720413,36.376503,33.903076
69,33.878605,42.55628,23.565117
70,30.836933,35.499924,33.663143
71,33.921825,30.510881,35.567287
72,33.39175,34.18271,32.42554
73,33.852566,31.71153,34.4359
74,31.152313,33.360935,35.48675
75,37.01822,30.49459,32.487183
76,34.69282,31.536821,33.770355
77,33.71177,34.644444,31.643793
78,31.821117,32.47672,35.702156
79,34.528187,33.543476,31.928339
80,32.543137,32.499752,34.95711
81,32.86715,28.439474,38.693375
82,31.766392,35.930363,32.30325
83,34.29365,31.882727,33.82362
84,33.14484,33.730095,33.125065
85,29.446205,36.048653,34.505142
86,27.311981,33.96579,38.722225
87,33.655457,32.201736,34.1428
88,31.313753,33.190937,35.495304
89,32.658516,36.512188,30.829298
90,32.239132,33.903824,33.857048
91,36.042824,32.246643,31.710533
92,35.247242,31.67806,33.074696
93,24.407833,38.593037,36.999126
94,34.91935,32.149925,32.93072
95,31.53251,36.256855,32.21063
96,28.611967,36.79063,34.597404
97,31.811396,32.63007,35.558533
98,33.719273,32.04586,34.23487
99,21.18667,41.5117,37.301624
100,34.821777,31.059074,34.119144
101,34.79261,32.50234,32.705048
102,30.309162,39.767406,29.923439
103,33.067677,34.988056,31.944265
104,34.25558,32.453663,33.29076
105,34.00769,31.12608,34.86623
106,30.132273,34.932793,34.934937
107,34.751545,31.531334,33.717117
108,27.308872,28.844416,43.84671
109,32.590546,34.809242,32.600216
110,35.210144,31.763771,33.02608
111,33.739723,31.748196,34.512077
112,32.552567,33.58204,33.865395
113,35.42917,32.733276,31.837555
114,32.42007,34.23855,33.34138
115,32.864704,34.121,33.014305
116,37.864258,28.58352,33.552227
117,33.323093,35.410892,31.266012
118,29.835997,31.46516,38.698845
119,30.688768,35.957928,33.35331
120,29.418364,36.033936,34.547703
121,32.357983,32.54359,35.09843
122,34.715782,35.053177,30.231037
123,33.37085,34.26212,32.36703
124,35.72452,33.90806,30.367422
125,27.71971,33.86105,38.41924
126,34.379536,33.52031,32.10016
127,37.634075,30.708492,31.657436
128,33.490967,32.709877,33.79915
129,31.718067,33.336254,34.945675
130,31.866337,34.710144,33.423527
131,33.74126,32.40262,33.856117
132,32.71265,33.217926,34.06942
133,33.12369,35.031487,31.844818
134,39.128605,30.251556,30.619839
135,33.521484,33.403934,33.07458
136,31.654676,30.838459,37.506863
137,33.682957,32.519997,33.797047
138,32.015568,35.56756,32.416874
139,26.832098,35.648926,37.518974
140,32.780724,34.280125,32.93915
141,35.663776,34.535145,29.801077
142,37.431606,36.86835,25.700048
143,31.764809,36.77035,31.464842
144,33.887512,34.38784,31.724653
145,38.032295,35.64919,26.318518
146,32.72591,34.811954,32.46213
147,35.409378,30.684263,33.90636
148,32.2049,31.896942,35.89816
149,45.160927,27.145699,27.693377
150,28.050587,35.43884,36.510574
151,32.695625,35.15528,32.14909
152,31.581614,34.912117,33.506264
153,33.609196,37.006794,29.384008
154,32.215263,32.91651,34.868225
155,34.108646,33.430042,32.461308
156,30.11452,33.63843,36.24705
157,33.241917,32.70945,34.048634
158,35.489723,35.106384,29.403893
159,38.220028,32.986115,28.793856
160,30.472157,33.62972,35.89812
161,32.45775,32.494488,35.047756
162,43.446926,18.8261,37.72698
163,36.40502,29.391972,34.203003
164,30.992144,31.26117,37.746685
165,28.484,30.681932,40.83407
