,y,?,n
0,75.850174,9.577823,14.572002
1,11.504701,78.66057,9.834723
2,8.844364,25.252893,65.90274
3,12.471087,58.633488,28.89543
4,7.1672835,8.00322,84.8295
5,82.87879,7.644312,9.476898
6,85.99968,6.824948,7.1753783
7,85.7683,7.162962,7.0687346
8,6.580549,14.099087,79.320366
9,85.57697,7.437466,6.9855633
10,11.530275,8.810939,79.65878
11,9.595804,14.805042,75.599144
12,6.691508,8.569476,84.73901
13,85.882805,7.219883,6.8973074
14,74.01002,14.537037,11.452945
15,6.750027,84.6618,8.58817
16,7.3338017,8.168719,84.49748
17,85.2662,6.8556366,7.8781695
18,18.672842,11.58809,69.73906
19,8.615297,32.5022,58.8825
20,7.095435,8.212825,84.69174
21,8.531644,7.6746836,83.79368
22,10.589684,47.289734,42.120586
23,21.10421,63.625645,15.2701435
24,8.820556,71.96384,19.215605
25,7.701344,8.0691185,84.22954
26,9.440839,70.12387,20.435293
27,10.03402,82.03186,7.9341164
28,7.5836725,8.21393,84.2024
29,56.465614,22.69745,20.836939
30,7.6373124,8.285646,84.07704
31,13.38048,37.66335,48.956165
32,43.191757,41.401268,15.406964
33,16.973558,38.823174,44.203262
34,79.30589,11.029378,9.664732
35,84.41131,8.822402,6.766297
36,83.884056,9.126245,6.9897027
37,84.889496,6.80709,8.303412
38,9.223418,7.594608,83.18197
39,7.7196546,8.200947,84.0794
40,75.87079,9.836866,14.292344
41,7.7517214,7.789126,84.45915
42,49.086277,13.698893,37.214832
43,10.942398,10.662558,78.39504
44,8.406134,7.6939316,83.89993
45,6.7395353,8.458656,84.8018
46,6.915695,9.344068,83.74024
47,7.9852395,7.6952195,84.319534
48,86.01147,7.105043,6.883487
49,7.693556,10.169223,82.13722
50,85.53709,7.6310263,6.831888
51,6.868089,83.34401,9.787898
52,47.199135,33.257206,19.543669
53,7.607643,15.70492,76.68744
54,12.606957,7.659634,79.733406
55,85.52057,7.2660575,7.2133713
56,85.85537,7.1970406,6.947589
57,84.40405,6.926045,8.669902
58,83.340744,7.603053,9.056203
59,9.789481,9.06274,81.14778
60,85.2126,6.9403977,7.8470044
61,9.208128,8.007546,82.784325
62,8.89765,7.6681876,83.434166
63,8.903992,7.635625,83.46039
64,45.39553,26.829788,27.774683
65,86.02329,7.1892486,6.787468
66,83.41693,7.3130975,9.269971
67,15.915865,12.442737,71.64139
68,9.224508,8.031026,82.74446
69,6.567929,8.775476,84.65659
70,85.08105,7.505731,7.4132195
71,16.922035,26.609716,56.468246
72,48.835995,27.679354,23.48465
73,14.008626,16.808338,69.18304
74,85.96901,6.9243817,7.1066103
75,11.542371,9.292709,79.16492
76,43.95146,21.658997,34.389534
77,7.356462,7.9142795,84.72926
78,25.33023,18.333523,56.336254
