,n,y,?
0,71.70061,13.868685,14.430709
1,32.068935,16.485126,51.44594
2,70.4572,11.65263,17.89018
3,72.47992,13.026224,14.493863
4,29.282076,11.89025,58.827675
5,44.86886,39.318962,15.812182
6,12.3870735,72.0963,15.516623
7,16.913881,69.706955,13.379164
8,72.62645,12.71646,14.657089
9,27.283302,59.455418,13.261278
10,46.19932,36.54884,17.251833
11,17.973038,66.96721,15.059762
12,44.946205,39.286213,15.767585
13,67.1534,11.0586405,21.787966
14,69.180466,15.96739,14.852147
15,12.007771,72.78345,15.208779
16,11.06897,65.805885,23.12514
17,16.720333,41.62839,41.65128
18,67.483475,18.623524,13.893003
19,35.868122,41.457314,22.674564
20,11.5363035,65.64556,22.81814
21,20.506685,66.518654,12.974657
22,16.32428,14.369176,69.30654
23,26.699617,58.368725,14.931658
24,25.755447,11.946635,62.297916
25,54.72281,14.874456,30.402735
26,19.706583,66.55147,13.741949
27,33.601833,27.313126,39.085045
28,70.53647,14.903963,14.5595665
29,14.775942,16.77045,68.453606
30,54.040836,14.631794,31.327364
31,32.796627,12.87814,54.325233
32,72.27609,12.528438,15.195467
33,39.314415,33.892254,26.793327
34,67.74059,11.259642,20.99977
35,71.72831,12.7444725,15.527219
36,13.741152,16.791637,69.4672
37,11.823778,69.786705,18.38952
38,25.990223,17.143785,56.865997
39,12.089156,51.144756,36.766087
40,38.280384,38.864693,22.85492
41,52.616207,15.175657,32.208138
42,11.611116,70.43911,17.949778
43,12.979795,72.09414,14.926061
44,13.124758,54.43622,32.439026
45,17.301434,69.41383,13.284731
46,12.564561,72.25305,15.182384
47,14.40159,71.18267,14.415733
48,71.00759,14.960983,14.031431
49,11.682866,70.51084,17.806288
50,71.418175,11.964742,16.61709
51,55.41032,30.72716,13.862512
52,48.917892,14.422844,36.65926
53,44.722073,40.590515,14.687407
54,55.336094,30.526546,14.137363
55,15.314788,68.237335,16.447876
56,72.21014,13.420042,14.36983
57,36.203526,45.688854,18.107622
58,34.68299,50.859703,14.457305
59,14.5490885,71.59399,13.856925
60,13.58762,72.532684,13.879699
61,13.078237,20.901241,66.02052
62,12.6001835,66.12064,21.279175
63,10.92465,63.74751,25.327847
64,68.46326,11.274361,20.262392
65,13.479847,53.20449,33.315666
66,44.715683,39.570774,15.713541
67,69.447,11.806037,18.746967
68,27.7302,40.752853,31.516945
69,11.204976,65.14418,23.650846
70,12.474814,69.85032,17.674866
71,12.400763,42.417747,45.18149
72,69.05568,17.068708,13.875608
73,20.916235,34.82114,44.262623
74,45.66361,37.72524,16.611143
75,72.798065,12.311935,14.889993
76,54.743065,30.013157,15.243774
77,43.223206,18.915146,37.86165
