,n,y,?
0,50.039745,16.374428,33.58583
1,50.008553,16.38387,33.607574
2,28.762024,28.590578,42.6474
3,50.030987,16.38716,33.58185
4,18.294176,54.60563,27.100197
5,30.751657,23.986515,45.261826
6,18.27959,54.654736,27.06567
7,19.003279,52.867653,28.12907
8,50.028397,16.376862,33.594738
9,50.03303,16.376005,33.59096
10,20.16951,49.80099,30.029497
11,18.105825,54.962,26.93217
12,35.336258,21.23477,43.428978
13,50.038742,16.374249,33.586998
14,18.038536,55.088978,26.872492
15,18.072916,55.02674,26.90035
16,21.87917,45.691048,32.429783
17,18.060354,55.038666,26.900974
18,34.888874,21.748604,43.36252
19,19.841335,50.754524,29.404137
20,29.556492,28.944672,41.49884
21,50.033516,16.402197,33.564285
22,18.304785,54.564487,27.130726
23,27.887234,30.875809,41.236954
24,23.807863,40.78189,35.410248
25,30.569527,24.278173,45.1523
26,18.040562,55.085106,26.87434
27,26.477077,34.22054,39.30238
28,50.034134,16.375755,33.590115
29,18.079285,55.002712,26.917997
30,18.279371,54.578434,27.142195
31,18.081144,54.97722,26.941637
32,27.887234,30.875809,41.236954
33,20.221743,49.715656,30.062603
34,34.603943,22.357162,43.038902
35,32.271248,22.752789,44.975967
36,29.281843,27.239933,43.478214
37,18.033943,55.104214,26.861843
38,18.356977,54.299374,27.343649
39,50.048088,16.376175,33.575733
40,50.012676,16.381857,33.60546
41,18.064571,55.019535,26.9159
42,18.245064,54.689087,27.06585
43,49.930225,16.411137,33.65864
44,36.329193,21.284248,42.386566
45,49.985916,16.395893,33.61819
46,48.50179,16.91467,34.583534
47,20.338268,49.510082,30.151657
48,27.887234,30.875809,41.236954
49,31.19698,23.45484,45.348175
50,31.021318,23.63704,45.34164
51,18.052887,55.054848,26.892263
52,18.145521,54.860855,26.99362
53,50.014465,16.393303,33.59223
54,31.120174,23.530668,45.349155
55,18.161112,54.86821,26.970688
56,34.44127,21.740583,43.818146
57,31.588762,23.196503,45.214737
58,32.00213,22.889585,45.10829
59,18.150454,54.899185,26.95036
60,18.088251,54.97523,26.93652
61,49.989586,16.389015,33.62139
62,50.03236,16.396622,33.57102
63,50.017857,16.390533,33.591606
64,50.043076,16.373413,33.58351
65,49.98747,16.443964,33.568565
66,29.135921,27.617105,43.246975
67,30.83666,25.771702,43.391644
68,18.060951,55.06432,26.874727
69,50.046368,16.380081,33.573547
70,49.09519,16.709719,34.19509
71,45.938023,17.786379,36.275597
72,18.281553,54.476112,27.242332
73,50.03487,16.386772,33.57837
74,19.931164,51.081646,28.987194
75,18.155817,54.83474,27.00944
76,49.529743,16.57214,33.898117
77,28.716732,31.020931,40.262337
78,30.981804,24.021025,44.997177
79,36.858932,20.7516,42.38947
80,33.77399,23.492847,42.73317
81,18.02939,55.104683,26.865932
82,49.999577,16.387943,33.612476
83,27.887234,30.875809,41.236954
84,22.33573,44.42976,33.23451
85,49.81649,16.566204,33.61731
86,23.432295,41.686897,34.88081
87,29.355732,27.049967,43.594303
88,18.151943,54.82606,27.021997
89,18.044802,55.07291,26.882284
90,48.792137,16.818096,34.38977
91,21.438248,46.652977,31.908775
92,18.103685,54.93606,26.96025
93,39.026543,20.938961,40.034492
94,50.046623,16.375204,33.578167
95,39.582047,21.16003,39.25793
96,32.523407,22.636154,44.84043
97,30.27263,24.84862,44.87875
98,27.850777,30.963528,41.1857
99,26.207777,34.77098,39.02124
100,27.887234,30.875809,41.236954
101,24.627045,38.69113,36.681824
102,50.009495,16.384161,33.606354
103,32.690285,22.626009,44.683697
104,47.822117,17.103024,35.074856
105,49.768864,16.604338,33.6268
106,49.793934,16.455873,33.750187
107,18.445608,54.35806,27.196333
108,27.947304,30.664804,41.387886
109,49.830704,16.493872,33.675426
110,18.156984,54.82606,27.016953
111,50.01815,16.380142,33.601715
112,49.855183,16.447134,33.697685
113,50.04407,16.376795,33.579124
114,18.432138,54.17983,27.388031
115,30.760807,23.973083,45.266106
116,50.04483,16.37796,33.577213
117,18.068031,55.05463,26.877335
118,42.423073,20.154812,37.422115
119,27.197865,32.60328,40.198853
120,18.079863,55.03822,26.881918
121,35.224915,21.634197,43.140892
122,18.268454,54.531105,27.20044
123,25.063852,37.629463,37.30669
124,28.972906,28.448841,42.578255
125,49.731182,16.475567,33.79325
126,18.055157,55.07843,26.866415
127,42.906864,18.94516,38.147976
128,19.091473,52.903652,28.004875
129,19.434431,51.71101,28.85455
130,18.882505,52.9875,28.130003
131,21.634937,46.320652,32.04441
132,27.859146,30.669817,41.47104
133,32.797485,24.265274,42.93724
134,40.578857,20.187166,39.23398
135,25.361687,36.86782,37.770493
136,27.53521,31.585152,40.879642
137,30.06436,25.306236,44.629402
138,28.568176,29.097084,42.33474
139,29.178637,27.506458,43.314907
140,18.05827,55.075233,26.866495
141,23.535948,41.398903,35.065155
142,49.97894,16.393333,33.627728
143,49.485046,16.556376,33.95858
144,27.887234,30.875809,41.236954
145,19.08204,52.821857,28.096104
146,18.097528,54.97015,26.93232
147,19.961199,50.330997,29.707802
148,27.26641,32.119785,40.613808
149,19.552362,51.34241,29.105225
150,49.67039,16.667513,33.662094
151,29.769903,26.006668,44.22343
152,33.600815,22.204565,44.194622
153,22.490068,44.027023,33.482906
154,27.971256,30.656672,41.372074
155,49.98145,16.393787,33.62476
156,32.215748,22.561527,45.222725
157,32.576214,24.781105,42.64268
158,49.532284,16.552486,33.915226
159,28.303951,32.48269,39.213364
160,22.653461,44.095837,33.250706
161,21.17295,47.499863,31.32719
162,50.034832,16.403645,33.561523
163,41.40415,19.565548,39.030308
164,25.686327,36.106377,38.207294
165,30.100569,26.175583,43.72386
166,30.45685,24.481567,45.06159
167,50.02822,16.405518,33.566265
168,49.475548,16.773848,33.75061
169,30.035341,25.372892,44.591774
170,49.665997,16.523314,33.810696
171,18.24986,54.664253,27.085882
172,33.146343,22.377466,44.476192
173,29.027935,27.747854,43.22421
174,31.925467,22.931633,45.1429
175,50.019943,16.41591,33.56415
176,19.227522,52.22064,28.551847
177,34.03857,22.0454,43.91603
178,50.039726,16.374094,33.586185
179,26.62552,33.731506,39.642975
180,30.614122,24.20246,45.18342
181,18.261742,54.678703,27.05956
182,30.63162,24.116861,45.251514
183,30.319431,24.751625,44.92894
184,18.09587,54.96223,26.941904
185,50.04487,16.379324,33.575806
186,50.047005,16.381927,33.571068
187,49.53112,16.62072,33.84816
188,33.428288,21.912079,44.659634
189,31.622967,23.116177,45.26086
190,31.935612,22.925974,45.138405
191,47.60934,17.174416,35.216244
192,35.445076,21.559855,42.995068
193,50.046337,16.373161,33.580505
194,49.939713,16.41365,33.646637
195,34.772957,21.788378,43.438663
196,37.10738,20.645552,42.24707
197,18.060965,55.038578,26.900455
198,24.150599,39.887054,35.96235
199,18.193834,54.81648,26.989689
200,18.0499,55.0638,26.886293
201,18.07718,55.01065,26.912159
202,18.330744,54.519535,27.14972
203,18.045496,55.077976,26.876534
204,18.054495,55.047024,26.898483
205,30.894331,23.790031,45.31564
206,18.281975,54.62016,27.097872
207,19.822603,50.721462,29.455933
208,19.558065,51.3832,29.058725
209,18.074844,54.991234,26.93392
210,29.655394,26.290262,44.05435
211,30.34686,24.695917,44.957222
212,35.139328,21.663225,43.197456
213,29.888624,25.718445,44.392933
214,30.111113,25.200207,44.688686
215,18.244047,54.70277,27.05318
216,50.030624,16.38447,33.584908
217,30.26043,24.8743,44.865276
218,49.96702,16.412998,33.619987
219,50.011135,16.39629,33.59257
220,31.116417,23.534529,45.34906
221,27.554585,31.44615,40.99927
222,50.02404,16.380274,33.595688
223,50.037895,16.37462,33.587475
224,35.408382,21.572216,43.019405
225,50.021523,16.409155,33.569324
226,49.53271,16.585018,33.88227
227,42.99001,18.996109,38.01388
228,48.945488,16.834,34.220516
229,22.297743,44.613365,33.088894
230,18.042015,55.095757,26.862219
231,26.270092,34.5685,39.161407
232,49.75272,16.49716,33.750126
233,22.595291,44.279156,33.125553
234,18.1003,54.959053,26.940649
235,45.963837,18.046879,35.989285
236,20.841125,48.15151,31.00737
237,29.202223,27.44545,43.35232
238,50.033443,16.377232,33.58933
239,38.311504,20.300598,41.3879
240,33.111336,22.391216,44.497444
241,49.95846,16.4039,33.637638
242,18.065626,55.01564,26.918734
243,50.00459,16.387005,33.608402
244,50.008064,16.386103,33.605835
245,19.452621,51.5966,28.950787
246,50.03866,16.374176,33.587162
247,50.04494,16.374134,33.580925
248,30.611303,24.207159,45.181534
249,49.836594,16.448137,33.715275
250,30.267746,24.858889,44.873375
251,33.134663,22.382046,44.483288
252,49.825184,16.584757,33.59006
253,19.910662,50.432133,29.657204
254,33.24165,24.574123,42.184223
255,50.023098,16.41077,33.56613
256,50.036896,16.374601,33.58851
257,18.04249,55.09433,26.863178
258,33.24,22.341015,44.418983
259,22.54302,43.886814,33.570164
260,30.216843,24.96725,44.815903
261,18.050598,55.057503,26.891895
262,34.147255,22.006697,43.84605
263,30.921,23.756271,45.322735
