,y,?,n
0,36.844746,29.75691,33.39834
1,30.841913,32.63934,36.518745
2,28.143549,36.939133,34.91732
3,35.85176,32.765503,31.382734
4,35.338936,34.219765,30.4413
5,32.910652,33.98571,33.10364
6,37.59051,26.597742,35.811745
7,31.240786,33.773148,34.98607
8,33.18931,31.86494,34.94575
9,35.687798,32.93368,31.378513
10,38.90738,32.935654,28.15697
11,24.701744,38.516388,36.781868
12,34.721233,29.415249,35.863514
13,35.30432,34.734474,29.9612
14,35.08644,34.458828,30.454735
15,27.807554,35.164944,37.027496
16,30.230215,30.73046,39.039333
17,36.041893,31.7487,32.209408
18,35.111164,33.81633,31.07251
19,35.695724,28.875374,35.428898
20,29.675755,33.800213,36.524036
21,33.76639,28.356098,37.877514
22,33.821304,33.9912,32.187492
23,34.143497,28.928688,36.927814
24,33.200314,32.875835,33.923847
25,33.78751,30.030806,36.181686
26,28.722672,34.462963,36.814365
27,40.856506,32.01274,27.130747
28,30.731369,33.78403,35.484608
29,35.68068,26.562218,37.757103
30,33.169823,29.560705,37.26947
31,28.155058,35.127987,36.71695
32,44.097225,29.166126,26.73664
33,33.559605,36.324253,30.116135
34,35.23922,35.114334,29.646444
35,36.54163,34.001873,29.4565
36,39.538673,31.759354,28.70197
37,31.90631,32.935596,35.15809
38,29.338795,34.87769,35.783512
39,26.945627,34.60876,38.44561
40,35.266624,28.875166,35.858215
41,28.549423,35.61513,35.83545
42,31.112194,33.94999,34.937817
43,34.474545,27.31964,38.20581
44,34.196857,24.886978,40.91617
45,42.4953,19.002956,38.501747
46,32.63567,31.94338,35.42095
47,33.620678,26.820608,39.558712
48,32.89491,31.350792,35.7543
49,26.59413,27.402231,46.003643
50,36.571026,35.122604,28.306374
51,30.978722,32.431923,36.589355
52,36.47369,33.341633,30.184677
53,34.168945,30.807945,35.02311
54,36.351185,34.731544,28.917276
55,41.874508,31.589407,26.536093
56,35.35249,33.34069,31.306812
57,34.162243,34.032604,31.805155
58,41.873264,19.58916,38.53758
59,26.225254,34.915897,38.858852
60,45.52209,28.435808,26.042095
61,30.064034,32.617714,37.318253
62,29.634615,33.646328,36.71906
63,35.37088,31.178724,33.450394
64,36.691803,28.644756,34.663437
65,37.867104,28.260696,33.872204
66,35.40071,31.727266,32.872017
67,29.450348,33.88629,36.663364
68,32.556976,30.974379,36.468643
69,36.92456,26.8377,36.237736
70,29.828587,34.57349,35.59792
71,30.271477,32.384773,37.343742
72,37.32905,35.39196,27.27899
73,29.404795,34.4251,36.17011
74,38.486828,33.42362,28.089561
75,35.959316,33.590714,30.449972
76,35.321175,33.61554,31.063292
77,36.66649,31.402496,31.93101
78,34.87736,32.483887,32.63875
79,36.91453,28.583467,34.502007
80,28.828987,35.96307,35.207947
81,37.658985,33.79185,28.549168
82,36.361103,35.645657,27.99324
83,36.054115,31.886137,32.059746
84,35.766624,33.407833,30.825537
85,46.924393,27.747425,25.328175
86,49.005573,26.990444,24.00398
87,36.29954,36.22476,27.475702
88,35.445053,31.526869,33.02808
89,31.31494,34.737293,33.94776
90,31.97803,32.89942,35.12255
91,33.958214,32.270794,33.770992
92,29.095612,33.294918,37.609474
93,33.770817,33.358543,32.87064
94,45.482098,28.860443,25.657457
95,34.789978,34.27955,30.930475
96,37.249798,29.330074,33.42013
97,30.463198,33.824425,35.712383
98,37.90131,34.83838,27.260315
99,35.311707,33.764847,30.923452
100,38.086136,34.735302,27.178564
101,35.127834,31.313536,33.55863
102,36.670357,35.54913,27.780518
103,31.248602,32.233234,36.51816
104,23.766083,36.573784,39.660133
105,34.219505,35.436493,30.344004
106,28.424286,36.97512,34.600594
107,28.378984,35.70601,35.91501
108,30.626833,30.069294,39.303875
109,28.956234,34.34137,36.702396
110,42.974487,29.710445,27.315065
111,34.88464,30.795141,34.32022
112,34.724045,33.03572,32.240234
113,31.022144,32.175983,36.801876
114,35.292263,34.70585,30.001884
115,25.00377,18.303303,56.69292
116,34.346535,35.633568,30.0199
117,30.580812,33.373337,36.045856
118,34.32265,33.758686,31.918669
119,32.213398,35.064095,32.722507
120,36.30166,29.643667,34.054672
121,35.53352,32.62814,31.838337
122,35.24171,34.8155,29.942783
123,28.982178,35.789795,35.228027
124,37.39917,34.465782,28.135044
125,35.2182,34.22171,30.560097
126,33.504276,30.18848,36.307247
127,29.887947,32.853752,37.2583
128,35.646896,26.958578,37.39453
129,33.359318,34.638493,32.00219
130,24.198061,38.5791,37.222843
131,38.251404,34.302948,27.44565
132,37.77463,33.771206,28.454165
133,36.48256,35.045788,28.471651
134,35.989407,34.09918,29.911419
135,34.314472,31.368273,34.31725
136,28.253729,34.553017,37.19326
137,28.983032,36.389984,34.62698
138,28.799799,31.704113,39.496094
139,29.364655,34.27314,36.3622
140,35.579464,33.233894,31.18664
141,35.14338,36.06313,28.793495
142,32.172493,28.120691,39.70682
143,35.62977,35.839417,28.530825
144,31.702637,32.77531,35.522053
145,30.336983,35.85408,33.808933
146,29.224916,29.538086,41.236996
147,36.16149,34.713814,29.124695
148,28.743437,34.770676,36.48588
149,37.800453,33.51898,28.680563
150,39.39169,32.727905,27.880404
151,35.366093,32.31095,32.322956
152,28.118622,32.35549,39.525883
153,41.658463,31.773922,26.567612
154,36.775455,32.923664,30.300882
155,34.99423,34.461308,30.544462
156,33.10662,21.4039,45.489483
157,43.56285,30.245995,26.191154
158,30.784794,34.49817,34.717033
159,37.843533,32.13006,30.026419
160,39.626057,31.861002,28.512945
161,48.349537,23.138546,28.511915
162,37.03116,32.82979,30.139053
163,36.24166,34.143005,29.615334
164,32.094536,27.242508,40.66296
165,37.890854,34.502758,27.606396
166,36.033882,29.350555,34.615562
167,37.890877,34.002514,28.106606
168,30.635744,35.100636,34.26362
169,30.840683,32.482586,36.67673
170,37.814346,33.203953,28.9817
171,34.278896,35.82565,29.895454
172,33.819836,31.439802,34.74036
173,34.84552,29.47748,35.677
174,34.75942,27.633774,37.606808
175,29.77531,34.269707,35.954987
176,33.91498,26.787577,39.29744
177,32.67515,31.544992,35.77985
178,28.19415,34.566322,37.239532
179,26.639172,35.347454,38.01338
180,30.624613,31.838211,37.537174
181,30.834341,35.145454,34.020203
182,29.275726,37.623936,33.100338
183,35.649498,32.818283,31.532219
184,32.05345,33.641212,34.305336
185,23.956814,36.493595,39.549595
186,31.173685,32.95477,35.871548
187,38.714645,32.542725,28.742638
188,31.799103,30.341911,37.85899
189,35.1107,35.574062,29.315243
190,37.92907,33.267723,28.80321
191,32.416935,33.27977,34.303295
192,28.698584,33.97047,37.330944
193,37.27306,35.63502,27.09192
194,26.982296,34.462803,38.55491
195,35.492332,28.637005,35.87067
196,34.798584,31.349077,33.852333
197,26.710695,34.47175,38.81756
198,31.709532,30.855387,37.435085
199,26.998175,24.699125,48.302704
200,29.776997,33.068314,37.15469
201,26.81868,36.924274,36.257042
202,31.098524,30.602884,38.298588
203,41.385853,31.326883,27.28727
204,27.500963,25.619104,46.87993
205,33.712242,33.055992,33.231762
206,32.935024,32.281403,34.783577
207,32.437714,27.42675,40.13554
208,28.867388,34.69658,36.436035
209,31.81333,36.59929,31.587383
210,48.683243,27.127733,24.189028
211,19.634998,13.959625,66.40538
212,33.333607,30.499876,36.16652
213,36.151543,36.01457,27.833887
214,38.087048,33.7243,28.188652
215,36.424843,34.426617,29.148546
216,39.06833,27.992762,32.93891
217,33.637962,22.559652,43.80239
218,33.86338,25.635004,40.501617
219,31.944164,32.462036,35.593796
220,36.539734,33.8961,29.564167
221,31.249111,33.030815,35.720078
222,37.49407,33.590324,28.915607
223,33.365974,36.318573,30.31545
224,36.53197,33.819355,29.64867
225,34.799488,31.519926,33.68058
226,31.490564,30.479544,38.02989
227,36.968098,28.630823,34.401073
228,44.31344,26.47258,29.213978
229,33.363873,33.08166,33.55447
230,35.58075,33.760498,30.658749
231,41.243435,25.464031,33.29253
232,32.544563,34.289448,33.165993
233,34.1922,29.432869,36.37493
234,37.808506,33.006065,29.185423
235,35.00225,25.83391,39.16384
236,32.402225,32.836975,34.7608
237,27.741695,34.92659,37.33172
238,34.230873,33.925503,31.843626
239,33.740147,30.595356,35.6645
240,28.154018,35.18793,36.65805
241,36.30901,35.24554,28.44545
242,32.099297,28.760252,39.140453
243,24.217678,36.815296,38.96703
244,32.566273,29.998299,37.43543
245,37.1301,33.65031,29.219595
246,37.57378,24.095493,38.330727
247,29.555004,36.242565,34.202423
248,30.74167,27.560476,41.697853
249,39.104782,28.408823,32.48639
250,35.37842,32.699947,31.921637
251,29.180876,34.580055,36.23907
252,34.30427,33.720016,31.97571
253,26.051735,35.988823,37.959446
254,31.631126,31.066275,37.3026
255,42.854156,29.972523,27.173323
256,32.9635,33.47014,33.56636
257,33.91446,27.602,38.483543
258,35.2715,28.31173,36.416763
259,32.833202,26.721785,40.44501
260,30.716434,31.039778,38.24379
261,34.046318,30.885098,35.068584
262,27.89576,35.183083,36.921158
263,29.041313,35.48145,35.477238
264,29.922401,35.5089,34.568703
265,37.72558,32.869392,29.405031
266,33.1559,30.156187,36.68792
267,28.456894,35.273075,36.27003
268,33.912365,28.222588,37.865047
269,28.37605,33.76899,37.854958
270,29.908606,31.872007,38.219383
271,33.802326,29.45916,36.738514
272,36.49627,32.84944,30.654287
273,36.17519,35.20463,28.620174
274,46.952614,27.81305,25.234339
275,36.930984,34.155567,28.91345
276,39.317368,32.965096,27.717537
277,36.053936,32.94381,31.002253
278,31.255335,33.022137,35.722527
279,31.077389,33.938286,34.98432
280,38.13303,34.689663,27.17731
281,32.82349,36.705803,30.470709
282,35.2572,31.948408,32.794384
283,30.545488,35.73777,33.71674
284,34.440918,30.068174,35.490902
285,30.10614,36.052357,33.841503
286,37.26313,25.234,37.502872
287,51.91165,25.12551,22.96284
288,35.285313,34.241493,30.4732
289,33.1247,34.794838,32.080467
290,29.034992,33.914883,37.05012
291,29.512194,33.273758,37.21405
292,31.364605,32.033875,36.601517
293,31.081358,32.09494,36.8237
294,35.90196,30.059135,34.03891
295,36.62137,34.396248,28.982386
296,36.0191,27.45647,36.524426
297,30.902,31.635893,37.462105
298,42.103146,26.124664,31.772194
