,y,?,n
0,17.565294,63.792465,18.642239
1,36.593246,38.452717,24.954031
2,12.936317,65.851906,21.211775
3,11.140578,35.06893,53.790493
4,14.792855,55.38798,29.81916
5,11.51439,64.55875,23.926868
6,15.630418,20.166958,64.20262
7,13.235821,43.637714,43.126472
8,12.392043,66.15515,21.452805
9,24.811485,18.737568,56.450947
10,57.80629,27.041265,15.152443
11,72.14643,14.890707,12.962872
12,10.834029,31.794586,57.37139
13,19.858059,41.892906,38.249035
14,62.67134,23.575155,13.753504
15,35.110832,17.912424,46.976738
16,12.876341,20.757307,66.36635
17,56.107574,28.349787,15.5426445
18,11.552321,45.308575,43.139103
19,15.050829,22.971506,61.977673
20,21.018322,60.527264,18.45441
21,13.710213,65.09965,21.190136
22,12.598077,20.874674,66.527245
23,54.1211,19.098345,26.780554
24,14.442621,20.296585,65.260796
25,66.32617,20.446024,13.227802
26,11.725109,38.7071,49.56779
27,72.22228,12.406693,15.371032
28,51.702835,22.227936,26.069239
29,71.86612,12.559511,15.574368
30,71.400795,13.3476095,15.2516
31,12.1254835,22.019499,65.85502
32,12.229002,32.179256,55.591743
33,11.976945,25.697243,62.325813
34,72.65498,13.6240425,13.720973
35,72.23134,12.68239,15.086269
36,40.202396,17.574743,42.222862
37,71.29664,12.755619,15.9477415
38,15.356482,19.323898,65.31962
39,15.88326,19.150547,64.966194
40,24.470703,17.393013,58.136284
41,24.31369,56.41051,19.275805
42,39.3186,22.896461,37.784935
43,57.695816,15.000747,27.30344
44,19.180897,52.34155,28.477552
45,28.469273,18.630371,52.900356
46,12.1825285,21.092089,66.72539
47,11.109334,30.59011,58.30055
48,52.885567,29.996914,17.117517
49,69.79311,12.701209,17.505682
50,70.51509,12.566596,16.918308
51,11.367838,26.22275,62.409412
52,35.248886,26.467377,38.283737
53,19.539434,62.119408,18.341166
54,33.20545,29.223331,37.57122
55,71.91561,12.689085,15.395302
56,72.83653,12.734832,14.428629
57,72.69852,12.779662,14.521826
58,25.930864,57.318844,16.750286
59,13.386768,21.70027,64.912964
60,65.11875,13.99257,20.888687
61,31.273005,16.18417,52.542824
62,12.168075,34.56506,53.266872
63,55.601288,15.050838,29.347874
64,50.35478,33.318745,16.326471
65,67.892914,12.961266,19.14582
66,14.637701,20.335426,65.02687
67,10.352526,38.744583,50.902885
68,14.5311985,18.923681,66.54512
69,11.041664,63.39388,25.564453
70,13.246794,20.28823,66.46497
71,11.75875,24.29805,63.943195
72,11.349558,66.40065,22.249798
73,11.737065,23.18147,65.08146
74,68.168434,18.735886,13.095686
75,31.312223,38.565956,30.121819
76,59.998768,17.603565,22.397665
77,73.03223,13.1700325,13.797738
78,72.252655,13.279019,14.46832
79,18.535938,19.176949,62.287117
80,11.018084,26.35265,62.629265
81,17.279722,19.700314,63.019962
82,23.986889,29.11695,46.89616
83,43.956947,18.133175,37.90988
84,71.35834,15.25934,13.382323
85,18.43013,17.902477,63.6674
86,42.671837,40.443954,16.884212
87,15.449311,18.717857,65.83283
88,11.887091,21.607021,66.50588
89,10.759056,30.05655,59.18439
90,22.675846,22.453863,54.870296
91,14.372208,19.838564,65.78923
92,73.45001,13.375111,13.174875
93,38.99936,45.03374,15.966887
94,20.52272,47.495235,31.982046
95,65.81954,12.818174,21.36228
96,12.933185,66.37741,20.689404
97,36.35551,27.355734,36.288757
98,73.198006,12.775007,14.026987
99,26.312044,33.29566,40.392296
100,35.020374,19.087593,45.892033
101,72.73253,13.667817,13.599652
102,71.703995,14.001878,14.294122
103,70.00447,16.291656,13.703876
104,14.945351,19.52955,65.52509
105,11.050625,27.175245,61.774136
106,69.3299,12.507841,18.162252
107,12.92149,46.33891,40.739605
108,11.145182,30.999216,57.8556
109,10.462229,32.61169,56.92608
110,16.811012,18.36964,64.81935
111,20.018373,17.745054,62.236572
112,71.571846,15.7640085,12.664146
113,11.799262,22.83152,65.36921
114,67.57206,19.426079,13.001863
115,11.641445,23.206512,65.15205
116,56.00753,28.829538,15.162937
117,10.265679,39.457016,50.277298
118,11.330841,35.771458,52.897705
119,11.272236,30.326393,58.401375
120,57.100697,14.247495,28.651806
121,73.05084,13.059454,13.8897
122,72.66068,14.633497,12.705819
123,12.492216,20.716711,66.79107
124,33.8852,16.53467,49.58013
125,71.370674,14.444818,14.184501
126,12.253371,56.52436,31.222271
127,11.3646965,25.376522,63.258785
128,13.139215,22.44648,64.41431
129,40.116413,31.710201,28.173384
130,19.842804,26.882414,53.27479
131,64.87719,13.101691,22.021118
132,11.52365,65.2336,23.24275
133,72.327995,13.531367,14.140635
134,72.756546,13.888802,13.354649
135,60.147106,23.56267,16.290222
136,54.43533,14.5814705,30.9832
137,38.724907,20.090708,41.184383
138,15.214073,21.762726,63.023205
139,64.98087,12.665646,22.353487
140,61.49655,23.77012,14.733323
141,71.82809,12.580191,15.591724
142,11.19388,26.696793,62.10933
143,11.382508,66.2403,22.377193
144,67.11256,12.255268,20.632177
145,35.437008,19.03064,45.532356
146,18.427662,63.72132,17.851023
147,68.660675,12.484276,18.855043
148,36.03573,29.956467,34.0078
149,72.64469,13.273354,14.081952
150,32.072216,27.048212,40.879574
151,67.16939,13.341824,19.488794
152,13.918531,19.971148,66.11032
