,n,y,?
0,88.92552,4.490012,6.5844655
1,89.52038,5.3026686,5.176955
2,89.60065,4.8146477,5.5847077
3,81.57743,12.636258,5.786316
4,89.49066,5.5820007,4.927336
5,29.319149,57.855488,12.825367
6,89.12352,5.3976965,5.4787755
7,14.458717,6.6570187,78.88426
8,66.10566,14.138482,19.755857
9,89.69153,4.9885845,5.3198857
10,89.792786,4.436839,5.7703753
11,84.55743,5.15487,10.287705
12,5.1416407,90.8642,3.9941635
13,89.6573,5.0508375,5.2918606
14,4.6801186,90.85567,4.4642076
15,6.7162066,89.43246,3.8513422
16,24.61446,8.939824,66.44572
17,74.26103,15.821636,9.91733
18,89.876686,4.499307,5.624007
19,88.83599,6.1964107,4.9675994
20,7.9368615,4.3476696,87.71546
21,82.87069,11.260866,5.8684535
22,89.21503,5.479981,5.3049884
23,87.88454,7.556257,4.559205
24,4.7801113,90.86986,4.3500376
25,78.57552,16.206497,5.217982
26,88.68517,4.5872407,6.7275906
27,83.18717,6.3438416,10.468983
28,89.397644,4.338708,6.2636523
29,52.604317,27.347004,20.04867
30,89.1281,5.207064,5.6648335
31,6.1286077,89.903656,3.96774
32,46.640003,8.197851,45.162148
33,65.07374,9.140854,25.785414
34,80.657425,9.908339,9.434242
35,31.085733,62.497425,6.41684
36,7.2474666,87.27763,5.474903
37,4.5938864,90.978264,4.427849
38,5.775128,88.80726,5.417612
39,74.412834,15.083258,10.50391
40,87.93916,4.5858035,7.4750266
41,89.68771,4.4214683,5.89082
42,88.46589,6.6156306,4.918481
43,72.83075,10.84459,16.324656
44,84.70648,9.560607,5.732905
45,6.552047,3.7111466,89.73681
46,88.272224,7.1174154,4.610357
47,76.4676,14.783562,8.748839
48,88.518745,4.8524976,6.628753
49,53.61526,14.218942,32.165794
50,89.08619,4.582775,6.3310347
51,88.39478,6.6458387,4.959373
52,8.531602,84.46174,7.006658
53,80.04239,12.643713,7.313894
54,5.2556334,90.774536,3.9698308
55,28.540262,62.406708,9.053031
56,7.9040027,77.92026,14.175741
57,4.495988,91.02327,4.480741
58,16.329449,77.4901,6.180452
59,88.091576,6.6670732,5.24135
60,66.363396,8.271753,25.364855
61,89.69975,5.2113543,5.088897
62,30.76493,54.26104,14.974027
63,89.60861,4.9280634,5.4633164
64,86.33398,5.041327,8.624693
65,39.83343,16.29878,43.867798
66,4.467866,90.97746,4.5546646
67,78.18938,7.614389,14.196235
68,76.213875,16.387571,7.3985457
69,89.317505,4.5435786,6.138911
70,4.8557405,91.09348,4.0507703
71,89.73434,4.8456254,5.420042
72,4.4291663,91.01465,4.556193
73,4.775445,90.99497,4.2295814
74,4.4351597,90.41627,5.1485767
75,5.435547,90.296,4.2684464
76,4.539821,91.30063,4.159547
77,73.27089,21.015165,5.71395
78,4.6849923,91.22193,4.0930877
79,4.4426165,91.02243,4.5349503
80,4.4267526,90.939545,4.6337056
81,5.792299,89.84935,4.358352
82,80.87819,11.749176,7.3726306
83,4.722049,89.686104,5.591852
84,41.82698,49.981003,8.192018
85,8.316889,87.16071,4.5224004
86,41.742504,26.990288,31.267204
87,9.496427,78.24091,12.262659
88,5.4200687,90.71381,3.8661196
89,14.095588,81.35443,4.549975
90,5.6872506,87.369736,6.94301
91,4.866633,91.294815,3.8385556
92,77.2839,8.448353,14.267744
93,89.28021,5.3886533,5.331133
94,28.927952,34.987995,36.084053
95,73.672386,20.90896,5.4186573
96,4.6414537,90.70615,4.6523952
97,52.37553,40.264145,7.360326
98,4.708148,91.054245,4.237602
99,89.205154,4.6907806,6.104071
100,88.87204,6.060579,5.067385
101,80.22903,8.2708645,11.500107
102,85.65912,4.989419,9.351461
103,4.6094513,90.49268,4.897862
104,38.667133,15.985139,45.347725
105,89.97635,4.339922,5.6837296
106,58.471333,21.347723,20.180937
107,86.46578,5.5553637,7.9788537
108,88.64749,5.833809,5.5187006
109,8.843468,86.296974,4.859555
110,8.532914,74.784,16.683092
111,4.4752827,91.11273,4.4119854
112,4.674275,91.594734,3.73098
113,89.448784,5.097904,5.453308
114,4.9753275,91.091064,3.933607
115,89.22092,4.742244,6.0368404
116,89.0293,6.186935,4.7837667
117,4.6042314,90.92257,4.473193
118,22.505049,12.652638,64.84231
119,4.582973,90.12518,5.291841
120,4.721339,90.884575,4.3940916
121,83.976685,10.284501,5.7388124
122,88.621315,6.521371,4.857304
123,78.74079,13.537296,7.721909
124,4.8585734,90.91726,4.224164
125,89.64132,4.7777834,5.5808992
