,y,?,n
0,33.35619,32.588314,34.0555
1,32.862625,34.042385,33.094997
2,32.842873,33.553345,33.603783
3,32.38589,35.096653,32.517456
4,34.031166,33.09493,32.873905
5,32.355278,32.62447,35.020252
6,33.703587,33.16772,33.128693
7,28.785992,36.24469,34.96932
8,33.915485,32.754322,33.33019
9,43.214527,28.818312,27.967157
10,32.920532,33.61358,33.465893
11,32.438126,32.440037,35.121838
12,32.127995,33.06512,34.80688
13,32.714172,34.447083,32.83875
14,33.77468,33.685604,32.53972
15,32.44183,33.412212,34.145958
16,34.183304,32.99759,32.819107
17,33.072243,32.719715,34.20804
18,33.187744,32.453312,34.358948
19,32.69748,33.719902,33.582623
20,32.780388,33.703266,33.516346
21,33.039135,33.282345,33.678524
22,34.64712,32.325058,33.02782
23,34.535553,32.727726,32.736725
24,32.63024,32.890068,34.479687
25,20.651564,41.107445,38.24099
26,34.531364,33.21677,32.25186
27,33.04013,33.772213,33.187656
28,35.17926,35.974747,28.845993
29,24.947048,37.11083,37.94212
30,33.504223,33.216743,33.279037
31,34.904514,30.768398,34.327087
32,32.648052,34.157967,33.193977
33,33.093792,33.221626,33.68458
34,33.877235,33.729588,32.393177
35,35.148914,33.117588,31.733503
36,33.494316,35.116768,31.388914
37,32.977097,32.79901,34.223892
38,34.865402,33.209957,31.924644
39,32.699425,33.33005,33.970528
40,34.16984,33.09519,32.734974
41,34.04436,33.59466,32.360973
42,32.938175,33.823215,33.2386
43,32.81163,34.09161,33.096756
44,32.733406,32.440834,34.825764
45,32.882942,36.21273,30.90433
46,32.484745,32.708515,34.806736
47,32.218376,33.742294,34.039337
48,33.55407,33.92005,32.525883
49,35.02408,31.936783,33.03914
50,35.74045,33.479935,30.779617
51,28.941044,31.737364,39.321598
52,36.77742,30.543673,32.67891
53,32.265182,34.755173,32.97964
54,33.131165,32.85542,34.013412
55,32.133514,33.914715,33.95178
56,33.282524,33.381508,33.335964
57,33.209755,32.91549,33.87476
58,33.43888,34.09727,32.463844
59,31.486744,34.014236,34.499023
60,34.823944,32.7232,32.45286
61,33.64099,32.102547,34.256462
62,34.470196,32.535885,32.993923
63,33.029427,31.843784,35.126793
64,33.73528,33.593704,32.671013
65,33.309425,33.605457,33.08512
66,35.103546,33.462845,31.433609
67,33.854317,31.276825,34.86886
68,34.266903,33.005222,32.727875
69,33.269142,33.33544,33.395412
70,34.778507,32.177692,33.0438
71,33.454956,33.35332,33.191723
72,34.04064,33.95114,32.008213
73,33.069736,32.1827,34.747566
74,33.27715,34.238625,32.484226
75,32.59862,33.5291,33.87228
76,33.092663,33.217625,33.68971
77,35.442043,31.389204,33.16875
78,33.198048,32.553455,34.248493
79,33.388714,33.24068,33.37061
80,33.14904,32.266487,34.584465
81,33.07652,31.834068,35.089413
82,32.25794,34.325157,33.416904
83,34.290783,33.2148,32.49441
84,34.54183,33.512627,31.945547
85,32.475834,33.43685,34.087322
86,32.533463,34.277393,33.18914
87,33.349735,33.145435,33.504833
88,33.837147,32.530697,33.632153
89,31.987986,34.93796,33.07405
90,31.400024,35.060772,33.5392
91,33.876003,33.846874,32.27712
92,36.217804,29.21895,34.563248
93,32.925102,33.36719,33.707706
94,33.923935,32.74929,33.326767
95,34.16741,30.849388,34.983196
96,34.29841,33.952705,31.748884
97,33.64094,33.311348,33.04771
98,34.71578,32.18806,33.096157
99,35.92229,32.924767,31.152946
100,34.389977,30.998198,34.611828
101,34.709126,32.748924,32.54195
102,32.49914,34.015266,33.485596
103,32.60847,33.46842,33.923115
104,34.41732,32.86922,32.713463
105,33.24135,33.49475,33.2639
106,31.79511,34.347862,33.857025
107,32.241814,33.922817,33.835365
108,37.691383,30.093924,32.2147
109,33.389153,32.813755,33.797092
110,33.180992,33.297733,33.52128
111,33.773205,33.219086,33.00771
112,31.887281,33.638783,34.47393
113,32.536797,32.73741,34.725796
114,34.32646,34.235527,31.438011
115,31.45808,35.91868,32.623234
116,33.669197,34.028717,32.302086
117,33.96843,32.012577,34.018997
118,32.465687,33.07075,34.463562
119,33.464207,32.88503,33.65076
