,y,n,?
0,44.63092,34.63415,20.734926
1,63.13132,23.801085,13.0675955
2,52.079414,31.133738,16.786842
3,50.014175,32.501926,17.483896
4,56.766872,28.013247,15.219884
5,46.903,34.508713,18.588293
6,52.616417,30.727524,16.656061
7,57.185005,27.735216,15.07978
8,53.806644,29.900991,16.292358
9,52.004337,31.1838,16.811857
10,44.028667,34.788147,21.183182
11,57.966034,27.216799,14.817166
12,57.39532,27.595451,15.009228
13,56.523247,28.17471,15.302041
14,51.651352,31.355232,16.993418
15,25.11877,39.69603,35.1852
16,15.884972,35.862045,48.25298
17,51.05364,31.49492,17.451439
18,45.31906,35.130688,19.550251
19,51.585495,31.057621,17.356888
20,53.001945,30.519623,16.478428
21,16.257998,37.114376,46.627625
22,48.338326,34.151127,17.510548
23,28.529049,39.86974,31.601212
24,24.936012,39.666016,35.397972
25,26.405699,38.379086,35.215218
26,55.271065,29.00842,15.720515
27,28.932228,36.49591,34.57187
28,48.653206,32.960205,18.38659
29,52.4733,26.82366,20.703037
30,61.35419,24.973406,13.672407
31,55.78914,28.65831,15.552555
32,53.988945,29.593681,16.41737
33,51.81653,31.259033,16.924442
34,45.884583,34.96643,19.148985
35,15.968439,36.00645,48.025112
36,57.059395,27.818718,15.121886
37,52.509266,30.847889,16.64285
38,28.397924,39.455902,32.146168
39,57.36579,27.615282,15.018925
40,59.20481,26.39549,14.399697
41,32.811337,39.43965,27.74901
42,32.28869,38.780575,28.930738
43,47.98175,32.879425,19.138823
44,45.389374,32.461964,22.148666
45,60.87072,25.291195,13.838084
46,25.658298,39.22682,35.114876
47,49.05741,32.881195,18.06139
48,15.389151,34.48987,50.12098
49,46.954426,33.82673,19.218843
50,53.735363,30.031294,16.233345
51,50.74905,31.512419,17.738525
52,52.03758,31.161568,16.800856
53,61.831886,24.65839,13.509727
54,51.75082,31.352297,16.896885
55,51.61598,31.340038,17.043982
56,49.012592,33.02347,17.963938
57,56.87651,27.94006,15.183434
58,48.86099,32.610695,18.528313
59,51.328724,31.413353,17.25792
60,59.480495,26.212582,14.306924
61,50.634377,31.968138,17.397488
62,48.27316,33.24575,18.48109
63,57.79041,27.33329,14.876303
64,49.62088,32.416344,17.962774
65,58.812553,26.655266,14.532183
66,52.487255,30.822226,16.690521
67,15.130541,33.546974,51.322483
68,48.962948,33.190327,17.84673
69,26.938475,38.500706,34.56082
70,44.482197,35.387993,20.129807
71,54.1621,29.74702,16.090876
72,27.516293,38.571392,33.912315
73,31.306099,41.28017,27.413733
74,49.338036,32.808372,17.853586
75,52.0046,28.89939,19.09601
76,48.197838,33.22854,18.573622
77,54.31187,29.646896,16.041235
78,26.586163,34.446682,38.96716
79,25.381327,37.670647,36.94803
80,24.368902,41.123436,34.507664
81,25.856098,37.49426,36.649647
82,28.504444,41.26066,30.234898
83,22.18975,37.354477,40.455772
84,25.007244,39.84836,35.144398
85,31.643442,36.260395,32.09616
86,25.680696,38.40195,35.91736
87,48.31512,32.924683,18.7602
88,27.490116,38.685043,33.824837
89,27.082352,38.32838,34.58927
90,25.603727,37.661716,36.734562
91,60.8533,25.304867,13.841839
92,26.766312,37.87388,35.35981
93,27.676157,39.399834,32.924007
94,30.27451,41.625824,28.099665
95,32.292698,37.12116,30.586143
96,26.245308,37.90065,35.85404
97,52.65894,30.270058,17.071001
98,25.501507,39.340244,35.158245
99,25.60643,38.68492,35.708652
100,27.992756,39.203743,32.8035
101,27.82909,38.428806,33.7421
102,27.830309,39.339493,32.8302
103,29.924154,27.883768,42.192078
104,53.04821,29.871296,17.080494
105,46.58766,34.4514,18.960936
106,18.937841,38.55264,42.509525
107,23.327965,32.978714,43.693317
108,39.180027,29.477676,31.342295
109,28.19064,39.225666,32.583694
110,16.846115,38.10271,45.051174
111,16.219519,36.504086,47.276398
112,20.0575,37.1809,42.7616
113,16.48468,36.98707,46.528255
114,21.17778,35.416256,43.405968
115,27.964323,39.233578,32.802097
116,51.99225,30.974138,17.033615
117,53.588795,29.692575,16.718634
118,27.671581,37.729862,34.598557
119,17.387186,35.605404,47.00741
120,18.483795,39.60514,41.911064
121,26.086468,39.100998,34.812534
