,n,y,?
0,33.264046,33.167095,33.56886
1,33.185425,33.00983,33.80474
2,33.301727,33.307117,33.39115
3,33.66622,33.15805,33.175735
4,32.423447,33.743523,33.833027
5,33.39758,33.275772,33.326653
6,33.37411,32.636974,33.98892
7,32.995075,33.78345,33.221474
8,33.38705,33.11528,33.497673
9,33.606903,33.24471,33.148396
10,33.26951,33.61268,33.117805
11,33.83137,33.385643,32.78299
12,33.234406,33.41478,33.350815
13,33.433876,32.921772,33.644352
14,33.690937,34.0778,32.23127
15,33.407806,33.90907,32.68312
16,34.5004,32.69032,32.809284
17,33.86661,32.681347,33.45204
18,33.297844,33.425194,33.276962
19,32.360703,34.173233,33.46606
20,33.62749,33.719055,32.653454
21,33.70569,33.60725,32.687065
22,33.6234,33.656487,32.720116
23,33.333336,33.333336,33.333336
24,33.092335,33.407307,33.50036
25,33.303852,33.35625,33.339897
26,34.131268,35.126324,30.74241
27,32.992126,33.54025,33.46762
28,33.80036,32.539467,33.660164
29,32.95848,33.75152,33.290005
30,34.02137,33.645535,32.333096
31,33.42271,33.608578,32.968716
32,33.333336,33.333336,33.333336
33,33.44122,33.45377,33.10501
34,34.02408,32.533474,33.44245
35,33.313313,33.34595,33.34074
36,33.33698,33.330833,33.33219
37,32.928814,34.559742,32.51144
38,33.68631,32.862423,33.45127
39,33.667084,33.16551,33.167404
40,33.616276,33.36512,33.018604
41,32.320805,33.881454,33.797737
42,32.66211,34.140926,33.196964
43,33.32753,33.15546,33.517006
44,34.101097,32.87423,33.024673
45,38.488583,35.19079,26.320627
46,33.776894,33.37993,32.843174
47,32.63644,33.659298,33.704258
48,33.333336,33.333336,33.333336
49,33.354214,33.311157,33.33462
50,33.29189,33.348103,33.360004
51,33.39914,33.7473,32.85356
52,33.14848,33.488716,33.362804
53,33.187374,33.18366,33.628963
54,33.336594,33.330063,33.33334
55,33.270107,39.05851,27.671385
56,32.62421,33.460384,33.915405
57,33.33033,33.326298,33.34337
58,33.339516,33.29958,33.36091
59,34.260612,37.78647,27.952915
60,33.348118,33.567394,33.08449
61,33.348907,33.36425,33.286842
62,34.404392,32.21875,33.37685
63,33.335323,33.51357,33.151108
64,34.25256,32.50479,33.242653
65,33.393623,31.916168,34.69021
66,33.34287,33.32699,33.330147
67,33.568584,33.55093,32.880486
68,22.161085,51.32249,26.516426
69,37.591778,37.42041,24.987806
70,33.366127,33.745605,32.888268
71,32.410656,33.293106,34.296238
72,33.8453,32.679714,33.474987
73,36.767506,25.704483,37.52801
74,33.65775,32.682255,33.659996
75,32.355366,33.479874,34.164764
76,33.77513,33.08694,33.13793
77,34.53139,32.003162,33.465446
78,33.425884,33.115013,33.45911
79,33.69151,33.13589,33.172604
80,33.574085,32.29197,34.133945
81,33.471478,34.43956,32.08896
82,33.603317,33.242622,33.15406
83,33.333336,33.333336,33.333336
84,33.78089,33.114517,33.10459
85,35.811096,32.467087,31.72182
86,33.348732,33.67204,32.97923
87,33.319,33.328724,33.352276
88,32.859005,33.930332,33.210663
89,33.739132,35.454155,30.806717
90,33.87986,33.141823,32.978317
91,33.495487,33.156853,33.347668
92,33.536484,33.58875,32.87477
