,y,?,n
0,20.15467,37.866516,41.978813
1,49.614258,26.469322,23.916412
2,20.580437,38.04289,41.37667
3,49.406597,26.559622,24.03378
4,26.753035,38.33759,34.909378
5,49.646427,26.43472,23.918854
6,20.697687,37.837116,41.4652
7,45.2933,28.761917,25.944782
8,49.733223,26.398733,23.868038
9,20.64178,38.12435,41.23387
10,49.091915,26.70588,24.20221
11,43.223434,29.78764,26.988924
12,23.517138,38.391445,38.09142
13,44.007786,29.359936,26.632282
14,29.18812,37.216934,33.59494
15,20.230444,37.92207,41.84749
16,45.758045,28.522617,25.719341
17,49.719837,26.417652,23.862518
18,49.73168,26.399454,23.868864
19,40.813698,31.132841,28.05346
20,23.228748,38.02118,38.75007
21,20.168394,37.90492,41.926678
22,20.223007,37.824577,41.952415
23,20.317392,37.794582,41.888023
24,42.181076,30.41733,27.401596
25,39.321728,31.888968,28.789307
26,20.21151,37.86212,41.926376
27,48.260838,27.2042,24.53496
28,49.70445,26.408937,23.886614
29,49.39298,26.59024,24.016773
30,49.31068,26.645702,24.043615
31,49.6308,26.466087,23.90312
32,49.61672,26.463097,23.920183
33,30.882898,36.190613,32.926483
34,44.395313,29.22401,26.38067
35,46.03371,28.35632,25.60997
36,20.314627,38.16951,41.51587
37,49.709328,26.43668,23.853987
38,20.180603,37.91823,41.901173
39,20.27915,37.87264,41.84821
40,49.49712,26.522688,23.980192
41,22.039457,37.991467,39.969074
42,49.130753,26.749653,24.1196
43,28.889338,37.22932,33.881344
44,20.146952,37.8715,41.98155
45,20.16234,37.857452,41.980206
46,49.65335,26.453054,23.893595
47,49.673027,26.458757,23.868216
48,27.374195,38.144474,34.481335
49,38.348106,32.27041,29.381483
50,31.701263,35.91917,32.379574
51,20.146215,37.908607,41.945183
52,20.20183,37.864677,41.933495
53,38.136856,32.439182,29.423958
54,20.715233,37.911694,41.373074
55,49.727734,26.399582,23.872679
56,42.565826,30.101105,27.333075
57,46.257057,28.176048,25.56689
58,49.743305,26.406046,23.850641
59,39.096443,32.042736,28.860813
60,48.472168,27.097729,24.430096
61,43.549988,29.63047,26.819538
62,49.668583,26.416912,23.914503
63,22.703522,38.4937,38.802776
64,20.324598,37.902466,41.77293
65,28.077274,37.739826,34.182896
66,20.13129,37.887363,41.981342
67,20.230276,37.92585,41.843872
68,49.681416,26.411114,23.90747
69,20.130093,37.883686,41.986225
70,47.85448,27.40931,24.736216
71,49.62243,26.44951,23.92806
72,31.986662,35.610737,32.402603
73,30.35596,36.559902,33.08414
74,20.269169,37.919594,41.81124
75,25.254807,38.360233,36.384964
76,29.16477,37.109634,33.725594
77,49.40143,26.560179,24.038387
78,20.178354,37.846954,41.974693
79,45.104492,28.880505,26.015005
80,20.18501,37.878098,41.93689
81,21.798182,38.0665,40.135307
82,21.15444,37.982014,40.86355
83,20.15324,37.877415,41.96934
84,46.69705,28.021866,25.28109
85,20.273232,37.86199,41.864777
86,20.155066,37.968155,41.876774
87,20.15822,37.874046,41.967735
88,20.223684,37.83522,41.9411
89,20.68961,37.734264,41.576122
90,49.72808,26.401123,23.870802
91,49.64677,26.43174,23.921494
92,31.152462,36.120834,32.726704
93,43.365223,29.719507,26.91527
94,21.91864,38.236584,39.844772
95,20.209435,37.88054,41.91002
96,49.71098,26.404264,23.884762
97,49.64407,26.425419,23.930517
98,49.631004,26.437878,23.931112
99,43.035095,29.87786,27.087048
100,42.403038,30.257679,27.339289
101,20.16076,37.9023,41.936935
102,49.629036,26.43128,23.939682
103,49.442837,26.583239,23.97392
104,20.151604,37.920235,41.92816
105,20.71207,38.2901,40.99784
106,49.687496,26.416,23.896505
107,26.18423,38.63571,35.180058
108,20.189913,38.003082,41.807007
109,27.235052,38.26594,34.49901
110,20.397203,37.98966,41.613136
111,42.565826,30.101105,27.333075
112,20.204054,37.94707,41.84888
113,20.319477,37.857903,41.822617
114,45.883526,28.39518,25.721296
115,44.97737,28.937876,26.084753
116,20.30447,37.864384,41.831146
117,48.205517,27.249142,24.54534
118,21.112656,39.492226,39.395123
119,41.89049,30.452875,27.656633
120,49.302917,26.592293,24.10479
121,28.338135,36.94862,34.713238
122,20.126497,37.88788,41.985622
123,30.899477,36.28272,32.81781
124,33.924927,34.74292,31.332153
125,26.93932,38.356255,34.704426
126,31.67988,35.926468,32.393654
127,42.539635,30.161589,27.298779
128,20.508171,37.87559,41.61624
129,49.70002,26.431885,23.868095
130,49.673172,26.416391,23.910444
131,49.629932,26.480988,23.88908
132,20.312326,37.890633,41.79704
133,22.021202,38.327045,39.651756
134,20.165968,37.852394,41.981636
135,49.720406,26.403925,23.875673
136,48.46303,27.078375,24.45859
137,49.68521,26.414574,23.900217
138,20.188412,37.92138,41.890213
139,49.73829,26.408274,23.853445
140,49.36074,26.619806,24.019455
141,28.023428,37.205956,34.770615
142,49.64736,26.451996,23.900637
143,28.76834,37.207706,34.02395
144,31.050406,35.892403,33.05719
145,49.697773,26.43247,23.869757
146,45.098003,28.884666,26.017326
147,49.690628,26.429506,23.879875
148,44.30885,29.262335,26.428806
149,20.314922,37.959454,41.725628
150,38.669193,32.26548,29.065323
151,49.689068,26.416117,23.894814
152,20.149906,37.884167,41.965927
153,47.31108,27.70465,24.984272
154,46.501656,28.11294,25.385412
155,26.907364,38.44924,34.64339
156,20.305292,37.819992,41.87471
157,48.376675,27.158419,24.464909
158,20.162605,37.86826,41.969128
159,49.68528,26.421503,23.893223
160,20.153769,37.864704,41.98152
161,20.225622,37.888767,41.885612
162,21.553576,38.287144,40.159286
163,49.360878,26.582298,24.056826
164,22.56218,39.46676,37.971054
165,20.185509,37.87101,41.94348
166,49.65027,26.448845,23.90088
167,49.722675,26.410774,23.866549
168,49.697712,26.420134,23.88215
169,45.39501,28.724503,25.880486
170,49.55359,26.487625,23.958786
171,21.375475,38.152332,40.4722
172,48.401127,27.102911,24.495958
173,20.414778,37.78621,41.79901
174,49.540665,26.49854,23.96079
175,20.172743,37.84298,41.98428
176,20.132328,37.903297,41.96437
177,49.700226,26.421457,23.878313
178,49.731365,26.414797,23.853842
179,27.37902,37.53984,35.081135
180,44.951923,28.950056,26.098024
181,20.284914,37.80645,41.90864
182,20.162764,37.945793,41.891445
183,20.481543,37.920364,41.598095
184,27.015903,38.315453,34.668644
185,30.30361,36.577675,33.118717
186,20.300976,37.866703,41.83233
187,43.07514,29.941576,26.983278
188,25.650116,36.54234,37.80755
189,49.53872,26.501036,23.960249
190,42.566433,30.100811,27.332756
191,49.623848,26.483965,23.892193
192,49.63583,26.444689,23.919487
193,20.230345,37.99635,41.7733
194,47.30618,27.687418,25.006395
195,20.130342,37.9271,41.942554
196,41.052547,30.875921,28.07153
197,20.174955,37.861446,41.963596
198,20.151163,37.86856,41.980274
199,35.036366,33.628643,31.33499
200,47.177868,27.784039,25.038095
201,48.787262,26.857758,24.354979
202,49.719326,26.400896,23.879778
203,49.074722,26.770977,24.154306
204,20.191183,37.84352,41.9653
205,20.143847,37.8639,41.992264
206,24.556166,39.2001,36.243736
207,20.143177,37.90503,41.95179
208,20.492777,38.254642,41.252583
209,49.729374,26.403936,23.866682
210,20.17501,37.87758,41.947407
211,49.695545,26.42328,23.881166
212,20.633299,37.885944,41.480755
213,23.522282,38.959698,37.518017
214,49.229996,26.646927,24.123074
215,48.918335,26.81354,24.268126
216,49.710407,26.408175,23.881413
217,49.718086,26.423204,23.858704
218,20.276785,37.88993,41.833286
219,25.920654,38.966114,35.113235
220,49.42918,26.577896,23.992924
221,20.164492,37.873844,41.961662
222,49.638176,26.432463,23.929361
223,36.213688,33.542534,30.243773
224,44.834743,29.00825,26.157007
225,49.358597,26.607037,24.034367
226,20.279552,37.868835,41.851616
227,49.668045,26.441483,23.890478
228,20.25022,37.879295,41.870487
229,49.7423,26.396244,23.86146
230,25.280634,37.127766,37.591602
231,49.344185,26.59655,24.05926
232,49.64965,26.435968,23.914383
233,20.150494,37.929787,41.919716
234,25.190681,38.694004,36.11531
235,20.522629,37.886684,41.590683
236,41.15731,30.842804,27.999882
237,20.144192,37.901054,41.954758
238,48.668762,26.991983,24.33925
239,20.26132,37.90828,41.830402
240,49.69703,26.413935,23.889036
241,20.390978,37.84256,41.76646
242,20.131191,37.887554,41.981255
243,20.347904,37.803413,41.84869
244,20.213669,37.816315,41.970016
245,45.423553,28.687296,25.889153
246,20.19636,37.86693,41.93671
