,y,n,?
0,55.63434,28.79033,15.575327
1,33.723442,48.900803,17.375753
2,23.048615,15.5057955,61.445587
3,17.028654,16.631199,66.34015
4,68.868416,17.597034,13.534541
5,12.239388,47.03153,40.72908
6,15.272476,18.541283,66.18624
7,69.429375,12.898263,17.672363
8,14.416909,67.702446,17.880638
9,22.482738,15.829934,61.687325
10,70.180756,15.738012,14.081231
11,15.294159,18.196955,66.50888
12,13.190672,51.78601,35.02332
13,69.86447,13.091062,17.044464
14,23.712105,48.081627,28.206264
15,69.66421,16.427383,13.9084015
16,38.85007,45.61569,15.534231
17,66.68198,13.076311,20.24172
18,51.03131,33.64242,15.326273
19,13.67058,65.73507,20.594353
20,22.954632,58.215965,18.829407
21,55.417984,13.493384,31.088629
22,23.943733,16.261486,59.794777
23,13.913284,65.73111,20.35561
24,13.45164,32.149845,54.398514
25,70.296616,12.837711,16.865673
26,47.50161,36.2722,16.226192
27,70.056175,14.025283,15.918541
28,13.248561,48.412952,38.33849
29,15.937326,38.48977,45.5729
30,12.161989,64.961555,22.876457
31,61.015575,23.456072,15.528354
32,27.220598,45.348373,27.431023
33,17.56765,40.31378,42.11856
34,43.07883,28.153193,28.767977
35,17.248266,65.74529,17.006441
36,14.063592,66.36117,19.575232
37,41.970695,23.182415,34.846886
38,66.762955,12.721811,20.515234
39,69.27925,15.734567,14.98619
40,14.292664,19.611597,66.09575
41,15.832813,66.51038,17.656801
42,24.672377,36.536034,38.791588
43,20.93876,60.237606,18.823633
44,70.053345,15.062274,14.884381
45,53.114628,30.13562,16.749756
46,17.710758,60.104908,22.184334
47,13.694874,62.884106,23.421024
48,69.653206,12.810439,17.536346
49,12.584072,60.97616,26.439768
50,70.26286,14.93089,14.80625
51,25.783709,16.022175,58.194115
52,69.90194,16.205221,13.892841
53,65.126625,21.081602,13.791779
54,41.66588,15.521401,42.81272
55,57.064583,14.139941,28.795471
56,69.2397,12.958198,17.802105
57,69.12498,12.80591,18.069109
58,21.547525,16.975367,61.47711
59,16.601318,66.586494,16.812185
60,58.404552,26.255184,15.340265
61,13.215363,20.955053,65.82958
62,12.207125,62.837296,24.955578
63,16.694508,17.498545,65.806946
64,70.81532,14.421966,14.762712
65,25.170616,45.2835,29.545889
