,n,y,?
0,35.777466,31.190046,33.03249
1,35.92508,28.664324,35.4106
2,34.438377,35.496593,30.065027
3,27.838146,43.71753,28.44432
4,33.902138,33.205498,32.89237
5,38.37444,32.58389,29.041672
6,30.960083,33.678844,35.361073
7,34.25861,32.40981,33.33158
8,36.176567,28.494225,35.329212
9,34.755386,33.158993,32.085617
10,36.433308,25.947561,37.619133
11,34.218967,32.960316,32.820713
12,34.286777,29.72214,35.99109
13,34.094994,31.541836,34.363167
14,26.838318,37.31711,35.844574
15,30.411472,35.250183,34.338345
16,34.608192,33.12007,32.271732
17,35.975906,29.491165,34.532936
18,33.383064,31.046984,35.569954
19,34.09479,31.094868,34.810345
20,32.975895,33.528008,33.496098
21,39.852917,24.655384,35.491703
22,34.12349,33.836624,32.039883
23,33.023724,33.481274,33.494995
24,31.382174,34.172092,34.445732
25,32.909157,31.611336,35.479507
26,35.535717,30.792034,33.67225
27,33.709366,32.62455,33.66609
28,31.694874,33.48481,34.820316
29,33.75564,33.768585,32.47578
30,34.116116,17.73676,48.14712
31,33.26419,35.3937,31.342108
32,33.22841,33.657257,33.114334
33,35.056038,32.724865,32.219097
34,32.10329,35.0606,32.83611
35,32.500397,40.65645,26.843157
36,36.893322,32.69407,30.412605
37,33.947437,32.44206,33.610504
38,34.581417,34.614883,30.803698
39,19.620262,42.724556,37.655174
40,33.707714,33.745243,32.547043
41,30.65896,34.540802,34.800236
42,32.04567,36.02333,31.931002
43,33.057095,33.341457,33.601448
44,36.20176,26.302221,37.496014
45,35.15361,32.44537,32.401024
46,34.6199,33.093678,32.28642
47,36.307026,29.925102,33.76787
48,30.499897,34.73469,34.76541
49,34.461555,31.729866,33.808575
50,34.74656,32.48178,32.771664
51,34.06956,30.353848,35.576595
52,31.849367,33.51392,34.636715
53,32.55244,33.04526,34.402294
54,32.200577,33.789833,34.009594
55,32.994213,33.704803,33.30098
56,33.832153,33.38957,32.778275
57,33.22389,31.947199,34.828915
58,29.961353,41.261307,28.777334
59,29.236216,35.77189,34.991898
60,37.26819,33.81516,28.91665
61,34.925747,31.227377,33.846874
62,34.839638,32.10186,33.058506
63,34.85262,32.219105,32.928272
64,36.83687,28.961573,34.201557
65,34.447514,35.648712,29.903778
66,31.976435,33.944077,34.07949
67,34.393677,33.580364,32.025955
68,32.122215,33.00406,34.873726
69,34.49304,18.72773,46.77923
70,33.66166,38.11415,28.224192
71,36.435745,35.48733,28.076931
72,33.293102,33.060814,33.646088
73,32.764164,33.181072,34.054768
74,36.810474,36.662136,26.527388
75,27.598703,45.39718,27.004116
76,32.64486,32.123993,35.231148
77,27.758158,37.980755,34.261093
78,34.58613,33.75086,31.663015
79,35.760414,32.023468,32.216118
80,32.53642,33.930336,33.53324
81,38.159653,32.070084,29.770264
82,34.6775,31.588116,33.73438
83,32.49973,33.66648,33.83379
84,33.191944,32.868526,33.93953
85,43.966396,16.258608,39.774998
86,33.44629,34.61786,31.93586
87,33.149223,33.951874,32.898903
88,33.09441,33.6355,33.270084
89,32.646156,34.404526,32.949318
90,31.346083,35.039295,33.614616
91,34.87204,33.740883,31.387085
92,30.819744,35.189774,33.990486
93,36.85441,26.418066,36.727528
94,35.137974,27.502108,37.359917
95,30.327961,36.467247,33.204796
96,34.816914,30.695889,34.487194
97,33.467678,37.823902,28.708426
98,28.111046,40.737606,31.151348
99,36.77189,32.180588,31.047523
100,35.37009,31.04352,33.586388
101,31.745136,29.901516,38.353348
102,34.52305,31.292603,34.184353
103,33.62081,33.65325,32.72594
104,34.55246,30.454239,34.9933
105,31.457266,35.860744,32.68199
106,32.465054,32.59677,34.93818
107,33.583405,33.064953,33.351643
108,32.476707,34.631554,32.891735
109,32.59487,33.31211,34.093018
110,31.88272,32.488876,35.628407
111,22.220352,44.36999,33.409657
112,34.424778,33.88077,31.694445
113,25.415615,40.475525,34.10886
114,33.4786,36.563065,29.958338
115,33.845512,31.852976,34.301517
116,33.171543,33.11647,33.711987
117,32.99459,33.814384,33.19102
118,34.42814,31.82851,33.74335
119,18.629133,41.55829,39.812576
120,32.441936,34.497135,33.06093
121,30.582848,38.30295,31.114206
122,34.304115,33.99801,31.697872
123,33.095108,32.65565,34.24924
124,29.466528,33.14384,37.389633
125,33.770428,31.605434,34.624134
126,33.804626,31.810778,34.384594
127,34.030075,32.739223,33.230698
128,33.6305,30.906572,35.462917
129,33.14196,34.27198,32.586063
130,32.612408,32.28919,35.098396
131,31.92054,35.262222,32.817234
132,29.777994,33.018475,37.203533
133,33.914116,32.459812,33.626072
134,32.388462,32.601974,35.009563
135,32.47425,32.281296,35.24445
136,21.650503,49.692646,28.656855
137,38.411774,32.855076,28.733147
138,33.94667,30.731436,35.321896
139,32.87543,34.024677,33.099888
140,21.00769,51.203197,27.789112
141,34.236183,31.816805,33.947006
142,21.781553,64.242134,13.976314
143,33.973145,33.733757,32.2931
144,29.32461,38.929375,31.746021
145,34.737484,29.546478,35.716034
146,33.054718,35.693047,31.252235
147,33.944656,33.329018,32.72632
148,34.16031,37.53608,28.303612
149,34.051914,35.603134,30.344952
150,34.29598,32.744072,32.95995
151,31.14537,34.469418,34.385216
152,28.615242,40.20618,31.17858
153,33.472687,34.05146,32.475857
154,33.531643,34.037907,32.430454
155,32.38913,34.049587,33.561283
156,34.83917,28.046507,37.11432
157,33.17989,38.32685,28.493258
158,32.641914,32.580814,34.777267
159,33.417625,35.01708,31.5653
160,40.000374,32.26486,27.734768
161,31.537426,36.17435,32.288223
162,33.837738,37.569653,28.592604
163,32.047825,36.227985,31.724182
164,34.381287,34.110313,31.508402
165,33.285755,32.768257,33.94599
166,32.080692,33.213753,34.70556
167,35.869316,34.637936,29.492744
168,21.982368,50.98892,27.028719
169,33.1191,32.96674,33.914165
170,32.321133,33.94832,33.73054
171,29.19996,38.9362,31.863838
172,33.30788,34.50946,32.182667
173,32.080536,33.2912,34.628265
174,32.267536,41.151592,26.580873
175,32.595394,35.957916,31.44669
176,32.359074,33.838947,33.80198
177,33.819695,36.603226,29.577082
178,30.909967,35.66688,33.423153
179,30.135908,35.289738,34.574356
180,33.022877,32.6574,34.319725
181,39.054005,32.903927,28.042063
182,31.300056,34.405334,34.294613
183,32.50384,34.564346,32.931812
184,29.188532,34.053074,36.758404
185,32.86206,33.387638,33.750298
186,35.146706,34.375828,30.477465
187,33.36431,33.316406,33.319283
188,36.29714,26.399153,37.303703
189,36.29258,35.229366,28.478054
190,32.780067,34.556835,32.663094
191,36.07064,31.555344,32.37402
192,30.782711,35.715397,33.501892
193,32.939453,32.67285,34.38769
194,36.91269,32.55637,30.53094
195,35.839703,28.123924,36.036373
196,33.97623,33.189243,32.834522
197,33.12218,32.706284,34.171535
198,36.687584,32.68137,30.631048
199,34.099308,36.0368,29.863892
200,38.420223,25.314156,36.265625
201,33.90164,35.594826,30.503529
202,31.984943,33.237087,34.77797
203,34.423725,31.466034,34.110245
204,31.628222,33.521996,34.84978
205,33.752586,32.14575,34.10167
206,32.5503,34.96601,32.48369
207,34.442513,31.98539,33.572098
208,32.101658,33.69851,34.19983
209,34.456127,33.08747,32.456398
210,33.626274,30.51813,35.8556
211,33.33311,33.105045,33.561844
212,27.999285,37.639515,34.361202
213,33.247425,32.503395,34.24918
214,32.17781,33.27142,34.550774
215,34.207203,32.130245,33.662556
216,26.203585,35.27619,38.52022
217,32.174126,33.611042,34.21483
218,33.151196,34.762146,32.086655
219,33.61963,31.034132,35.34624
220,32.270008,33.285778,34.44421
221,38.220707,36.676113,25.103176
222,34.834858,33.40664,31.758505
223,24.670692,37.162216,38.167095
224,33.129684,32.493015,34.377293
225,35.626877,31.312634,33.06049
226,35.105564,31.884523,33.009914
227,36.50129,29.916313,33.582397
228,37.07601,33.551987,29.371998
229,33.22467,32.506718,34.268612
230,32.29247,36.82591,30.881618
231,34.653347,33.033836,32.312813
232,32.213993,34.85071,32.935295
233,30.542847,36.54809,32.909058
234,31.801315,33.33602,34.862663
235,32.75243,32.593422,34.654152
236,32.886196,33.429996,33.68381
237,30.925835,34.031956,35.04221
238,33.79812,33.37603,32.82585
239,32.58687,37.91916,29.493979
240,31.241018,34.490517,34.268463
241,33.623478,31.575695,34.800827
242,34.286568,31.349066,34.36437
243,34.1242,29.743687,36.13211
244,33.532677,32.287334,34.179985
245,39.181076,34.456387,26.362537
246,32.942936,33.661808,33.395256
247,35.773476,30.394978,33.83155
248,37.651825,28.618553,33.729618
249,35.226147,31.784859,32.98899
250,35.725227,36.186234,28.08854
251,32.33451,33.08918,34.57631
252,30.318378,32.28507,37.396553
253,31.914165,34.287872,33.79796
254,34.22979,36.99686,28.773346
255,33.01403,31.994411,34.991554
256,41.455223,24.529177,34.0156
257,33.57783,33.920845,32.501324
258,35.232224,35.982998,28.784782
259,33.299316,33.633537,33.067142
260,36.897034,29.453966,33.649002
261,33.93685,38.85828,27.204872
262,33.549534,33.670296,32.78017
263,41.189148,21.008707,37.802143
264,26.101336,41.052467,32.8462
265,34.654552,30.22674,35.118706
266,30.723202,35.32879,33.948013
267,40.144096,18.065968,41.789944
268,36.35245,30.400467,33.247078
269,33.73726,30.561686,35.701057
270,32.418236,32.318882,35.262882
271,33.933483,35.59915,30.467363
272,34.221836,33.346497,32.431667
273,32.844982,34.317734,32.837284
274,33.926132,33.10743,32.96644
275,35.994576,29.767519,34.237904
276,36.487152,35.16999,28.342861
277,33.3856,34.91973,31.694666
278,27.123142,36.607803,36.26905
279,30.9658,33.914482,35.119713
280,38.503834,26.64724,34.848927
281,37.121082,37.44765,25.431273
282,33.759254,30.688688,35.55206
283,31.645187,34.568424,33.786385
284,33.943962,41.677364,24.378674
285,34.068016,32.55619,33.375793
286,36.877068,34.385544,28.73739
287,32.71855,33.3504,33.93105
288,32.566055,31.381495,36.05245
289,30.198404,36.35677,33.444828
290,33.309902,32.85508,33.835022
291,33.613537,33.648266,32.7382
292,31.491085,31.47752,37.0314
293,33.379017,35.175106,31.44588
294,31.592741,33.312477,35.09478
295,36.750328,30.08833,33.161343
296,32.481953,33.99957,33.518475
297,30.179157,34.14177,35.679073
298,33.73042,36.366123,29.903456
299,35.865025,31.421545,32.71343
300,32.085014,33.00671,34.90828
301,33.469456,34.231777,32.298763
302,34.765316,30.46678,34.767906
303,32.518307,34.66841,32.813286
304,32.806152,33.961903,33.231945
305,32.88639,33.268238,33.845367
306,36.56692,28.423368,35.00971
307,32.783802,28.341433,38.874756
308,17.30076,58.3697,24.329536
309,27.235512,41.216843,31.547651
310,33.98991,33.39215,32.617943
311,33.051167,33.35259,33.596245
312,29.421303,33.072548,37.50615
313,37.342487,27.180973,35.476532
314,32.934963,34.38802,32.677017
315,33.478165,35.717552,30.804283
316,30.762136,34.52494,34.712925
317,34.030457,33.2623,32.70725
318,34.684834,32.67223,32.642937
319,39.75602,25.588226,34.655766
320,32.045395,37.714928,30.239683
321,34.720448,32.65616,32.623394
322,31.337696,34.592907,34.0694
323,28.50505,37.156975,34.33797
324,31.77094,29.48869,38.74037
325,39.718525,25.18454,35.09694
326,28.757706,37.33291,33.909378
327,33.106644,33.305992,33.587368
328,33.989758,32.567223,33.443024
329,32.809067,35.131596,32.059334
330,34.391964,33.114594,32.493446
331,37.051437,28.623646,34.324917
332,36.090378,30.387514,33.522106
333,26.508247,39.599434,33.892323
334,34.95275,33.54024,31.507006
335,36.552612,30.275923,33.17147
336,32.930706,31.81948,35.249817
337,31.538162,34.950966,33.51087
338,32.568333,32.144566,35.2871
339,33.220913,35.02934,31.74974
340,26.95848,35.221893,37.819626
341,34.82682,34.41335,30.759834
342,28.271017,37.296257,34.43273
343,29.653278,37.05735,33.28937
344,28.061346,41.81964,30.11901
345,15.875631,61.929913,22.194462
346,32.99349,34.0142,32.992313
347,33.51539,32.98299,33.501617
348,37.118587,30.333843,32.54756
349,37.20235,30.607119,32.190525
350,33.166626,32.7214,34.11197
351,34.43624,34.27013,31.293627
352,32.035778,36.99801,30.966213
353,33.443172,34.329163,32.227673
354,32.649197,32.53674,34.81406
355,32.16873,32.763653,35.06762
356,36.79005,26.403872,36.806072
357,34.4932,31.519863,33.986942
358,33.281116,33.154934,33.563946
