,?,n,y
0,38.748302,36.356304,24.895391
1,32.53706,33.53249,33.930447
2,32.194294,31.15021,36.655502
3,35.14717,29.775711,35.07712
4,33.2006,32.44478,34.354626
5,34.142906,34.142673,31.714422
6,31.15663,30.77153,38.071835
7,32.067947,33.506157,34.4259
8,32.24326,33.601837,34.154907
9,37.34976,33.907753,28.742495
10,34.187653,33.7408,32.071552
11,29.113844,35.486332,35.39982
12,33.108944,32.385975,34.505085
13,36.913647,31.2882,31.798151
14,32.277893,34.90239,32.819714
15,31.9626,29.681639,38.35576
16,34.26224,33.123253,32.614506
17,33.2182,35.921417,30.86038
18,31.085676,35.84936,33.06496
19,34.63329,30.57527,34.79145
20,35.562496,29.067003,35.370506
21,31.1568,34.050457,34.792744
22,31.237349,34.267994,34.49465
23,37.39717,30.588732,32.014095
24,34.828316,34.257793,30.913889
25,33.274002,32.98312,33.74287
26,37.658943,26.687654,35.653404
27,33.485245,31.900692,34.614063
28,32.158535,33.021492,34.819965
29,34.148514,33.447693,32.40379
30,32.119522,34.591667,33.288803
31,33.263508,32.095573,34.64092
32,38.534237,25.3042,36.161568
33,34.716637,30.487936,34.795425
34,33.86266,32.34378,33.793556
35,31.832037,34.955597,33.212368
36,36.641357,23.42384,39.934807
37,33.844578,30.44466,35.710762
38,33.36351,34.732895,31.9036
39,35.519844,33.627113,30.853037
40,33.569138,34.518322,31.912535
41,33.15206,31.634369,35.213562
42,33.08107,32.679497,34.23943
43,37.64196,34.5147,27.843338
44,32.127018,34.80307,33.069916
45,34.3621,31.3862,34.251705
46,34.07299,34.103653,31.823355
47,33.500652,32.31549,34.183857
48,33.427635,31.770643,34.801723
49,31.168404,31.597519,37.234074
50,34.567635,29.339022,36.093346
51,38.450375,32.11292,29.436705
52,34.93676,31.957726,33.105515
53,34.053032,31.445902,34.50107
54,31.46934,33.1456,35.385056
55,30.754189,34.904495,34.34132
56,32.730873,33.329033,33.94009
57,33.66141,29.57123,36.767365
58,36.45229,31.676487,31.871227
59,30.918634,37.677322,31.40404
60,31.125095,41.09093,27.783978
61,35.238754,31.295633,33.46562
62,31.167004,34.57251,34.260483
63,34.208527,32.675785,33.115692
64,34.444263,31.871473,33.68426
65,29.366053,36.37078,34.26317
66,37.122494,33.394245,29.48326
67,33.923374,30.188032,35.888596
68,32.36094,32.57397,35.065098
69,32.95996,35.464783,31.575256
70,30.522463,32.057716,37.419827
71,32.61916,36.701527,30.67931
72,35.32792,35.816338,28.855743
73,32.29351,35.635796,32.070694
74,32.363503,33.51071,34.125786
75,35.69898,34.77217,29.528852
76,34.116707,33.22384,32.659454
77,33.468643,33.03423,33.497128
78,34.9791,31.271097,33.7498
79,32.487156,33.304043,34.2088
80,33.827354,31.858414,34.31423
81,33.052452,32.512875,34.434673
82,29.002407,34.201347,36.79624
83,36.62974,33.501625,29.868639
84,33.053486,35.72207,31.224447
85,33.72493,33.15912,33.11595
86,37.25342,33.08213,29.664452
87,41.107185,33.170147,25.722664
88,31.250542,35.17306,33.576397
89,30.369495,34.690075,34.940434
90,34.751846,29.408096,35.840054
91,31.291002,32.75612,35.952877
92,29.262882,31.074509,39.66261
93,33.036278,32.260376,34.703346
94,32.774555,35.689262,31.536182
95,33.621647,34.301468,32.07688
96,34.8538,36.496017,28.650185
97,31.234911,33.611004,35.15408
98,33.584583,32.048218,34.367203
99,36.78776,29.060156,34.152084
100,30.74772,35.231632,34.02064
101,33.13108,32.450264,34.418655
102,32.982357,35.214664,31.802977
103,34.01249,33.196648,32.79086
104,33.498425,30.975632,35.52595
105,32.947437,32.15411,34.898453
106,37.22103,34.587933,28.191038
107,33.769905,32.641434,33.58866
108,43.05208,28.913324,28.034601
109,28.256783,38.948795,32.794426
110,37.66683,25.638134,36.695038
111,35.682987,34.20695,30.110062
112,31.532162,34.67572,33.792118
113,27.856699,36.87228,35.271015
114,33.134644,32.180885,34.684475
115,36.2691,31.43914,32.291756
116,36.943405,23.471788,39.58481
117,33.034138,32.76833,34.197533
118,20.954756,45.915638,33.12961
119,39.44577,24.154419,36.399807
120,36.59076,32.387825,31.021408
121,32.932613,31.45282,35.614567
122,34.22025,31.162766,34.61698
123,35.076706,26.189005,38.734287
124,30.939903,35.974777,33.085323
125,29.715664,36.22686,34.057476
126,32.260246,35.789837,31.949917
127,31.707228,32.942177,35.350597
128,37.24472,31.612387,31.142897
129,35.424103,36.333637,28.242258
130,37.431114,27.264027,35.30486
131,32.985874,33.435764,33.57836
132,33.309425,35.15956,31.531017
133,33.777695,32.812435,33.409866
134,32.651886,31.801228,35.546886
135,34.37318,33.81396,31.812859
136,32.037086,31.697666,36.265247
137,33.032875,31.41952,35.54761
138,33.824745,34.547726,31.627533
139,32.4545,33.340343,34.20516
140,32.884193,36.78509,30.330717
141,26.303068,35.490395,38.206543
142,34.205967,30.542913,35.251118
143,35.109077,27.68551,37.205418
144,32.911263,30.161747,36.926994
145,35.226746,31.802708,32.970547
146,35.30134,32.272617,32.42605
147,34.084473,31.53505,34.380478
148,32.582256,34.930775,32.486965
149,33.070114,31.2626,35.66729
150,33.585228,33.50972,32.90506
151,31.205427,30.530891,38.263683
152,32.32869,32.459454,35.21186
153,33.007534,32.99953,33.99294
154,42.03971,28.825485,29.134802
155,31.372282,33.634365,34.99336
156,36.1253,31.322632,32.55207
157,36.030136,32.654896,31.314966
158,37.23207,33.473267,29.294659
159,32.560726,34.18228,33.25699
160,29.003736,33.346996,37.649265
161,29.410374,35.884953,34.704666
162,32.857456,32.975574,34.166965
163,37.288338,29.22084,33.49083
164,29.821053,35.896152,34.282787
165,24.966505,43.79739,31.236109
166,34.65141,34.549366,30.799225
167,39.58975,35.486298,24.923954
168,33.11959,30.67799,36.20242
169,33.76873,25.27203,40.959244
170,30.518091,31.745403,37.736504
171,34.49027,32.70588,32.803856
172,31.419245,34.98925,33.591507
173,31.567883,35.622246,32.809864
174,31.247116,34.74612,34.006767
175,36.940937,30.972391,32.08667
176,31.545448,34.25974,34.194813
177,37.388332,29.76757,32.8441
178,30.991264,35.639156,33.369576
179,34.758976,32.30737,32.933662
180,32.397194,33.338936,34.263874
181,29.136429,25.269907,45.593662
182,28.093403,35.742493,36.1641
183,30.72702,32.91783,36.355145
184,30.434046,35.70929,33.85667
185,28.6167,36.47779,34.905502
186,35.667152,28.074032,36.25882
187,32.869972,32.55174,34.57829
188,33.975845,29.880545,36.14361
189,35.668503,33.2211,31.1104
190,33.95881,31.776533,34.264664
191,31.011524,30.727955,38.26052
192,34.465416,30.62374,34.91085
193,32.45653,32.51172,35.03175
194,32.15114,34.480946,33.36792
195,36.96306,32.078926,30.958015
196,34.28348,33.492756,32.22376
197,27.918846,39.618973,32.46218
198,33.58162,32.78641,33.631977
199,31.9281,32.968063,35.103832
200,33.77064,32.270557,33.958797
201,32.0039,35.963615,32.032486
202,34.79987,24.929523,40.270603
203,32.83492,29.496834,37.668247
204,35.24787,32.17988,32.572247
205,30.52145,31.546154,37.932396
206,32.024555,32.726784,35.24866
207,32.360413,32.19013,35.449463
208,35.69186,32.12929,32.178852
209,28.336805,36.415382,35.24781
210,34.224422,25.397476,40.3781
211,38.895912,30.440918,30.663177
212,27.354998,35.93039,36.71461
213,33.063454,34.123795,32.81275
214,34.270657,34.876854,30.852491
215,32.01529,33.563423,34.421288
216,31.628586,34.938805,33.43261
217,35.18113,36.86095,27.957926
218,33.503784,33.16602,33.330196
219,37.69915,32.254353,30.046501
220,36.850758,33.112354,30.03689
221,33.06245,29.054028,37.883522
222,34.13538,33.361877,32.50274
223,29.890991,34.201008,35.908005
224,31.596544,33.41616,34.987297
225,33.69211,33.3123,32.995598
226,29.907644,35.653828,34.438526
227,30.765593,35.628513,33.60589
228,38.80767,33.029053,28.163284
229,31.634056,33.85256,34.51339
230,32.85065,32.67918,34.47017
231,33.612072,34.042027,32.3459
232,31.015003,35.42406,33.560936
233,39.329464,32.73098,27.939558
234,33.570805,32.35672,34.072475
235,33.12042,33.27094,33.60864
236,32.91931,32.875385,34.205303
237,36.188927,31.997698,31.813377
238,32.499573,32.512573,34.987854
239,32.13876,36.76698,31.09426
240,32.031162,30.973032,36.99581
241,31.816402,33.139313,35.044285
242,34.6056,28.333866,37.06054
243,21.85871,38.322716,39.818573
244,35.278805,31.916765,32.804432
245,33.316216,30.782291,35.901497
246,32.674652,35.665436,31.65991
247,33.438267,33.62926,32.932476
248,29.778704,33.498104,36.723194
249,32.316555,36.853233,30.83021
250,35.435184,31.266434,33.298378
251,32.56926,32.19677,35.233967
252,32.62733,33.280926,34.09174
253,33.987587,34.144314,31.868107
254,32.298027,32.918514,34.783466
255,35.87404,33.264458,30.861506
256,33.15039,32.357178,34.492428
257,29.620567,35.284016,35.095425
258,34.25706,34.043137,31.699804
259,37.30985,30.217794,32.47236
260,37.69535,34.31986,27.984789
261,36.594086,29.943851,33.462063
262,37.318893,31.93813,30.742975
263,32.77782,33.21323,34.008945
264,32.33893,31.195402,36.465675
265,32.939426,29.728163,37.332405
266,32.774467,32.94639,34.27915
267,36.53902,34.022636,29.438337
268,29.536772,36.062065,34.401165
269,31.484514,31.939035,36.57645
270,32.02019,33.095585,34.884228
271,33.388966,36.65255,29.958487
272,37.477547,28.579775,33.942673
273,34.97714,31.538122,33.484737
274,36.027084,34.114292,29.858627
275,28.475554,38.453804,33.07064
276,32.807037,34.889156,32.303814
277,32.679356,33.46231,33.858334
278,33.23899,33.411407,33.3496
279,35.199554,29.94225,34.858196
280,31.16064,34.74755,34.091805
281,29.574724,35.529655,34.89562
282,38.48899,30.385923,31.125086
283,32.09172,34.574615,33.333664
284,36.21065,31.181625,32.607727
285,33.95447,29.434242,36.61129
286,37.03518,32.56977,30.395052
287,30.434162,31.54149,38.02434
288,35.99345,31.609762,32.39679
289,30.643162,37.236744,32.1201
290,33.6026,29.778055,36.619343
291,33.32909,34.03913,32.63178
292,33.143417,31.398449,35.458138
293,26.645681,40.09162,33.262695
294,33.16172,31.471851,35.366425
295,32.058662,31.792229,36.149113
296,31.755638,39.157997,29.086367
297,32.548843,32.901382,34.549774
298,34.710392,31.6638,33.625805
299,35.00387,30.850828,34.14531
300,33.742817,31.972057,34.28513
301,28.816833,30.210676,40.97249
302,28.919003,36.342163,34.73884
303,32.303555,32.029922,35.666527
304,30.752647,35.02719,34.22016
305,31.75571,36.438553,31.805738
306,34.40497,31.63555,33.959476
307,33.023907,34.121616,32.854473
308,33.546234,32.088436,34.36533
309,31.003237,36.91793,32.07883
310,31.871632,35.258366,32.87
311,32.36368,29.617437,38.018875
312,33.744427,29.90086,36.354713
313,33.462967,36.368183,30.168856
314,30.918499,33.41779,35.66371
315,32.692276,34.469494,32.83823
316,33.328556,32.12806,34.54339
317,39.289894,37.124435,23.58567
318,33.36818,32.98538,33.646442
319,33.145626,31.850294,35.00408
320,31.674217,28.998974,39.326805
321,35.217728,34.285866,30.49641
322,32.223232,32.86257,34.9142
323,29.012606,35.946186,35.041206
324,34.035515,34.373016,31.591475
325,32.641552,34.619072,32.73938
326,32.967243,33.147907,33.884846
327,32.66098,32.812344,34.52668
328,29.129978,30.864222,40.0058
329,31.401619,34.556976,34.04141
330,36.456707,30.994099,32.549194
331,33.41001,32.736374,33.85362
332,30.879997,34.33735,34.782646
333,29.487354,32.85243,37.66022
334,36.65755,34.43284,28.909615
335,30.609518,32.994297,36.396183
336,31.615294,37.475872,30.908834
337,32.027763,34.322914,33.649326
338,34.852924,35.801647,29.345432
339,35.163498,32.103233,32.73327
340,33.440655,32.09837,34.46098
341,29.014334,37.60927,33.376396
342,30.617619,32.38612,36.996265
343,32.55543,33.500183,33.94439
344,32.35984,33.782898,33.85726
345,33.097424,32.53174,34.37084
346,32.517307,30.93803,36.544666
347,32.681896,30.550772,36.76733
348,34.286793,32.13444,33.57877
349,35.34496,35.52927,29.125769
350,34.532585,29.917791,35.54962
351,38.531548,32.145767,29.32269
352,30.417574,35.815002,33.76742
353,34.698383,31.938824,33.36279
354,38.390163,25.139103,36.470737
355,33.418888,34.500835,32.080276
356,31.924265,35.41286,32.662876
357,37.6701,28.926859,33.40305
358,32.390156,34.11499,33.494846
359,32.49506,22.556889,44.948048
360,36.791664,32.615967,30.592367
361,34.238174,32.73527,33.026546
362,28.358242,34.37349,37.268272
363,33.926533,32.328907,33.74456
364,31.63601,35.13929,33.2247
365,34.19077,34.808315,31.000916
366,43.049683,30.849546,26.100775
367,34.50498,33.01997,32.475056
368,32.954903,32.39899,34.64611
369,31.376701,33.787666,34.83563
370,31.319118,36.21363,32.467255
371,32.756485,33.389145,33.85437
372,32.525463,32.888283,34.586258
373,34.490204,24.680668,40.829124
374,32.065044,37.055653,30.879307
375,26.604336,39.236305,34.15936
376,35.7544,31.505943,32.73966
377,35.173653,29.091667,35.734673
378,31.50816,34.912346,33.57949
379,33.51873,33.486263,32.995007
380,36.447235,36.2349,27.317858
381,35.434036,34.41607,30.149899
382,33.542713,33.971096,32.486195
383,34.730747,33.243286,32.02597
384,33.9857,34.59596,31.41834
385,32.6191,33.988216,33.392685
386,35.54369,30.311611,34.144695
387,32.789318,35.75429,31.456387
388,34.357758,32.974167,32.66808
389,38.694233,28.08005,33.225723
