,?,n,y
0,85.29651,8.446078,6.2574067
1,9.396631,85.13711,5.4662595
2,8.09756,6.312193,85.59024
3,6.879244,5.892948,87.227806
4,18.433838,30.769863,50.796307
5,9.155505,6.588414,84.25608
6,8.100734,10.087799,81.81146
7,6.358965,5.4317656,88.20927
8,84.76169,8.895904,6.3424096
9,8.998476,85.65721,5.344311
10,85.157845,8.5790615,6.2630877
11,84.8965,8.595303,6.5081954
12,83.52919,9.517138,6.953673
13,84.55331,8.553064,6.8936243
14,72.14162,16.715279,11.143107
15,7.326318,6.7030654,85.97062
16,6.58195,6.232651,87.185394
17,9.070085,85.39227,5.537642
18,6.2158065,5.449631,88.334564
19,6.204099,5.57396,88.22194
20,6.5337205,5.375674,88.09061
21,7.565027,6.547576,85.88739
22,6.5572553,6.137949,87.3048
23,83.26324,9.078638,7.658128
24,6.2544746,5.332492,88.41303
25,7.354642,6.9549165,85.69044
26,6.5094495,5.397806,88.09274
27,7.157463,6.0093694,86.83316
28,6.7695446,5.4176207,87.812836
29,8.745929,85.9956,5.258469
30,84.77927,8.992414,6.228319
31,6.214448,5.3318315,88.45371
32,6.675282,5.8980327,87.42668
33,10.344296,9.051135,80.60457
34,9.512352,84.92801,5.5596375
35,6.611336,5.586532,87.80214
36,6.9135823,5.5817575,87.50466
37,9.199894,85.386505,5.413603
38,7.0694156,5.5636644,87.36692
39,85.444214,8.513762,6.042027
40,80.318306,11.543303,8.138392
41,12.485876,9.465452,78.048676
42,7.021443,5.6712265,87.307335
43,84.807304,8.518244,6.674449
44,84.613976,9.399924,5.9861016
45,6.255684,5.9306517,87.81366
46,83.84899,8.793826,7.3571863
47,6.518372,6.64138,86.84025
48,8.7520685,85.93245,5.3154793
49,6.597997,6.010859,87.391136
50,9.177865,7.3944397,83.4277
51,84.90698,8.5153885,6.577629
52,8.923357,85.40024,5.676393
53,85.46316,8.510571,6.0262694
54,8.618203,85.98656,5.39524
55,6.3515925,5.885308,87.76311
56,7.423063,5.9706335,86.60631
57,6.3496404,5.889938,87.76042
58,85.048004,8.36159,6.590406
59,84.55443,8.662577,6.782994
60,8.85154,85.89014,5.258325
61,85.223785,8.868592,5.9076285
62,8.001528,6.673565,85.324905
63,6.2699146,5.6135244,88.11656
64,6.934447,6.4348974,86.63065
65,8.225303,7.4927053,84.28199
66,11.338924,81.51611,7.1449647
67,7.339479,5.637537,87.02299
68,8.29148,6.9719,84.73662
69,84.92796,8.552045,6.519993
70,6.133605,5.4791193,88.387276
71,80.19399,10.785193,9.020814
72,6.158592,5.449177,88.39224
73,6.1050577,6.009152,87.88579
74,11.220035,81.62922,7.150748
75,84.657036,8.603922,6.739035
76,7.8751206,6.9795957,85.14528
77,6.2404437,5.8984303,87.86113
78,9.089506,85.32553,5.584963
79,85.32813,8.37525,6.2966166
80,7.031194,5.73352,87.23529
81,8.00571,6.224453,85.76984
82,12.400716,80.42168,7.177606
83,8.571606,86.08985,5.3385444
84,6.519275,5.422337,88.05839
85,8.698335,85.9152,5.386474
86,9.016855,85.5991,5.384051
87,6.128796,5.5420947,88.32911
