,y,n,?
0,33.879486,33.06575,33.054768
1,33.08361,33.360493,33.555893
2,33.271908,33.200176,33.527912
3,33.240353,33.500725,33.258926
4,33.388165,33.387836,33.22399
5,33.87005,33.210415,32.919537
6,33.18036,33.50008,33.31956
7,33.411003,33.21264,33.37636
8,33.35885,33.32537,33.315777
9,33.47785,33.341537,33.18061
10,33.73058,33.09019,33.17923
11,33.25185,33.478596,33.26955
12,33.321663,33.343777,33.33455
13,33.262104,33.334602,33.40329
14,33.048775,33.51602,33.435204
15,33.161278,33.443836,33.394886
16,32.917984,33.327286,33.754738
17,33.67251,33.240597,33.086895
18,33.350597,33.37749,33.271915
19,33.823483,33.17109,33.005432
20,33.31468,33.428547,33.25678
21,33.186367,33.219223,33.594414
22,32.99404,33.407803,33.59815
23,33.469124,33.384144,33.14674
24,32.827316,33.50212,33.670555
25,32.835888,33.409065,33.755047
26,32.994812,33.320724,33.684464
27,33.27909,33.517735,33.20318
28,33.342094,33.33609,33.321815
29,33.562065,33.29214,33.145798
30,33.189716,33.15582,33.65446
31,33.36855,33.472137,33.159317
32,33.896534,33.18311,32.920353
33,33.463226,33.003944,33.532825
34,33.81286,33.314907,32.87223
35,33.29385,33.411083,33.295063
36,33.05614,33.647766,33.296093
37,33.853706,33.1776,32.968685
38,32.88006,33.326824,33.793125
39,32.97586,33.301117,33.723026
40,33.61462,33.33009,33.055294
41,32.898315,33.528942,33.572746
42,33.716465,33.2587,33.024837
43,33.208694,33.537525,33.25378
44,32.971737,33.230938,33.79732
45,33.28842,33.190533,33.521046
46,32.869854,33.321087,33.809055
47,33.1859,33.33321,33.48088
48,33.835278,33.278637,32.88608
49,33.27373,33.227467,33.4988
50,33.229725,33.246155,33.524117
51,33.90155,33.16415,32.934303
52,33.739925,33.315285,32.944794
53,33.530872,33.188644,33.28048
54,33.24465,33.19959,33.55576
55,32.929226,33.432262,33.63851
56,33.902,33.181767,32.916237
57,32.979042,33.65878,33.36218
58,32.95794,33.231003,33.811058
59,33.161526,33.37943,33.45905
60,33.41678,33.501575,33.081642
61,33.04981,33.5666,33.383595
62,33.75465,33.29264,32.95271
63,33.054073,33.45944,33.486492
64,32.770473,33.484566,33.74496
65,33.813705,33.23299,32.9533
66,33.44464,33.459908,33.09545
67,33.038013,33.28696,33.675022
68,33.583546,33.36908,33.04737
69,33.076424,33.370068,33.553513
70,33.40202,33.345978,33.252007
71,33.837894,33.08809,33.074017
72,33.23013,33.093475,33.6764
