,y,n,?
0,33.203743,31.00712,35.789135
1,35.87364,33.854603,30.271757
2,27.360207,38.31093,34.328865
3,38.485466,32.541546,28.972986
4,35.295944,30.326214,34.377846
5,32.513687,36.1523,31.334003
6,37.601326,36.31627,26.082405
7,29.820696,36.42941,33.7499
8,33.416336,33.2246,33.359062
9,33.587784,30.50207,35.91014
10,35.898544,35.804176,28.297285
11,33.77881,32.88179,33.339394
12,22.962748,45.059772,31.977474
13,32.92408,32.984577,34.091343
14,33.9608,34.37299,31.666216
15,32.13478,35.33026,32.53496
16,33.464725,33.85393,32.681335
17,37.68701,30.987284,31.325705
18,40.326546,37.749527,21.923927
19,31.700865,37.83759,30.461546
20,34.01231,34.27787,31.70981
21,29.34307,36.368595,34.288338
22,36.163296,36.5111,27.325603
23,32.326244,34.466576,33.20718
24,30.312109,36.526,33.16189
25,33.06387,33.96139,32.97474
26,28.885937,34.207832,36.90623
27,35.578705,31.07036,33.35094
28,38.59123,33.72626,27.68251
29,34.053032,35.220806,30.726162
30,33.773518,33.429817,32.79666
31,31.40965,34.950985,33.63937
32,37.110435,30.84445,32.045113
33,32.708378,34.879753,32.41187
34,32.384815,24.30722,43.307964
35,35.27857,32.746956,31.97448
36,33.945045,32.92135,33.133606
37,31.7449,32.10195,36.15315
38,34.05391,33.339108,32.60698
39,31.845879,34.44622,33.7079
40,28.805069,36.14482,35.050114
41,37.312416,29.851597,32.835983
42,33.40023,34.361237,32.23854
43,29.40367,41.113304,29.483027
44,34.36146,32.81496,32.823574
45,35.17785,31.175575,33.646576
46,25.070875,34.49152,40.43761
47,35.29903,29.12363,35.577335
48,33.24538,32.119633,34.634987
49,29.432083,36.16605,34.401867
50,34.139793,35.644825,30.215382
51,35.95699,35.30386,28.739151
52,36.935135,28.988918,34.075947
53,33.849083,33.81563,32.335285
54,37.02037,33.122787,29.856846
55,35.61113,31.095564,33.29331
56,32.053772,35.27467,32.671555
57,35.507904,32.15071,32.341377
58,33.447803,33.532257,33.01994
59,30.907505,34.465103,34.627388
60,33.76385,30.028677,36.207466
61,35.93396,32.491547,31.574492
62,35.445847,32.43253,32.121624
63,34.320568,31.68246,33.99697
64,34.339924,34.149582,31.51049
65,37.86588,31.894943,30.23918
66,33.67351,31.77605,34.55044
67,27.737213,36.98618,35.276604
68,24.18334,42.674156,33.1425
69,31.265158,33.737793,34.99705
70,32.721798,33.536667,33.741535
71,29.717564,36.32544,33.956993
72,30.526257,34.268467,35.205273
73,33.931133,34.608807,31.460064
74,34.462826,31.787699,33.74947
75,33.681835,32.925484,33.39268
76,34.684006,32.16155,33.154446
77,30.589611,33.560146,35.850246
78,32.21967,35.20498,32.57535
79,33.465954,35.35586,31.178188
80,32.07621,34.69081,33.23298
81,33.48934,32.922844,33.587814
82,34.486122,29.86697,35.646915
83,33.57926,32.33151,34.089233
84,31.11265,35.615284,33.272068
85,37.920364,30.363453,31.716177
86,33.642155,33.590416,32.767426
87,32.344448,32.454117,35.201435
88,34.829063,34.683933,30.487001
89,34.745373,32.983727,32.2709
90,26.336979,37.861115,35.801907
91,33.719402,34.422054,31.858543
92,32.44377,35.673244,31.882986
93,34.5643,32.039597,33.396103
94,31.7691,29.521492,38.709408
95,35.659595,34.141003,30.1994
96,35.645355,36.629417,27.725224
97,32.63784,34.361183,33.00098
98,29.881155,37.09229,33.02655
99,36.578743,32.192795,31.228464
100,35.551216,30.746,33.70279
101,36.72688,30.104431,33.16869
102,30.947983,31.754097,37.297924
103,32.83339,33.402645,33.763966
104,35.066177,35.381832,29.551992
105,36.201195,33.702564,30.096245
106,34.69971,32.910088,32.390198
107,33.801945,34.88769,31.310362
108,32.69301,35.28841,32.018585
109,33.232002,34.119343,32.64865
110,35.00328,30.629253,34.367462
111,33.666336,33.37944,32.954224
112,34.807735,31.18078,34.011486
113,31.707106,34.985844,33.30705
114,34.337055,40.893753,24.76919
115,23.980844,36.358852,39.6603
116,34.800846,33.113087,32.086067
117,31.728537,34.370483,33.900978
118,35.748505,32.99752,31.253975
119,35.634987,33.562683,30.80233
120,37.500458,32.646824,29.852718
121,41.174362,28.163555,30.66208
122,32.79828,34.666218,32.535503
123,33.857643,32.163456,33.9789
124,35.13842,32.209023,32.652557
125,34.982246,30.315416,34.70234
126,33.572292,32.257565,34.170143
127,33.217743,33.265923,33.516335
128,33.041626,34.23482,32.723557
129,34.61292,34.48644,30.900642
130,35.380615,37.20177,27.417612
131,36.914055,28.970152,34.1158
132,34.383347,31.258715,34.357944
133,34.20431,32.11193,33.683754
134,36.004704,33.13753,30.857765
135,29.460033,35.3891,35.150867
136,32.93624,33.644333,33.41943
137,34.816856,32.424286,32.758858
138,36.426575,28.806528,34.766903
139,33.395977,35.318115,31.285906
140,30.905336,34.55907,34.535595
141,34.666336,35.405895,29.927769
142,33.67532,34.00325,32.321434
143,33.66614,31.67242,34.661438
144,35.528854,34.09547,30.37568
145,39.92282,38.32164,21.755539
146,34.259052,32.755527,32.98542
147,33.92123,32.809673,33.2691
148,30.362865,35.038124,34.599014
149,34.951817,29.948822,35.099365
150,35.14074,31.049738,33.80953
151,31.124052,37.29559,31.580353
152,36.436172,32.260475,31.303358
153,34.02065,34.165134,31.814215
154,32.285007,34.30869,33.406303
155,39.033665,29.728636,31.237698
156,33.442142,33.365692,33.19216
157,29.894474,33.452538,36.65299
158,35.52569,34.487263,29.987055
159,33.665,34.270973,32.06403
160,34.163425,30.574972,35.261604
161,41.05235,24.982647,33.965
162,32.62706,33.398308,33.974632
163,36.71727,35.59532,27.687407
164,33.621174,32.055756,34.323074
165,35.3327,31.631596,33.035706
166,33.890236,33.455555,32.654217
167,36.14754,33.092655,30.759802
168,34.68976,30.964773,34.345463
169,34.73732,33.124485,32.13819
170,32.75895,33.67753,33.563515
171,31.085274,35.37616,33.538567
172,35.477562,33.666332,30.8561
173,31.35415,34.15382,34.492035
174,33.04253,32.215244,34.742226
175,34.17344,36.06296,29.763594
176,31.081837,36.0931,32.82506
177,29.721436,32.913868,37.364697
178,35.471203,35.665363,28.863436
179,32.144123,34.1887,33.66717
180,35.982315,31.135098,32.882587
181,30.019974,37.14258,32.83745
182,32.002884,34.12966,33.867455
183,34.63081,31.569893,33.799294
184,36.646385,27.602259,35.75136
185,29.560646,34.901886,35.537468
186,31.774855,40.41073,27.814415
187,36.01111,31.62446,32.36443
188,31.462502,36.93196,31.60554
189,33.08545,34.41333,32.50122
190,33.003284,34.146927,32.84979
191,34.221066,33.295483,32.483448
192,27.31871,38.026424,34.65487
193,34.655422,33.536774,31.807804
194,35.37751,30.660593,33.96189
195,35.231735,32.942192,31.826073
196,35.62127,34.961308,29.41743
197,40.209126,29.891596,29.899279
198,29.431242,33.420452,37.1483
199,31.782722,33.25854,34.958736
200,28.991245,33.1126,37.896156
201,29.576311,34.299274,36.124413
202,27.626574,36.1625,36.210926
203,36.293594,29.61741,34.088993
204,31.68924,35.08345,33.227314
205,36.36429,29.947844,33.68787
206,34.540115,30.996763,34.463123
207,35.24832,33.768738,30.982944
208,35.28371,32.683327,32.032963
