,n,y,?
0,50.04587,33.86235,16.091784
1,70.291916,13.346921,16.361158
2,13.218732,72.58766,14.193612
3,11.657362,69.12361,19.219028
4,15.047124,36.71133,48.24155
5,70.60663,13.1649275,16.228453
6,45.396267,13.014999,41.58873
7,20.45338,12.525599,67.02102
8,12.106549,71.39728,16.496178
9,68.70405,11.52858,19.767374
10,12.026478,71.816246,16.157276
11,37.259865,48.94057,13.79957
12,67.502174,12.046098,20.451733
13,52.839333,11.4041815,35.75648
14,46.89939,11.580368,41.52025
15,28.069077,44.23791,27.693008
16,46.194283,31.553093,22.252626
17,56.87449,10.853274,32.27224
18,11.807474,70.727425,17.465101
19,15.708288,70.89085,13.40086
20,21.540672,61.656082,16.803255
21,25.258812,60.56672,14.174467
22,58.585686,22.43698,18.977333
23,17.027353,14.76095,68.2117
24,23.64905,60.075127,16.275826
25,14.147512,26.260468,59.592022
26,68.32252,15.96356,15.713927
27,41.96872,38.43398,19.597303
28,36.380608,35.492958,28.126442
29,67.418,11.459045,21.122961
30,70.190605,13.183303,16.626093
31,53.434597,27.728245,18.837158
32,33.100307,49.252728,17.646963
33,34.930305,12.42493,52.644764
34,69.52639,13.782322,16.69128
35,69.7477,12.259206,17.993088
36,13.069628,65.70543,21.224937
37,65.7875,18.729607,15.482891
38,25.080664,30.375217,44.544117
39,70.27898,13.14572,16.575308
40,13.65025,42.174957,44.17478
41,19.021574,66.525444,14.452979
42,37.50541,32.684177,29.810411
43,19.036364,67.56912,13.394515
44,61.857098,22.693588,15.449317
45,13.989843,72.41983,13.5903225
46,16.428104,16.522903,67.04899
47,20.45899,15.793079,63.747925
48,66.513,11.257408,22.229588
49,13.322478,72.356,14.321523
50,47.448208,37.072144,15.479655
51,18.550453,68.6564,12.793143
52,22.186548,13.007513,64.80595
53,13.980744,37.60734,48.41192
54,38.79977,45.93592,15.264307
55,16.480558,40.499123,43.020313
56,66.03597,11.096458,22.86756
57,67.43506,11.394628,21.17031
58,28.25469,56.795692,14.949611
59,11.897113,69.23812,18.864765
60,51.189213,11.153763,37.657024
61,14.478305,24.124504,61.397194
62,11.420067,64.810715,23.769218
63,13.145979,48.83026,38.02376
64,16.328426,38.7351,44.936474
65,67.762215,11.669314,20.568476
66,49.359543,30.943657,19.696804
67,32.436333,53.134804,14.428863
68,12.523643,72.58734,14.889017
69,14.890032,34.177155,50.93281
70,26.503626,11.52816,61.96821
71,11.9249935,71.20625,16.868761
72,57.003098,26.933989,16.06291
73,16.772387,70.145706,13.081903
74,12.3852825,63.927395,23.687323
75,66.46924,17.093372,16.437387
76,12.326673,63.285522,24.387806
77,16.766878,70.212105,13.021013
78,21.333897,60.084908,18.581196
79,16.247978,53.371017,30.381
80,11.805152,70.212296,17.982552
81,65.996155,11.043867,22.959978
82,68.881615,14.45152,16.66686
83,61.096,14.778241,24.125763
84,49.929195,32.210396,17.860409
85,18.211521,54.87495,26.913532
86,16.238367,69.54151,14.220121
87,23.37086,11.986687,64.642456
88,64.01466,10.879639,25.105698
89,13.685603,72.30798,14.0064125
90,26.694525,26.311949,46.99353
91,15.841453,40.63251,43.52604
92,14.500767,30.087639,55.411594
93,12.589891,72.5087,14.901415
94,12.018713,71.93256,16.048729
95,57.407616,12.151717,30.440668
96,24.848038,53.46592,21.686035
97,23.744259,61.73737,14.51837
98,65.55948,11.705208,22.735323
99,66.99835,17.643251,15.358395
100,15.275952,36.532314,48.191734
101,15.823669,70.893036,13.283292
102,64.617065,11.249042,24.133896
103,15.785798,15.557989,68.65621
104,12.969812,72.6613,14.368879
105,59.370285,10.635444,29.99427
106,19.481014,27.500074,53.018917
107,15.319133,17.99691,66.68395
108,15.278424,43.835537,40.88604
109,14.81086,71.85946,13.329686
110,21.928724,29.166191,48.905083
111,22.240364,17.25909,60.50055
112,68.51414,12.522096,18.963772
113,20.882925,65.96714,13.149938
114,64.17595,13.334534,22.489517
115,13.258632,72.91283,13.828546
116,24.113262,58.31502,17.571726
117,11.886529,70.18167,17.9318
118,24.411726,11.844166,63.74411
119,17.787296,15.370217,66.84249
120,54.04487,14.720547,31.234587
121,62.92448,20.175339,16.900179
122,46.42437,30.258503,23.317122
123,12.759939,71.861404,15.378658
124,13.470747,32.45604,54.073208
125,68.991714,12.480393,18.527899
126,36.352406,48.048195,15.599394
127,32.984505,13.753508,53.26199
128,12.12299,70.73843,17.138594
129,21.480225,65.143364,13.376415
130,36.244312,37.363125,26.39256
131,68.94988,15.220221,15.829892
132,21.963829,63.658386,14.377785
133,50.920876,33.349747,15.729382
134,49.64735,29.93384,20.418812
135,51.152576,11.19163,37.655792
136,58.83491,13.990142,27.174946
137,33.385662,50.219887,16.39445
138,16.783634,69.95862,13.257752
139,57.99594,11.143196,30.860865
140,63.214787,21.75607,15.029146
141,62.009586,11.014659,26.975748
142,57.86565,23.386723,18.747625
143,45.082592,38.297882,16.619532
144,45.446037,22.507008,32.046955
145,30.958363,20.742237,48.299404
146,25.537136,58.372646,16.090216
147,45.756203,15.021394,39.22241
148,12.85762,73.072296,14.070082
149,43.24175,27.851093,28.907152
150,61.989384,19.43683,18.573784
151,12.310583,72.10816,15.581247
152,48.17189,34.786182,17.041925
153,14.871756,34.085487,51.042755
154,25.137291,60.639618,14.223093
155,67.29866,11.288152,21.413197
156,42.108135,31.777626,26.114237
157,60.1156,23.989956,15.89445
158,33.630615,43.232155,23.137232
159,60.323536,10.8972845,28.779182
160,17.386976,13.700151,68.91287
161,14.958519,57.65218,27.3893
162,16.824871,69.88532,13.289807
163,14.10083,58.34342,27.555758
164,18.157135,15.695538,66.14732
165,12.758613,72.19236,15.0490265
166,12.675362,72.26415,15.060488
167,24.926798,58.07864,16.994558
168,11.896506,67.91621,20.187288
169,15.839608,70.73061,13.42978
170,67.979866,11.654215,20.36592
171,14.912802,71.69689,13.390305
172,45.648575,39.33812,15.013313
173,14.892155,26.860317,58.24753
174,20.88419,65.75229,13.36353
175,55.692238,10.3990755,33.908684
176,51.651394,24.397621,23.950993
177,34.826694,36.55501,28.618288
178,35.142296,18.094799,46.762897
179,18.083048,67.38622,14.530739
180,23.522018,61.48538,14.9925995
181,12.041451,72.16903,15.789517
182,21.06667,12.956202,65.97713
183,18.62564,34.10054,47.27382
184,12.18739,68.46513,19.347473
185,52.175148,12.357431,35.467415
186,69.207535,13.9528055,16.839657
187,68.86208,11.747696,19.390224
188,20.585772,65.13521,14.279014
189,25.581593,12.388964,62.029446
190,33.295494,50.37812,16.326384
191,69.690994,11.944006,18.364996
192,70.344955,12.352001,17.303047
193,19.899635,62.353462,17.746902
194,18.042816,13.768683,68.18849
195,22.735981,49.27994,27.98408
196,12.79573,72.88988,14.3144
197,68.5158,15.412506,16.071692
198,69.32026,14.199145,16.480597
199,24.729542,12.041012,63.229443
200,16.250538,28.04653,55.70293
201,28.257782,51.211517,20.530706
202,21.345263,12.643482,66.01125
203,33.98829,45.19245,20.819263
204,28.289387,48.555054,23.155552
205,36.701706,40.91895,22.379349
206,47.715656,11.484598,40.799747
207,12.802567,72.095604,15.101826
208,26.85045,54.884537,18.265013
209,15.677764,71.1272,13.195043
210,52.28549,21.693724,26.020796
211,15.428716,17.115658,67.45563
212,13.650778,53.97946,32.36976
213,50.05009,34.916325,15.033587
214,13.155799,72.122215,14.721987
215,61.315216,22.698732,15.9860525
216,69.02251,12.292863,18.684631
217,49.389896,31.419254,19.190857
218,12.529667,65.40781,22.062517
219,17.587872,28.779776,53.632355
220,14.290346,72.077095,13.63256
221,29.224623,28.883615,41.891758
222,35.560726,42.888874,21.550396
223,32.53906,11.985781,55.475163
224,18.633963,12.718934,68.6471
225,69.88368,13.139622,16.976698
226,13.320501,72.83395,13.845554
227,24.89763,11.796514,63.305862
228,36.973335,21.75801,41.268654
