,n,y,?
0,64.19679,10.546345,25.256863
1,41.045307,11.835406,47.119286
2,11.778298,73.36707,14.854632
3,11.005794,66.54168,22.452522
4,65.225006,13.274627,21.500366
5,70.270294,12.560564,17.169147
6,25.38424,32.894917,41.720844
7,32.358112,21.57654,46.06534
8,35.575974,11.627646,52.796383
9,69.35902,14.757141,15.883845
10,42.232956,10.455279,47.31176
11,17.741322,15.666294,66.59239
12,57.720505,12.202943,30.076555
13,53.128803,30.74871,16.122492
14,13.254455,33.72002,53.02553
15,14.5504055,23.6013,61.848293
16,39.320427,41.631744,19.047823
17,50.518353,11.148379,38.33327
18,24.903067,11.953688,63.143246
19,19.274935,14.490511,66.23456
20,19.50124,36.057217,44.44155
21,67.02236,10.464174,22.513474
22,62.84321,19.29042,17.866371
23,17.320965,69.076706,13.60233
24,15.145993,21.696335,63.157673
25,44.331562,13.285897,42.38254
26,58.481937,25.226875,16.29119
27,39.578495,43.24907,17.172438
28,25.774181,33.19171,41.03411
29,59.267513,14.450863,26.281628
30,37.847454,10.400628,51.75192
31,14.981091,26.448923,58.56998
32,20.13393,32.286568,47.5795
33,69.71856,10.957768,19.32367
34,51.334114,24.768274,23.89761
35,12.847994,72.93615,14.215866
36,69.643005,11.392525,18.964474
37,31.22665,28.57326,40.20009
38,60.875175,22.34088,16.783947
39,11.640834,72.21253,16.14663
40,70.23924,13.616427,16.14433
41,15.458158,16.661709,67.880135
42,15.31193,19.252829,65.435234
43,49.48111,13.613546,36.90534
44,63.642323,10.340158,26.017519
45,68.461235,13.583715,17.955051
46,55.243237,16.076883,28.679878
47,40.762566,19.007381,40.230053
48,13.045296,52.301453,34.653248
49,18.392395,21.663124,59.94448
50,66.24098,17.867308,15.8917
51,41.642796,12.031047,46.326153
52,16.437807,57.356567,26.20562
53,17.460558,50.599503,31.939932
54,49.17312,31.477299,19.349577
55,11.763204,66.55417,21.682636
56,58.290333,15.134813,26.574856
57,20.185534,26.850822,52.963646
58,12.98555,72.72498,14.289469
59,15.3826,16.87088,67.74652
60,68.05036,16.41368,15.535966
61,70.420525,12.261195,17.318287
62,70.33168,11.313,18.355326
63,71.16285,12.297708,16.539434
64,71.06844,12.234414,16.697151
65,50.57531,32.82921,16.595486
66,13.800953,45.162834,41.036205
67,63.026665,21.106083,15.867251
68,23.912338,47.597496,28.490168
69,39.38406,10.396969,50.218964
70,12.294726,73.00024,14.705036
71,69.87137,13.785378,16.343262
72,20.449244,27.780533,51.77023
73,14.729288,21.82652,63.44419
74,30.382698,54.22007,15.397228
75,11.032014,69.75015,19.217829
76,64.47163,19.824812,15.703562
77,11.539565,69.910255,18.550182
78,17.689156,43.523792,38.787056
79,53.079533,31.43878,15.4816885
80,16.485435,42.21564,41.29892
81,61.37384,23.705029,14.921127
82,27.643978,14.833565,57.522457
83,15.451555,63.7251,20.823347
84,14.583607,27.126356,58.290035
85,64.26916,10.096166,25.63468
86,37.825024,43.62552,18.549461
87,15.721483,36.088875,48.18964
88,31.733994,14.614637,53.651375
89,17.902609,60.970646,21.12674
90,13.280945,72.23275,14.48631
91,69.2714,10.828979,19.89963
92,13.016462,63.55172,23.431822
93,68.044266,10.667902,21.287834
94,22.843235,12.197852,64.958916
95,13.226626,53.53769,33.235687
96,18.778585,13.640987,67.58043
97,12.026955,72.85018,15.122861
98,16.595251,70.14061,13.264139
99,69.81511,14.243256,15.941631
100,61.866222,10.875284,27.258497
101,19.917187,13.01568,67.06713
102,34.907467,13.644892,51.447647
103,38.722904,44.474915,16.802185
104,71.02388,11.25249,17.723627
105,13.738428,39.21624,47.04533
106,17.037415,13.947645,69.014946
107,50.864647,23.662254,25.473103
108,47.351772,12.490097,40.158127
109,15.237878,37.295746,47.466373
110,20.17544,13.491527,66.333046
111,11.682084,71.91497,16.402939
112,33.00706,48.70018,18.292753
113,31.117794,54.88454,13.997661
114,20.894327,63.608784,15.496885
115,27.166388,14.018433,58.815174
116,31.32401,41.05709,27.618895
117,32.8986,44.01103,23.090368
118,69.53464,13.5464,16.918964
119,11.353601,61.22937,27.417025
120,46.870285,19.417759,33.71196
121,12.986527,73.08335,13.930114
122,37.006218,44.786926,18.206858
123,24.210558,19.684973,56.10447
124,14.371747,22.388369,63.23988
125,41.637135,15.29361,43.069252
126,17.320417,19.211506,63.468067
127,14.537441,28.011803,57.45076
128,52.34373,11.360893,36.295376
129,54.429962,24.038023,21.532015
130,14.793496,21.064022,64.14249
131,35.472355,35.922695,28.604958
132,14.255818,23.362614,62.381565
133,14.276002,65.536026,20.18797
134,41.959106,14.166631,43.87426
135,42.094612,23.147997,34.75739
136,11.004466,65.419495,23.576038
137,69.05745,15.204282,15.738262
138,25.34556,11.92742,62.72702
139,16.306705,41.297565,42.39573
140,12.148048,72.18766,15.664293
141,13.467212,45.309425,41.22337
142,16.794868,69.843864,13.361266
143,22.49074,41.904633,35.604626
144,11.718384,72.46506,15.816564
145,60.732124,10.654794,28.613085
146,16.906286,64.11484,18.97887
147,50.273617,25.439793,24.286589
148,19.644733,65.9407,14.414568
149,23.34499,60.595226,16.059784
150,63.756836,10.830278,25.412884
151,28.252613,22.392353,49.355034
152,11.654964,71.884766,16.460276
153,42.123856,34.323807,23.552332
154,70.46554,12.26343,17.27103
155,35.839592,28.936995,35.223415
156,25.312828,11.801534,62.885635
157,13.0083475,72.89036,14.101293
158,15.1965275,70.31171,14.491764
159,14.873806,59.537125,25.589067
160,70.204315,12.546667,17.249008
161,14.459332,60.060303,25.480366
162,70.0193,11.503332,18.477371
163,11.620218,71.41928,16.960499
164,56.116272,26.087212,17.79652
165,44.34154,28.194052,27.464407
166,13.359444,65.80382,20.836735
167,69.547455,14.738102,15.714443
168,10.904802,65.95552,23.139675
169,31.929996,41.492252,26.577755
170,16.969059,56.67892,26.352024
171,13.223582,72.660736,14.115676
172,23.024017,39.739235,37.236748
173,14.995149,19.115002,65.889854
174,14.903288,71.624306,13.472401
175,28.80666,56.60307,14.590279
176,25.59138,48.329075,26.079544
177,16.740204,69.12036,14.13944
178,12.297613,72.20062,15.501763
179,11.475227,69.92371,18.601055
180,41.150303,39.757328,19.092367
181,69.384895,14.80261,15.812485
182,16.544756,16.588488,66.86675
183,20.215824,41.58087,38.2033
184,13.89067,30.422863,55.686462
185,15.668404,68.30061,16.030977
186,68.94525,10.772853,20.28189
187,16.120949,15.726027,68.15302
188,70.915215,12.002,17.082787
189,20.788614,64.996994,14.214389
190,36.193398,29.602953,34.203644
191,58.99083,24.734474,16.274694
192,11.609041,72.6263,15.764658
193,21.415298,19.638638,58.946068
194,69.76007,14.330645,15.909283
195,39.992012,11.119347,48.888634
