,y,n,?
0,84.03251,7.1272864,8.8401985
1,7.001951,84.470215,8.527832
2,7.416456,84.03365,8.549891
3,9.28416,8.795607,81.920235
4,6.9943333,84.23723,8.768441
5,7.119768,84.6022,8.278028
6,7.035789,84.0658,8.898405
7,83.617775,7.446056,8.936166
8,7.040371,84.427345,8.53229
9,9.491068,8.21762,82.29131
10,8.792848,9.167895,82.03925
11,7.3679514,83.976654,8.655397
12,9.103525,8.286821,82.60965
13,84.225044,6.9082828,8.866683
14,82.37756,7.689292,9.933144
15,83.92853,7.221994,8.849482
16,7.512531,83.47087,9.016599
17,9.390739,8.2570915,82.352165
18,7.41362,83.86392,8.722457
19,7.105781,84.11815,8.776073
20,11.47523,72.79622,15.728551
21,7.6131716,84.000694,8.386136
22,13.841316,66.57847,19.580223
23,10.591241,77.036644,12.372114
24,7.0221915,84.23485,8.742952
25,7.7720957,83.776985,8.450913
26,7.557339,83.92929,8.513377
27,82.73633,7.437013,9.826648
28,7.3439927,83.673325,8.982677
29,81.29822,8.006955,10.694825
30,8.218376,81.54276,10.238847
31,7.9990244,81.79155,10.209422
32,79.45375,8.891153,11.655107
33,6.964853,84.66531,8.369828
34,83.61458,7.4531803,8.932243
35,83.68251,7.175648,9.141839
36,7.8624835,82.413475,9.724038
37,83.15535,7.322913,9.521738
38,7.162958,84.155975,8.681068
39,7.039408,84.53499,8.42561
40,7.0857763,84.57943,8.334792
41,7.1751027,84.43594,8.38895
42,7.4534245,83.88988,8.656695
43,8.026915,82.70839,9.264696
44,7.3614345,82.79586,9.842704
45,12.126829,66.2637,21.609472
46,8.476547,80.369064,11.15439
47,7.4306526,83.3286,9.240751
48,83.898285,7.1935363,8.908178
49,9.732119,79.210655,11.057225
50,82.12908,7.740222,10.130693
51,7.1240177,84.6009,8.275084
52,78.425934,9.679945,11.894122
53,83.70647,7.3817306,8.911803
54,84.1885,7.0345693,8.776929
55,84.08522,7.1026354,8.812148
56,83.84024,7.2906585,8.869095
57,84.03357,7.1406007,8.825831
58,83.1427,7.7859535,9.071345
59,8.660229,82.75213,8.58764
60,84.26005,6.935912,8.804036
61,7.7499585,82.937744,9.312301
62,7.6328554,83.96136,8.405791
63,8.644017,8.225885,83.1301
64,83.718864,7.3586197,8.922511
65,78.44858,10.864275,10.687142
66,80.546326,8.517229,10.936448
67,8.174648,83.54216,8.283198
68,7.8912354,83.62582,8.482955
69,7.243143,84.48114,8.275715
70,8.779495,80.765816,10.454696
71,8.157279,83.337524,8.505197
72,7.1939764,84.257164,8.548853
73,7.393621,83.65214,8.954243
74,7.5448694,84.120995,8.334136
75,42.462147,17.356895,40.18096
76,83.05237,7.8628106,9.084823
77,8.210643,81.616844,10.172512
78,84.21812,7.0292473,8.752644
79,83.803,7.0734115,9.123583
80,83.71973,7.1212916,9.158975
81,82.144295,7.977936,9.877762
82,81.261215,8.085303,10.6534815
83,79.89713,9.328657,10.774216
84,83.782265,7.0106416,9.207098
85,84.03727,7.1485624,8.81417
86,79.56241,9.61765,10.819942
87,7.465072,83.556404,8.978529
88,9.250296,8.303728,82.44598
89,7.712944,83.67382,8.613231
90,7.1573215,83.88008,8.962592
91,7.3929353,82.95235,9.65472
92,7.4770203,83.279076,9.243907
93,7.4602103,83.921555,8.618233
