,n,y,?
0,82.4028,7.3228145,10.274378
1,7.2091923,84.83507,7.955742
2,7.2115803,84.45491,8.333511
3,9.101629,81.063255,9.835113
4,81.20347,7.7821164,11.0144205
5,81.13497,6.9485416,11.916492
6,81.02377,7.4497886,11.52643
7,81.937,6.897501,11.165504
8,82.21845,7.381668,10.399879
9,13.957853,58.756245,27.2859
10,7.3407993,84.17845,8.480744
11,81.77046,7.7435946,10.485939
12,7.8821754,83.40781,8.710009
13,81.99382,7.203004,10.80318
14,81.039474,7.1976953,11.762826
15,8.64238,81.768105,9.589518
16,81.32688,7.9494133,10.723705
17,82.60197,7.1095386,10.288487
18,7.1337795,84.88554,7.9806843
19,7.2726145,84.75315,7.9742403
20,82.37902,7.0167265,10.60426
21,81.24089,6.9368153,11.822293
22,82.63486,7.079599,10.285553
23,79.970024,8.545761,11.484212
24,80.7766,8.290783,10.93262
25,7.150308,84.86119,7.9885044
26,8.269333,81.85598,9.874687
27,81.43623,7.484108,11.079655
28,10.004536,79.6494,10.346058
29,81.66258,7.072021,11.265399
30,8.284183,83.41729,8.298525
31,82.38713,6.930408,10.682459
32,82.38319,7.010433,10.606373
33,81.328514,7.753354,10.918129
34,81.992966,6.9021573,11.104883
35,82.431046,6.9452963,10.623658
36,81.62097,7.8045816,10.574439
37,79.52469,9.624742,10.850566
38,7.353033,84.38724,8.2597275
39,10.913248,8.011496,81.07526
40,80.275406,8.052634,11.671964
41,79.74269,9.014356,11.24295
42,82.21129,6.9140487,10.874671
43,7.5475864,83.14122,9.311195
44,18.19119,47.098396,34.71041
45,82.43428,6.9536047,10.612116
46,81.80794,7.5136304,10.678436
47,81.664024,7.416164,10.919807
48,80.19382,8.594264,11.211916
49,7.6713824,84.02401,8.304603
50,81.145996,7.3005185,11.553483
51,82.497856,6.998273,10.50387
52,82.246704,6.9452567,10.808049
53,7.3813343,84.64005,7.978612
54,8.810328,81.505775,9.683897
55,7.2235665,84.147446,8.628989
56,80.95102,7.9027205,11.146268
57,80.58364,8.339574,11.076791
58,31.376135,30.988762,37.6351
59,82.44138,7.0461235,10.512495
60,82.15778,7.026027,10.816195
61,80.3331,8.12093,11.545976
62,7.558444,84.35752,8.084037
63,7.4009767,83.83231,8.766704
64,82.321945,7.2087617,10.469286
65,7.934772,83.56249,8.502735
66,82.361275,6.9252625,10.713466
67,82.40206,7.1568766,10.441062
68,79.12133,8.942956,11.935722
69,80.43366,7.111127,12.455216
70,7.7594175,83.24366,8.996925
71,7.6543627,83.79444,8.551197
72,80.3713,8.101591,11.5271
73,7.4481673,84.48791,8.063923
74,7.108468,84.68621,8.20532
75,8.594147,82.088394,9.317457
76,7.857851,83.32468,8.817471
77,7.5997844,84.17218,8.22803
78,82.59527,7.063932,10.3408
79,81.41237,7.643815,10.943813
80,7.17661,83.510284,9.313106
81,80.626724,8.422193,10.951086
82,81.25315,8.042722,10.704126
83,81.573906,6.917396,11.508697
84,7.175068,84.23212,8.592815
85,82.468925,7.221585,10.309487
86,80.49535,8.140804,11.363845
87,7.939699,80.70659,11.353707
88,82.39665,6.973826,10.629523
89,81.459984,7.558636,10.981378
90,7.959681,83.71183,8.328488
91,8.563236,82.744804,8.691971
92,8.0708,83.65981,8.269381
93,73.44667,10.79343,15.759897
94,7.7620573,82.77778,9.460163
95,7.167464,83.77548,9.057059
96,7.412169,84.539825,8.048016
97,82.32644,7.2541437,10.419408
98,10.493315,7.878885,81.6278
99,8.152795,83.51912,8.328083
100,7.3854456,84.63271,7.981841
101,7.2961698,84.64986,8.053975
102,81.726295,6.911352,11.362357
103,12.398691,9.514217,78.08709
104,7.1426153,84.75531,8.102081
105,82.08453,7.4797606,10.435705
106,33.48035,14.003002,52.516644
107,82.68136,6.9463243,10.372316
108,81.98906,7.1540327,10.856905
109,82.643196,7.0461326,10.310659
110,82.45431,7.010139,10.535555
111,82.645744,7.0292873,10.324966
112,82.39975,7.16447,10.435776
113,81.92013,7.362754,10.717111
114,10.508637,9.150197,80.34116
115,7.6355577,84.138336,8.22611
116,82.30725,7.3958254,10.296924
117,7.418283,84.50905,8.072671
118,81.69725,7.202849,11.099896
119,81.91074,7.1586876,10.930564
120,82.332146,6.983632,10.684223
121,82.416595,7.0388803,10.544527
122,80.27963,8.097913,11.622463
123,82.583374,7.096353,10.32027
124,81.41758,7.457882,11.124546
125,82.23626,7.3122435,10.451502
126,7.119241,84.57801,8.302748
127,7.5628214,84.18051,8.256659
128,10.753085,7.89648,81.35043
129,82.07698,6.9057884,11.017232
130,82.05911,6.8979993,11.042887
131,82.007385,7.5334973,10.459113
132,82.460556,6.9556127,10.583832
133,82.0413,7.3566847,10.602021
134,82.44373,7.1829023,10.373356
135,8.699946,81.28927,10.010785
