,y,n,?
0,69.46475,19.09137,11.443886
1,6.953303,85.32501,7.721681
2,7.4936194,84.632835,7.8735447
3,9.071314,10.214006,80.714676
4,7.559995,84.578964,7.8610444
5,7.366833,84.88074,7.7524333
6,6.7562327,85.32711,7.91666
7,86.39563,6.272822,7.331551
8,10.935182,34.823574,54.241245
9,7.4157143,11.125879,81.458405
10,25.5088,20.73991,53.75129
11,6.338937,83.72571,9.935355
12,8.084567,7.5453496,84.37009
13,84.5985,7.7511587,7.650341
14,21.733019,11.271034,66.99594
15,54.295082,14.589953,31.11496
16,12.171076,66.19506,21.63386
17,6.9829373,8.158171,84.858894
18,9.992236,48.501923,41.505844
19,6.679444,85.71796,7.602597
20,12.525727,75.29168,12.182594
21,6.826708,9.083848,84.08945
22,7.0282655,85.4412,7.5305333
23,9.552647,50.230885,40.21647
24,7.3370037,84.98395,7.6790533
25,6.8736835,85.281746,7.8445697
26,7.422438,19.973513,72.60405
27,80.57061,10.244964,9.184427
28,11.690953,41.60034,46.708702
29,85.66238,6.4562984,7.88133
30,25.52464,58.81052,15.6648445
31,20.356903,20.228216,59.414886
32,85.59343,6.2981925,8.1083765
33,6.2204633,85.3941,8.385439
34,63.139935,22.31161,14.548452
35,16.128502,8.334639,75.536865
36,8.787803,82.84008,8.372113
37,84.80689,7.1257644,8.067342
38,28.213707,51.696026,20.090271
39,9.570432,79.90022,10.529348
40,6.3708224,85.904274,7.724905
41,6.1113358,84.65809,9.230575
42,7.756327,78.744705,13.498968
43,6.2335806,84.98272,8.783698
44,11.542073,48.17053,40.287403
45,6.847121,85.22524,7.9276366
46,6.8192186,85.42745,7.75333
47,7.395328,84.95201,7.6526585
48,86.02952,6.274333,7.696145
49,8.233797,78.56404,13.202165
50,16.767233,9.83439,73.398384
51,46.933784,28.21879,24.84742
52,13.668768,10.101995,76.22924
53,64.73659,23.48291,11.780501
54,72.83848,13.6999235,13.461593
55,85.77555,6.3337355,7.890714
56,86.21163,6.2242055,7.564163
57,85.97478,6.3780417,7.647187
58,86.21637,6.482932,7.3006988
59,6.986443,85.22322,7.7903414
60,84.46041,8.470026,7.0695534
61,26.55879,61.693542,11.747672
62,36.23942,54.627068,9.133514
63,12.11926,10.007126,77.87362
64,86.18744,6.201756,7.610803
65,6.6087933,85.57921,7.8119917
66,72.69958,16.029896,11.270522
67,6.7552023,85.64016,7.6046324
68,7.211668,82.50727,10.281059
69,7.0520997,85.14618,7.801719
70,7.0588975,85.18684,7.754256
71,10.769649,38.167397,51.062946
72,6.9155006,85.467384,7.6171055
73,6.9535675,85.350555,7.6958785
74,11.454802,48.337036,40.208164
75,85.82328,6.796357,7.3803663
76,20.00579,59.528576,20.465637
77,7.0572505,85.14953,7.793223
78,79.83086,11.748821,8.420326
79,57.7906,12.043192,30.166206
80,85.84964,6.253252,7.897111
81,86.18481,6.704563,7.1106324
82,85.921646,6.306828,7.77153
83,85.98953,6.622561,7.387904
84,80.266785,8.899075,10.83414
85,79.63057,13.049189,7.320238
86,11.8990135,33.6016,54.499382
87,6.9406166,81.761185,11.298196
88,13.937829,49.538643,36.523533
89,7.2440205,85.137085,7.6188893
90,82.25876,10.08542,7.655814
91,7.3014164,7.7610774,84.9375
92,12.922112,61.387234,25.690645
93,7.3315463,85.05086,7.617594
94,13.093811,44.580696,42.325485
95,63.28541,12.344648,24.36994
96,27.03354,59.166683,13.799781
97,8.644452,83.96277,7.392779
98,54.613106,24.399963,20.986935
99,86.141235,6.5139756,7.344792
100,7.040355,85.165146,7.7945004
101,6.700998,85.50054,7.79847
102,11.4291725,78.304344,10.266483
103,6.8754544,85.47795,7.646587
104,7.087478,85.22563,7.6868954
105,70.14361,14.280471,15.57592
106,7.154756,12.103168,80.74207
107,9.005936,75.18167,15.8124
108,7.0264816,85.40649,7.567034
109,7.566296,84.7921,7.6416016
110,86.08668,6.2051325,7.7081904
111,9.563391,79.285416,11.15119
112,80.732086,9.468226,9.7996855
113,14.830362,58.061527,27.108107
114,6.90085,9.085412,84.01374
115,6.2234154,85.27754,8.499043
116,85.18299,7.25328,7.563723
117,6.2644997,84.886345,8.849151
118,76.62055,14.907515,8.471932
119,86.33173,6.2254043,7.442867
120,12.213733,7.169696,80.61658
121,81.66617,9.27311,9.060721
122,86.221054,6.189535,7.589417
123,6.775607,85.47861,7.7457895
124,85.65824,6.6365876,7.7051716
125,85.9134,6.2472396,7.839362
126,10.991866,34.602535,54.405594
127,6.6179557,85.57311,7.808934
128,6.835882,8.993499,84.17062
129,7.1091957,85.29849,7.5923095
130,7.324218,84.97264,7.7031374
131,75.25459,10.134029,14.611384
132,82.29361,9.239639,8.466753
133,83.262474,9.48432,7.253215
134,84.43844,6.9545617,8.607001
135,85.31704,6.379934,8.303026
136,7.315387,84.92584,7.7587695
137,7.17781,85.101776,7.720415
138,26.07346,59.943436,13.983107
139,7.010936,85.393234,7.5958276
140,86.0541,6.185921,7.759979
141,85.72495,6.7476163,7.5274324
142,6.8335996,85.4757,7.6906986
143,10.521481,81.26547,8.213043
144,10.010234,82.52459,7.465172
145,86.45315,6.3263736,7.2204733
146,86.42286,6.464187,7.112948
147,85.98599,6.4212246,7.592784
148,76.96052,13.387267,9.652221
149,51.38923,23.575874,25.034899
150,6.289383,85.67001,8.0406065
151,6.962321,85.33922,7.6984525
152,9.777796,21.525915,68.69629
153,85.86528,6.735024,7.399694
154,77.2269,10.996264,11.776835
155,76.5249,13.664196,9.810896
156,6.304594,85.83456,7.860849
157,85.85904,6.2340264,7.9069347
158,8.481254,84.05466,7.46409
159,85.8682,6.227401,7.904392
160,7.9242067,83.424934,8.650865
161,84.80559,8.036862,7.157553
162,86.24465,6.6681204,7.087228
163,85.20844,6.997359,7.7941985
164,17.669315,44.513794,37.81689
165,85.64599,6.2998524,8.05416
166,80.6364,9.929897,9.433704
167,9.30518,69.47299,21.221832
168,10.024836,22.624725,67.35044
169,7.0733213,85.30684,7.619837
170,85.85776,6.5044127,7.6378336
171,9.048608,72.8235,18.12789
172,70.524666,15.44542,14.029917
173,7.3498087,85.085396,7.564787
174,7.085374,85.22948,7.685148
175,6.6715264,85.79138,7.5370917
176,9.439695,71.543045,19.01726
177,20.425774,16.600016,62.974213
178,9.085443,34.21028,56.70427
179,8.135923,84.222374,7.6417074
180,6.37648,83.96246,9.6610565
181,85.90363,7.0712066,7.0251594
182,9.676595,7.440339,82.88306
183,8.846644,77.43243,13.720931
184,8.453104,7.45517,84.09172
185,46.480873,21.291313,32.22781
186,7.7330737,80.86484,11.402091
187,7.8333163,79.72718,12.4395075
188,39.68407,33.863144,26.45279
189,84.9784,7.6191926,7.402408
190,64.26655,15.39036,20.34309
191,9.84774,18.40936,71.7429
192,6.097041,83.44035,10.462602
193,8.862885,83.41848,7.718628
194,85.77165,6.261938,7.9663963
195,86.03083,6.5225697,7.446595
196,6.2190127,85.48812,8.292865
197,6.7060733,85.68138,7.6125407
198,6.720785,85.693306,7.585908
199,6.588838,83.569244,9.841919
200,83.03574,9.637925,7.3263416
201,20.486671,69.52723,9.986096
202,6.34692,85.81194,7.841133
203,41.418667,30.841318,27.740017
204,85.627785,6.7954063,7.576801
205,86.021545,6.216166,7.7622824
206,85.99448,6.4173093,7.5882154
207,84.140305,8.268814,7.5908804
208,21.887907,26.529608,51.582485
209,6.28458,85.70783,8.007583
210,84.48692,7.159101,8.353981
211,7.2497196,85.129616,7.620666
212,7.426845,84.99392,7.579242
213,85.72341,7.1367607,7.13983
214,72.29549,15.434389,12.270124
215,6.1081724,83.46643,10.425401
216,72.63784,15.52621,11.835947
217,9.068017,77.79291,13.139078
218,7.1871676,11.053044,81.75979
219,7.152243,85.27681,7.570944
220,10.496767,81.89413,7.6091146
221,11.130008,76.77504,12.094954
222,86.397644,6.3654876,7.2368712
223,13.25824,22.881742,63.860016
224,61.041473,10.864959,28.093567
225,6.406261,84.495834,9.097906
226,6.3221,84.06682,9.611077
227,42.289276,19.921162,37.789562
228,82.95354,7.828764,9.217699
229,86.24906,6.375702,7.375232
230,85.8358,6.4060473,7.7581487
231,6.552776,85.756645,7.6905704
232,86.149124,6.608648,7.242234
233,84.8233,6.8641515,8.312538
234,86.37855,6.337982,7.2834744
235,7.1325293,85.13193,7.7355466
236,84.44054,7.943246,7.6162114
237,9.238505,68.42462,22.336866
238,6.8591714,85.35639,7.7844324
239,85.22904,6.4486437,8.322308
240,7.5965643,83.06185,9.341585
241,28.059977,13.757807,58.182217
242,58.69201,27.335712,13.9722805
243,6.662619,85.45946,7.8779182
244,7.489828,84.778595,7.73158
245,9.58574,30.431303,59.982956
246,6.828343,11.617228,81.55443
247,6.8934083,9.647305,83.45929
248,7.222586,84.60622,8.171197
249,85.838066,6.5920815,7.5698586
250,86.047134,6.4031353,7.549731
251,6.5791936,85.80995,7.610853
252,79.8067,9.872052,10.321247
253,6.0866895,84.64044,9.272867
254,7.126464,85.14755,7.725983
255,83.11359,9.499772,7.386645
256,85.257706,6.374514,8.36779
257,6.9737883,85.38735,7.638862
258,6.184636,83.63695,10.178408
259,6.099157,84.08683,9.814019
260,15.355023,15.34312,69.30186
261,7.2682,84.961464,7.7703347
262,8.794766,35.621853,55.58338
263,9.87071,80.037796,10.091495
264,7.2157845,80.998955,11.78526
265,86.00672,6.3093095,7.6839685
266,7.0516453,85.169754,7.7785954
267,7.060375,85.16419,7.775427
268,6.357312,85.61765,8.025034
269,7.4094467,84.88716,7.7033916
270,8.2344675,81.523384,10.242151
271,6.9866276,85.19726,7.816109
272,85.77408,6.196323,8.029594
273,49.52948,34.763058,15.707469
274,8.190778,84.32244,7.4867873
275,85.62527,6.3003764,8.074358
276,40.98973,36.28897,22.721306
