,republican,democrat
0,50.918762,49.081238
1,50.504322,49.495678
2,49.049335,50.95067
3,50.881744,49.118256
4,55.180122,44.819878
5,49.97455,50.02545
6,51.2303,48.769695
7,49.631355,50.36865
8,51.42306,48.57694
9,49.70445,50.295555
10,50.93304,49.06696
11,50.934845,49.065163
12,48.444027,51.555973
13,51.582603,48.417397
14,50.600834,49.399166
15,50.762714,49.237286
16,50.65055,49.349453
17,49.841465,50.15853
18,51.319725,48.680275
19,49.428318,50.57168
20,47.39304,52.606956
21,50.556587,49.443413
22,54.104088,45.895905
23,49.937035,50.062965
24,53.50897,46.49103
25,49.282146,50.71786
26,48.949936,51.05006
27,49.929768,50.070232
28,50.047684,49.952316
29,50.118942,49.881065
30,51.328735,48.671265
31,49.70851,50.291485
32,50.166874,49.833126
33,50.67518,49.32482
34,48.37478,51.62522
35,48.697575,51.30242
36,49.374382,50.62561
37,48.56641,51.433586
38,49.143394,50.8566
39,49.188293,50.811707
40,50.22905,49.770947
41,49.63882,50.361187
42,49.07929,50.92071
43,52.53953,47.46047
44,48.154987,51.845013
45,50.084507,49.915497
46,49.260487,50.73952
47,50.794937,49.20507
48,50.563858,49.436142
49,50.667828,49.332176
50,51.431454,48.568546
51,50.849003,49.150993
52,50.922054,49.077953
53,49.401867,50.598133
54,51.25369,48.74631
55,50.0654,49.934597
56,52.434414,47.565586
57,50.277565,49.722435
58,49.96165,50.038357
59,50.513226,49.48678
60,50.184666,49.815334
61,51.505344,48.49466
62,48.810368,51.189632
63,50.92852,49.071476
64,50.138237,49.861763
65,50.17116,49.82884
66,50.983845,49.016155
67,50.993942,49.006058
68,50.231533,49.768467
69,51.224213,48.77578
70,49.932583,50.067417
71,47.444828,52.555172
72,49.353226,50.64677
73,50.88405,49.115955
74,49.380802,50.619198
75,51.001255,48.998745
76,51.789986,48.210014
77,51.92508,48.074913
78,50.106876,49.893116
79,50.227726,49.77227
80,49.33143,50.66857
81,50.328648,49.671356
82,50.737743,49.262257
83,52.042664,47.957333
84,53.26729,46.732708
85,50.39018,49.60982
86,48.987095,51.01291
87,49.933746,50.06625
88,50.57533,49.424667
89,49.57982,50.42018
90,51.287777,48.71222
91,50.14553,49.85447
92,51.178787,48.82121
93,50.008373,49.991627
94,49.414963,50.585037
95,48.383495,51.61651
96,49.51883,50.481163
97,48.313156,51.686848
98,49.343315,50.65668
99,49.004738,50.995266
100,52.488182,47.511818
101,50.458675,49.54133
102,50.52796,49.47204
103,49.56648,50.43352
104,50.010334,49.989666
105,51.668976,48.33102
106,50.396503,49.603497
107,47.0022,52.997803
108,47.284084,52.715916
109,49.113335,50.88666
110,53.048885,46.951122
111,49.71685,50.283146
112,49.589714,50.41029
113,52.706696,47.2933
114,49.867603,50.132393
115,50.158745,49.84125
116,51.734264,48.265736
117,48.48619,51.51381
118,49.26577,50.734226
119,50.831764,49.16824
120,48.202766,51.797234
121,42.990005,57.010002
122,50.40943,49.590572
123,50.269573,49.73043
124,51.965683,48.03432
125,50.449997,49.550007
126,49.668083,50.331913
127,49.618732,50.38127
128,51.116817,48.88318
129,48.594604,51.4054
130,50.06005,49.939945
131,49.097874,50.902122
132,48.339275,51.66072
133,50.39833,49.60167
134,49.430202,50.569798
135,49.00426,50.995743
136,49.231483,50.768517
137,49.50922,50.49078
138,50.04072,49.959282
139,48.325768,51.67423
140,50.239616,49.760387
141,49.95639,50.043606
142,49.806614,50.193386
143,46.251396,53.748608
144,49.943077,50.056923
145,49.931015,50.06898
146,50.098618,49.901386
147,50.26058,49.739426
148,49.18225,50.817753
149,49.83845,50.161552
150,49.340458,50.659542
151,50.11833,49.881668
152,50.40186,49.59814
153,48.030045,51.969955
154,48.430805,51.569195
155,49.64549,50.35451
156,47.321518,52.67848
157,52.900497,47.099503
158,50.147552,49.852448
159,49.51597,50.48403
160,49.737263,50.262745
161,50.107746,49.892254
162,51.918674,48.08132
163,48.904324,51.095676
164,49.864,50.136
165,50.35604,49.643955
166,49.126522,50.873478
167,50.485413,49.514587
168,48.903233,51.09677
169,52.240265,47.759735
170,49.863235,50.136765
171,48.746544,51.253464
172,47.09472,52.90528
173,46.47374,53.526264
174,50.462444,49.537556
175,49.996994,50.00301
176,51.639175,48.360832
177,48.58417,51.415825
178,49.399166,50.600834
179,49.47754,50.522457
180,51.27461,48.72539
181,50.89763,49.102367
182,51.88896,48.111046
183,49.837143,50.162853
184,50.23049,49.769505
185,50.867355,49.132645
186,51.195164,48.80484
187,54.502453,45.497555
188,49.92742,50.072582
189,49.162083,50.83792
190,49.954327,50.04568
191,51.276028,48.723976
192,50.816326,49.183674
193,51.301773,48.69823
194,51.703297,48.296703
195,49.36936,50.630642
196,50.25554,49.744457
197,50.69225,49.30775
198,49.01894,50.981064
199,51.930435,48.069565
200,45.842873,54.157127
201,51.130302,48.869698
202,50.24464,49.755356
203,50.366463,49.63354
204,48.522198,51.477802
205,49.26814,50.731857
206,50.552124,49.447872
207,51.218765,48.78124
208,52.229534,47.77047
209,50.232185,49.76781
210,50.15712,49.842884
211,48.98469,51.015305
212,49.739628,50.260376
213,53.02246,46.97754
214,49.65284,50.347157
215,50.24399,49.756004
216,50.80879,49.191208
217,51.254715,48.74529
218,55.402992,44.597008
219,49.79562,50.20438
220,50.24184,49.758163
221,50.580795,49.419205
222,49.849937,50.150063
223,50.104744,49.895256
224,50.082596,49.917408
225,51.488476,48.511524
226,48.48966,51.51034
227,49.117195,50.882805
228,51.21513,48.784866
229,47.06093,52.939068
230,51.527752,48.47225
231,51.478363,48.521633
232,50.497555,49.502445
233,49.2455,50.754505
234,49.314323,50.685673
235,50.961452,49.038548
236,49.565533,50.43447
237,48.041817,51.958187
238,49.715286,50.284714
239,51.53597,48.464024
240,50.81042,49.18958
241,48.88583,51.11417
242,50.568626,49.431374
243,49.28838,50.71162
244,50.66225,49.33775
245,50.51264,49.48736
246,51.98763,48.012367
247,48.7127,51.287304
248,50.261383,49.738613
249,50.79851,49.201492
250,49.99119,50.00881
251,49.773666,50.226337
252,50.308144,49.69186
253,48.446518,51.553482
254,47.79565,52.204346
255,49.617523,50.382477
256,50.20274,49.79726
257,50.001534,49.99847
258,50.780888,49.219112
259,49.88664,50.11336
