,n,y,?
0,33.409927,33.180096,33.40997
1,33.28199,33.108803,33.609207
2,33.20026,33.16422,33.63552
3,33.41563,33.51831,33.066063
4,33.219494,33.232212,33.548294
5,33.101692,32.601543,34.296764
6,33.439175,32.85152,33.7093
7,33.396404,33.383133,33.22046
8,33.258595,33.35205,33.38936
9,33.378716,33.04163,33.579662
10,33.91866,32.724617,33.356728
11,33.67361,32.872,33.45438
12,33.33615,33.23131,33.43254
13,32.971188,33.37901,33.6498
14,33.418545,33.24121,33.340244
15,32.91015,33.76863,33.321213
16,33.189693,33.50927,33.301033
17,33.27426,33.24395,33.481796
18,33.347404,33.649498,33.003098
19,33.511192,33.13407,33.354733
20,33.47604,33.12906,33.394897
21,32.83842,33.4976,33.663975
22,33.80287,33.090027,33.107098
23,32.296448,33.736416,33.967144
24,33.63391,33.062138,33.303947
25,33.523903,32.834297,33.641796
26,33.648354,33.474884,32.87676
27,33.673096,33.038136,33.288765
28,33.56606,33.458042,32.9759
29,32.6781,34.044693,33.277203
30,33.36562,33.301826,33.33255
31,33.274185,33.232117,33.493702
32,33.18147,33.503895,33.314636
33,33.408066,33.605927,32.986008
34,33.261982,33.21884,33.519173
35,33.66336,33.082214,33.254425
36,33.398613,33.004066,33.597317
37,33.73762,32.95083,33.311554
38,33.612347,32.9803,33.407356
39,33.56031,33.02151,33.41818
40,33.293648,33.332893,33.373455
41,33.266987,33.569756,33.163258
42,33.420998,33.332138,33.246864
43,33.086693,33.266327,33.646984
44,32.961945,33.37807,33.659992
45,33.478077,33.344604,33.177315
46,33.456604,33.34445,33.198948
47,33.497925,33.6366,32.865482
48,33.183823,33.53762,33.27856
49,33.35206,33.394424,33.253513
50,33.15418,33.745617,33.100204
51,33.666325,33.407654,32.92602
52,33.573277,33.262848,33.16387
53,33.358246,33.27781,33.363945
54,33.550507,33.12675,33.322746
55,33.07499,33.466938,33.458065
56,33.452736,32.959133,33.58813
57,33.120544,33.40181,33.47765
58,33.235603,33.399616,33.364777
59,33.639046,32.904743,33.45621
60,32.686146,33.269024,34.044823
61,34.32599,32.849712,32.8243
62,33.643948,33.15246,33.203594
63,33.357147,33.345432,33.297424
64,33.174225,33.23912,33.586655
65,33.32821,33.34917,33.32262
66,33.11831,33.54925,33.332436
67,33.387398,32.18641,34.426193
68,33.38404,33.258892,33.35707
69,33.553032,33.146835,33.300137
70,33.106304,33.304817,33.588875
71,33.100376,33.945145,32.954483
72,33.452477,33.31823,33.22929
73,33.200306,33.27647,33.523224
74,33.182705,33.50434,33.312958
75,33.74265,33.528824,32.728527
76,33.36161,33.430862,33.20753
77,33.429043,33.266315,33.304646
78,33.30713,33.30777,33.385105
79,33.630527,33.485638,32.883835
80,33.190685,33.69168,33.117634
81,33.222015,33.25582,33.522163
82,33.31258,33.217415,33.469997
83,32.466362,33.412434,34.12121
84,33.46346,33.440964,33.09558
85,33.363636,33.422977,33.213387
86,33.354626,33.393074,33.2523
87,32.694916,34.07692,33.228165
88,33.390324,33.38021,33.229465
89,33.463512,33.28186,33.254627
90,33.647293,33.125023,33.227688
91,33.35703,33.347103,33.295868
92,33.546535,33.584156,32.86931
93,33.536697,32.30674,34.156563
94,32.98467,33.388184,33.627148
95,33.67571,33.148304,33.175983
96,33.065655,33.436703,33.497643
97,33.505512,33.30459,33.189903
98,33.097553,33.495693,33.406754
99,33.63114,33.103592,33.265266
100,33.92386,32.846638,33.229504
101,33.608448,33.490944,32.90061
102,35.09647,32.34764,32.55589
103,33.280296,33.55207,33.167633
104,33.159637,33.71115,33.129208
105,33.551785,33.298004,33.150208
106,33.074837,33.82388,33.10128
107,32.746227,33.579384,33.674393
108,33.344376,33.619987,33.035637
109,33.379517,32.603764,34.016724
110,33.405354,33.317013,33.277634
111,33.43181,33.334602,33.23359
112,33.576168,33.347313,33.076523
113,33.325256,33.248096,33.426647
114,33.049927,33.203606,33.746468
115,33.292984,33.087524,33.61949
116,33.35313,33.308495,33.338375
117,32.883846,33.348183,33.767975
118,33.279163,32.88767,33.833164
