,y,n,?
0,32.997765,32.660355,34.34189
1,41.75592,23.618572,34.62551
2,38.68426,27.531887,33.78385
3,54.25823,16.806854,28.934917
4,32.909256,35.74511,31.345638
5,34.65779,39.14444,26.197771
6,36.749615,27.47018,35.780197
7,35.01648,29.47084,35.51268
8,26.354065,39.26753,34.378403
9,34.989822,37.290848,27.71933
10,45.737545,19.81819,34.44426
11,36.019234,36.931236,27.04953
12,41.81853,24.995134,33.186333
13,46.29667,21.43753,32.26581
14,41.667797,19.599768,38.732433
15,50.11512,16.842764,33.042114
16,33.29687,34.195435,32.507694
17,35.572853,31.44883,32.97832
18,29.385584,38.88374,31.730673
19,31.650787,31.818703,36.530506
20,27.856016,37.435184,34.708797
21,27.563107,37.876823,34.56007
22,32.66149,37.59614,29.742367
23,27.982193,38.40608,33.611725
24,32.25447,37.591457,30.154074
25,30.753712,41.986553,27.259735
26,33.043816,35.0745,31.881691
27,40.228794,40.59919,19.172016
28,33.854805,35.11363,31.03157
29,35.4327,30.020315,34.546986
30,33.143414,34.481323,32.37527
31,22.951239,39.72134,37.32742
32,33.201748,30.9108,35.88745
33,28.779688,37.586117,33.634193
34,46.310116,29.584047,24.105839
35,36.722076,28.770689,34.50724
36,46.87934,18.239763,34.880894
37,34.905098,29.553232,35.541676
38,31.3553,35.12801,33.516685
39,31.66915,41.81745,26.513397
40,30.643372,36.568768,32.78786
41,24.64465,39.437683,35.917667
42,30.65229,34.015175,35.332535
43,31.496313,35.847492,32.656197
44,29.818497,36.204796,33.976707
45,26.431412,37.231495,36.337097
46,23.433247,39.53962,37.02713
47,27.147638,40.851814,32.00055
48,41.12989,24.121227,34.748882
49,24.55019,39.779057,35.67075
50,36.605637,28.523306,34.871063
51,30.51709,35.374523,34.108387
52,34.779766,33.60238,31.617859
53,47.91217,17.477076,34.610752
54,37.60047,27.448603,34.950924
55,33.968388,32.273605,33.75801
56,54.038692,16.501343,29.459969
57,30.469122,34.441254,35.089622
58,33.094604,32.560204,34.345192
59,29.452381,33.876812,36.670803
60,35.482952,31.838396,32.678658
61,36.262196,33.90018,29.837626
62,30.798876,34.917145,34.283978
63,23.613367,41.201546,35.18509
64,35.196594,36.332287,28.471119
65,45.16348,29.981419,24.855106
66,31.151884,36.101776,32.746346
67,36.18075,29.818647,34.000603
68,23.50704,44.32377,32.16919
69,23.711195,41.40738,34.88142
70,29.975044,34.691177,35.333775
71,24.86659,38.0686,37.06481
72,36.387794,36.41652,27.195683
73,41.796448,22.95287,35.250675
74,60.173447,14.130052,25.6965
75,36.94838,36.771095,26.280529
76,46.894154,19.24261,33.86324
77,42.794003,23.150301,34.05569
78,34.14814,35.585953,30.265907
79,37.220173,33.637856,29.141975
80,31.93485,34.87441,33.190735
81,40.18012,26.601305,33.218575
82,36.86803,35.293636,27.83833
83,37.253223,28.04595,34.700832
84,34.765263,35.64763,29.587109
85,45.108635,18.571796,36.319565
86,37.500946,26.655912,35.843143
87,38.902122,41.306698,19.791182
88,31.995014,35.761158,32.24383
89,27.771591,39.099182,33.12923
90,30.226194,39.93812,29.83568
91,34.815643,33.795094,31.389267
92,34.642185,34.11625,31.241564
93,37.90029,25.381088,36.718624
94,47.31586,18.29689,34.38725
95,36.91931,27.226135,35.85455
96,37.837326,34.00899,28.153679
97,40.271236,27.05729,32.671474
98,38.416706,25.323862,36.259434
99,38.47072,24.603498,36.925777
100,29.725153,35.748463,34.526382
101,40.96371,24.58219,34.454098
102,40.79999,24.213713,34.986298
103,36.191635,31.628248,32.180122
104,27.198235,37.658607,35.14315
105,35.866146,33.158108,30.975746
106,34.582405,33.065495,32.352104
107,30.322039,36.609947,33.06801
108,29.228014,38.39894,32.373043
109,33.496403,33.766384,32.737206
110,42.467064,22.942528,34.590405
111,53.29397,16.235365,30.470669
112,41.72137,21.855062,36.42357
113,30.160702,35.77048,34.068817
114,27.183563,34.8665,37.94994
115,30.734274,35.66036,33.60537
116,31.959427,34.122772,33.917797
117,27.753035,36.331333,35.915634
118,34.336002,29.720417,35.943584
119,38.955425,24.70843,36.336143
120,40.74818,21.99715,37.25467
121,30.149769,34.401035,35.4492
122,40.663982,24.323439,35.01258
123,44.2342,38.420925,17.34488
124,35.875957,30.43729,33.686752
125,35.637917,33.646236,30.715847
126,27.411634,37.981697,34.606674
127,37.652027,25.39303,36.95494
128,32.814293,37.76769,29.418015
129,32.80826,32.026592,35.165146
130,34.905098,34.731083,30.363825
131,39.95762,20.44356,39.598824
132,33.921535,33.42782,32.650646
133,33.00083,30.755033,36.24413
134,40.209194,21.345469,38.44533
135,41.83148,21.383314,36.78521
136,39.042057,26.97354,33.984406
137,34.10577,33.27952,32.614716
138,36.05534,27.187603,36.757053
139,27.411695,36.98186,35.60644
140,32.503197,33.23694,34.25986
141,47.309746,18.215908,34.47435
142,19.254898,42.044163,38.70093
143,38.673847,39.183765,22.142387
144,37.1598,33.692863,29.147339
145,34.673874,32.51451,32.811607
146,33.001663,33.940895,33.057438
147,30.157497,32.505608,37.336895
148,33.558727,36.820274,29.620996
149,37.047264,24.003342,38.949394
150,36.75853,28.19172,35.049747
151,65.091705,12.464658,22.443638
152,39.39875,22.547457,38.05379
153,40.093327,41.131954,18.774721
154,35.124386,36.61477,28.260845
155,52.289707,25.077566,22.632723
156,34.232502,34.805878,30.96162
157,41.787506,20.444757,37.76774
158,34.979584,35.994225,29.026186
