,n,y,?
0,37.29633,34.106144,28.59753
1,42.71691,47.16574,10.117349
2,43.900536,47.15558,8.943887
3,37.677353,49.690033,12.632616
4,37.4931,31.551167,30.955734
5,38.53959,33.263363,28.197046
6,36.904224,31.736702,31.359077
7,38.151787,34.17204,27.676178
8,38.268776,35.27976,26.45147
9,31.390072,42.543694,26.066235
10,42.184753,47.62317,10.192076
11,38.24146,34.329464,27.429077
12,40.384407,48.260056,11.355535
13,37.09768,34.007698,28.894619
14,36.157913,32.32176,31.52033
15,38.61241,49.116543,12.271041
16,39.83952,33.792652,26.367832
17,36.827023,34.43207,28.7409
18,42.719997,47.19299,10.087008
19,42.11384,47.5483,10.337862
20,37.121475,32.789345,30.089178
21,38.568207,33.34803,28.083765
22,37.099373,34.345863,28.554758
23,36.149708,35.721542,28.12875
24,37.87595,32.04896,30.075089
25,42.642365,47.287292,10.070346
26,38.981514,49.341045,11.677445
27,40.319164,33.615936,26.064903
28,37.265057,49.191483,13.543457
29,38.625477,34.06429,27.310228
30,40.90441,49.344425,9.751168
31,37.23051,34.4715,28.29799
32,37.13993,32.8115,30.048567
33,37.101246,32.212555,30.686203
34,38.506855,34.813698,26.679443
35,37.235886,33.699272,29.064837
36,37.64984,33.7069,28.643257
37,40.19354,32.727158,27.079308
38,41.333633,48.032238,10.634123
39,34.417496,22.422056,43.160446
40,35.870674,34.48267,29.646662
41,38.91994,31.543922,29.53614
42,37.416397,34.123863,28.459736
43,41.21904,48.400414,10.380548
44,33.47796,40.09189,26.430157
45,37.190304,34.43337,28.376335
46,36.82527,33.073116,30.101612
47,38.996635,34.075035,26.928333
48,38.43376,31.449398,30.116835
49,40.853798,48.27284,10.873359
50,37.102264,31.84489,31.052853
51,37.06073,34.501595,28.437677
52,37.357185,33.273464,29.369345
53,44.429935,46.846348,8.723714
54,38.470123,49.282677,12.247203
55,42.798374,47.531,9.670626
56,36.99017,32.290062,30.719767
57,36.866398,33.099945,30.033657
58,30.820381,34.825607,34.354015
59,37.068443,33.110252,29.82131
60,37.07013,34.221535,28.70833
61,40.570457,33.394733,26.034801
62,43.115345,46.42433,10.460319
63,42.54397,47.50003,9.956008
64,37.740005,35.911827,26.348167
65,40.3119,48.581196,11.106903
66,37.32204,34.286655,28.391302
67,37.19834,33.904503,28.89716
68,38.217236,30.487356,31.29541
69,38.670914,32.113476,29.215607
70,40.669613,48.355576,10.974806
71,40.527252,48.411983,11.060765
72,37.070015,31.351181,31.578804
73,41.811428,47.85968,10.328888
74,43.33971,46.970783,9.689513
75,38.948147,48.90974,12.142108
76,40.122932,48.614773,11.2623
77,41.127075,48.08124,10.791685
78,36.761105,35.846035,27.392868
79,40.569508,33.675114,25.755373
80,40.920963,49.15005,9.928981
81,38.07719,32.040688,29.882124
82,38.062115,32.479534,29.458353
83,38.466866,33.56746,27.965677
84,42.44701,47.290955,10.262038
85,37.406216,33.33165,29.26213
86,37.27896,31.446352,31.274683
87,36.591232,51.943226,11.465548
88,37.26169,35.17985,27.558458
89,40.40591,33.8748,25.719294
90,40.971786,48.445423,10.582796
91,39.564957,49.50419,10.930855
92,41.29813,48.642395,10.059474
93,36.903107,29.756794,33.340103
94,40.01632,48.731575,11.25211
95,41.402287,48.998043,9.599672
96,41.861824,47.866554,10.27162
97,37.327023,34.68012,27.992857
98,30.4629,23.433197,46.103905
99,40.9604,48.859108,10.180489
100,42.406784,47.49893,10.094276
101,41.811638,47.6515,10.536866
102,40.79975,33.718758,25.481495
103,36.03632,23.344437,40.619244
104,43.843365,46.600147,9.55649
105,38.12134,34.028275,27.85039
106,37.818348,20.219109,41.962547
107,37.150974,33.2163,29.632729
108,36.49572,32.860607,30.643677
109,36.96147,35.034794,28.00373
110,37.16295,35.347355,27.4897
111,36.98436,34.96499,28.05065
112,37.21054,35.447704,27.341757
113,35.94219,34.368355,29.68946
114,34.396244,24.865719,40.73804
115,41.209297,48.163055,10.627644
116,37.763878,35.811405,26.424711
117,41.57303,47.876045,10.550928
118,36.534206,32.791836,30.67396
119,38.682785,34.638145,26.67907
120,36.905567,33.18493,29.909498
121,37.178566,32.87813,29.943302
122,36.865757,31.32751,31.806738
123,36.93427,35.823025,27.242704
124,37.039932,31.67635,31.283722
125,37.13748,34.074505,28.788015
126,43.951202,46.629345,9.419457
127,40.974976,48.186066,10.838958
128,31.795921,22.503883,45.700195
129,37.712803,34.18192,28.105274
130,38.010796,34.45105,27.53815
131,37.403618,33.47383,29.122553
132,37.208782,34.452145,28.33907
133,37.890076,33.948647,28.161278
134,37.225803,33.34111,29.433086
135,38.12427,49.615707,12.260016
136,37.227924,32.928375,29.8437
137,36.75734,30.957043,32.28561
138,36.862286,31.512323,31.62539
139,41.853523,32.66833,25.478146
140,38.24112,33.357353,28.401527
141,37.433655,33.353436,29.212908
142,41.797985,47.742317,10.4597
143,36.70712,31.597101,31.695786
144,37.08144,34.092144,28.826418
145,37.582474,35.665154,26.752367
146,38.23322,34.95619,26.810595
147,42.2223,47.89454,9.883161
148,37.366276,31.247244,31.386477
149,37.04333,34.971313,27.98536
150,39.977085,48.53552,11.487403
151,42.11947,47.51599,10.364537
152,38.76502,49.02398,12.2109995
153,37.621685,33.06625,29.312061
154,41.05886,48.311714,10.629432
155,37.044815,34.889202,28.065983
156,43.934494,47.16217,8.903337
157,37.569138,34.290665,28.140202
158,39.087505,48.0872,12.825293
159,37.024292,33.337284,29.638428
160,37.08847,34.143227,28.768305
161,42.37353,47.415127,10.211339
162,36.906017,34.23517,28.858814
163,43.310158,46.960575,9.729262
164,39.15325,48.87612,11.97063
165,37.10215,32.336998,30.560852
166,41.782993,47.78383,10.433176
167,36.814476,31.588863,31.596664
168,42.85406,47.412445,9.733494
169,36.482716,31.37501,32.142277
170,36.36677,30.644135,32.98909
171,37.26942,31.911226,30.819353
172,41.71341,47.7986,10.487993
173,36.97774,30.755234,32.26703
174,37.222595,33.07064,29.706764
175,37.677776,33.869995,28.452232
176,41.39657,47.91947,10.683957
177,40.45607,48.468994,11.07493
178,37.696476,35.167576,27.13595
179,35.593,23.265898,41.141106
180,38.54869,49.63973,11.811582
181,37.111404,34.751766,28.136826
182,34.11934,23.062029,42.81863
183,41.449432,48.01811,10.5324545
184,37.916,31.664577,30.419424
185,43.83133,46.6703,9.498365
186,37.736366,31.667072,30.59656
187,37.021492,33.352825,29.625685
188,37.053932,33.957596,28.988472
189,38.44612,35.18178,26.372093
190,37.972294,33.77625,28.251457
191,41.001274,48.106754,10.891972
192,37.229992,34.644173,28.125832
193,41.584785,47.913486,10.501723
194,37.264893,29.923227,32.811882
195,40.913754,48.234768,10.851477
196,37.555378,33.27805,29.166573
197,39.650837,48.91079,11.438377
198,39.95628,48.941463,11.102251
199,37.327488,34.439068,28.233448
200,37.305893,31.390795,31.303307
201,43.632816,46.7026,9.664585
202,37.717457,32.4497,29.832844
203,37.585392,34.36497,28.049643
204,36.476685,31.244299,32.279015
205,37.92494,33.60568,28.469381
206,37.83311,33.144253,29.022636
207,39.886322,31.876492,28.23719
208,42.14079,47.56056,10.298655
209,37.05987,33.99765,28.94248
210,37.88206,30.937693,31.180248
211,43.386223,47.004986,9.608794
212,43.244324,46.941338,9.814345
213,40.45541,33.861465,25.683126
214,44.019146,46.64885,9.331995
215,39.704826,27.212217,33.082962
216,40.91806,33.666985,25.414948
217,31.881205,24.454653,43.66414
218,43.054394,47.157932,9.787677
219,38.421093,34.18051,27.398396
220,42.509888,47.487907,10.002206
221,39.069195,50.008495,10.922312
222,36.788467,32.253113,30.958424
223,36.030643,31.332806,32.636555
224,37.187523,31.680151,31.132322
225,39.66779,48.969475,11.362732
226,34.72063,27.2558,38.023575
227,36.857456,34.649975,28.492573
228,42.413345,32.33642,25.250235
