,republican,democrat
0,52.358997,47.64101
1,42.206482,57.79352
2,42.066772,57.933224
3,49.058243,50.94176
4,34.605152,65.39485
5,48.888554,51.111446
6,55.51088,44.489117
7,56.952625,43.047375
8,43.216755,56.78325
9,54.203754,45.79624
10,53.56245,46.43755
11,50.030495,49.9695
12,46.971584,53.028416
13,55.015213,44.98479
14,49.53103,50.46897
15,48.748714,51.251286
16,43.23242,56.76758
17,53.39129,46.608704
18,48.080128,51.919872
19,48.389416,51.610588
20,48.08242,51.917576
21,48.017185,51.982815
22,48.421623,51.578373
23,48.791637,51.20836
24,55.83704,44.162956
25,41.682396,58.317608
26,43.930202,56.069798
27,58.62301,41.37699
28,48.415817,51.58418
29,54.254025,45.745975
30,48.61752,51.38248
31,48.002308,51.997696
32,65.93749,34.062504
33,51.7596,48.240395
34,50.54884,49.451168
35,51.528694,48.471302
36,51.95069,48.04931
37,54.088688,45.911304
38,47.86915,52.130848
39,48.27178,51.728226
40,49.91066,50.089336
41,51.53565,48.464355
42,47.576668,52.423332
43,49.125168,50.87483
44,47.340126,52.659874
45,48.106174,51.893826
46,27.762339,72.23766
47,44.342594,55.65741
48,58.10774,41.892258
49,42.7174,57.282604
50,52.681625,47.31837
51,51.179306,48.820694
52,59.278244,40.721752
53,35.33893,64.66107
54,52.03722,47.962784
55,47.6536,52.3464
56,51.51986,48.480137
57,51.20219,48.797806
58,51.44557,48.554424
59,48.750263,51.249737
60,54.426456,45.573544
61,46.92339,53.076607
62,41.525887,58.474117
63,45.97787,54.02213
64,49.00948,50.99052
65,57.81537,42.18463
66,52.483875,47.516125
67,47.393238,52.606762
68,46.085567,53.914433
69,48.035046,51.96495
70,51.87611,48.12389
71,48.82446,51.17554
72,52.704395,47.295605
73,46.305855,53.69414
74,49.046616,50.95338
75,49.283443,50.716557
76,40.89113,59.10888
77,47.96338,52.03662
78,58.83456,41.165447
79,49.082584,50.917416
80,47.867645,52.132362
81,50.895035,49.104965
82,55.040646,44.95935
83,58.94693,41.053066
84,37.39115,62.60885
85,55.171818,44.828182
86,52.748222,47.251774
87,44.8409,55.1591
88,52.48623,47.51377
89,46.259792,53.740208
90,47.39908,52.60092
91,49.201363,50.79864
92,50.51108,49.48892
93,47.4284,52.5716
94,48.35615,51.64385
95,50.033127,49.966873
96,45.06747,54.93253
97,50.311584,49.688416
98,54.42868,45.57132
99,47.167343,52.832657
100,46.003498,53.9965
101,48.953976,51.046024
102,47.664413,52.335583
103,48.643284,51.35672
104,46.62439,53.375614
105,53.22728,46.77272
106,55.117607,44.882393
107,38.003902,61.996098
108,49.264458,50.735546
109,42.66816,57.33184
110,67.43828,32.561726
111,48.85182,51.148182
112,53.31402,46.685978
113,41.63037,58.369625
114,47.86463,52.135365
115,48.162346,51.837654
116,50.48401,49.515995
117,49.166008,50.83399
118,57.08793,42.912075
119,53.89153,46.10847
120,51.69652,48.303474
121,53.594296,46.405704
122,57.681145,42.318855
123,45.68492,54.31507
124,51.070946,48.929058
125,54.27026,45.72974
126,47.35573,52.64427
127,50.056385,49.94361
128,39.86147,60.13853
129,45.079445,54.920555
130,48.04431,51.955692
131,54.663353,45.336647
132,49.924232,50.075768
133,56.109875,43.89013
134,53.219086,46.78092
135,50.738792,49.26121
136,47.38061,52.619385
137,46.604042,53.395958
138,51.32847,48.671535
139,52.363903,47.636097
140,50.73044,49.26956
141,51.96377,48.03623
142,48.043495,51.956512
143,47.191914,52.808086
144,47.9418,52.058197
145,51.92306,48.076942
146,55.751026,44.24897
147,51.316982,48.68301
148,44.920765,55.079235
149,51.420082,48.579914
150,48.674347,51.325653
151,49.07783,50.92217
152,49.88047,50.11953
153,50.975357,49.024643
154,58.120453,41.879543
155,55.22769,44.772316
156,43.240704,56.759293
157,56.327026,43.672974
158,49.066696,50.933308
