,y,?,n
0,79.48319,8.088234,12.42857
1,27.685192,48.450245,23.86456
2,8.694191,84.4378,6.868013
3,79.79997,11.162402,9.037619
4,82.425095,9.398966,8.1759405
5,49.03564,36.484642,14.479717
6,70.278496,11.445357,18.276142
7,21.325968,13.494772,65.17927
8,8.7381315,7.391832,83.87004
9,74.35613,13.746273,11.897595
10,82.75975,9.243407,7.9968443
11,14.625584,39.99082,45.383595
12,8.855899,6.6053658,84.53874
13,45.67466,30.107832,24.21751
14,80.934525,10.3408375,8.724642
15,7.8061304,7.563615,84.63025
16,8.22251,6.9164743,84.861015
17,19.396156,15.08487,65.518974
18,79.899994,10.893497,9.206507
19,18.676327,9.1877165,72.13596
20,8.167068,6.7927136,85.040215
21,9.003386,6.6389604,84.35766
22,40.70509,29.249329,30.045582
23,9.856002,6.6754417,83.46856
24,23.27297,11.894606,64.83243
25,8.764913,6.602392,84.63269
26,8.016798,6.7754974,85.20771
27,82.58178,9.485517,7.932713
28,16.668951,52.657784,30.67326
29,42.59022,13.242437,44.167343
30,8.663028,6.705489,84.63148
31,7.849978,7.1172466,85.032776
32,82.49652,9.192893,8.310593
33,14.572011,77.31244,8.115551
34,83.36176,8.487574,8.150661
35,82.36826,9.556293,8.07544
36,82.767525,9.041075,8.191393
37,18.47445,33.997234,47.528313
38,7.8057275,7.232345,84.96193
39,7.7330737,7.8498044,84.41712
40,19.155373,9.377431,71.46719
41,17.78584,48.032654,34.181503
42,10.816102,73.09884,16.085056
43,10.829702,6.6477075,82.52259
44,10.784424,6.5478554,82.66772
45,54.08752,9.491503,36.42098
46,11.558875,8.418259,80.02286
47,10.330482,6.5812483,83.088264
48,10.8761425,8.232329,80.89153
49,8.132232,7.389426,84.47834
50,82.90186,9.428761,7.6693707
51,14.313314,12.027245,73.65944
52,83.148346,8.857871,7.993787
53,9.135602,7.481057,83.38334
54,83.057556,9.135267,7.8071795
55,82.30388,9.869441,7.826685
56,83.1493,8.451341,8.39936
57,49.492622,33.427418,17.079966
58,51.13446,9.525508,39.340027
59,8.600355,10.206864,81.19278
60,82.40384,9.230127,8.366036
61,8.124143,6.8729825,85.00287
62,7.878802,7.370706,84.75049
63,17.226498,13.752415,69.02109
64,76.60548,10.7876,12.60692
65,78.773155,8.188456,13.038385
66,75.60458,13.3567705,11.038647
67,10.756116,10.721611,78.52227
68,8.260479,6.704989,85.03452
69,23.379341,9.092352,67.528305
70,10.2883415,11.541318,78.17034
71,8.247308,6.8932853,84.859406
