,y,?,n
0,35.03451,33.016907,31.948584
1,41.081825,33.379093,25.539082
2,36.306797,30.286274,33.406925
3,35.996674,27.42258,36.580746
4,35.887665,36.1087,28.00363
5,26.348083,43.2471,30.404812
6,39.75855,37.411312,22.830147
7,31.797277,37.87126,30.331459
8,26.995695,35.832214,37.172085
9,46.162857,31.532536,22.304607
10,34.497234,32.807533,32.695236
11,45.71188,32.333992,21.954132
12,41.552288,18.309433,40.138283
13,29.981163,35.04135,34.977486
14,36.771873,34.58782,28.640312
15,24.126808,46.311337,29.561853
16,35.976254,33.952774,30.070967
17,35.676926,33.93722,30.385859
18,16.619707,38.487278,44.893013
19,32.38788,30.651686,36.960434
20,28.922817,33.061504,38.01568
21,32.968662,32.323032,34.7083
22,31.748257,26.473825,41.777916
23,34.693928,34.503826,30.802246
24,28.797579,35.04774,36.15467
25,28.991858,35.361584,35.646557
26,15.434061,40.11937,44.446575
27,34.935425,30.295996,34.76858
28,17.996645,58.185135,23.818218
29,58.478134,24.725407,16.796463
30,45.31235,23.451239,31.23641
31,37.93856,33.868073,28.193373
32,33.526443,29.783964,36.68959
33,27.938875,33.18485,38.876278
34,38.978024,34.410843,26.611137
35,21.060724,38.83651,40.102768
36,32.11943,32.608967,35.2716
37,50.119007,29.619492,20.261503
38,41.013428,34.61589,24.370684
39,24.028402,30.35239,45.619213
40,32.454884,35.09217,32.45295
41,21.497103,32.12717,46.375732
42,23.758865,27.621056,48.620083
43,29.478737,34.256016,36.26524
44,31.032845,25.751495,43.215656
45,30.591324,26.243614,43.165062
46,28.600975,34.978355,36.420666
47,27.102942,35.78616,37.1109
48,39.185097,32.818485,27.996422
49,33.97852,34.954296,31.067186
50,44.96592,32.385315,22.64877
51,27.738556,35.62937,36.632072
52,46.849583,31.563368,21.58705
53,24.84061,27.670393,47.488995
54,37.48838,29.463657,33.04796
55,45.746403,31.932291,22.321314
56,37.32161,33.52598,29.152409
57,35.76998,29.10575,35.12427
58,48.73121,30.462841,20.805956
59,20.544474,32.147224,47.308304
60,35.17326,31.023777,33.802967
61,24.869898,35.527332,39.602776
62,27.127235,36.187084,36.685677
63,36.777836,27.038738,36.18342
64,34.838493,30.365654,34.795856
65,35.158253,29.272938,35.5688
66,45.325283,31.964848,22.70987
67,35.632244,35.87234,28.495417
68,25.231705,30.026516,44.741787
69,65.02278,20.829037,14.148179
70,31.83677,27.634418,40.52882
71,43.185024,30.679298,26.135677
72,37.404316,35.02127,27.574417
73,29.41274,34.389362,36.1979
74,33.22256,33.954124,32.823315
75,38.893856,33.614204,27.491934
76,34.0572,31.874233,34.06856
77,32.118004,35.31805,32.56395
78,34.292595,30.45443,35.252975
79,34.484653,33.85809,31.657255
80,27.736965,36.132324,36.130707
81,38.17549,37.565907,24.258598
82,49.319714,30.122095,20.55819
83,33.062187,32.693844,34.243965
84,35.003746,34.61859,30.377663
85,37.134983,32.640343,30.224674
86,35.46462,33.311226,31.224161
87,34.732513,31.088516,34.178967
88,52.366127,28.168245,19.465628
89,24.543108,30.218285,45.23861
90,27.340487,32.13586,40.523655
91,30.371922,32.695953,36.932125
92,30.208197,34.046078,35.745728
93,25.170765,30.406868,44.42236
94,26.212744,37.016422,36.770836
95,38.349125,34.94469,26.706188
96,25.527191,27.046377,47.426434
97,25.680265,36.884735,37.435005
98,44.72307,31.965345,23.31159
99,40.15133,22.074242,37.774437
100,31.797167,32.279415,35.923416
101,35.022774,30.337784,34.639446
102,29.727436,33.540134,36.732433
103,38.13571,30.91314,30.951145
104,21.583576,33.42372,44.9927
105,32.799385,32.889202,34.311413
106,25.339144,42.270462,32.390396
107,25.756142,32.999287,41.244568
108,25.912798,36.827312,37.259888
109,34.442715,31.203499,34.353783
110,31.596275,34.0461,34.357628
111,24.844215,30.898985,44.2568
112,38.629852,36.40136,24.968784
113,37.456593,32.693375,29.850033
114,28.253353,25.675064,46.07158
115,31.153849,33.6781,35.168045
116,24.171843,37.781578,38.04658
117,20.154419,33.635124,46.210457
118,34.460365,34.077263,31.462368
119,46.45774,36.467365,17.074894
