,y,?,n
0,54.131145,27.839067,18.029793
1,17.491274,33.791145,48.717575
2,27.24096,42.78757,29.971472
3,17.506733,33.602165,48.891106
4,17.278164,33.223186,49.49865
5,42.00023,32.863182,25.13659
6,24.646496,46.724274,28.629234
7,27.79102,42.19262,30.016357
8,50.78478,28.909105,20.30612
9,17.106537,31.176535,51.716923
10,21.579882,42.03545,36.38467
11,53.93593,27.600098,18.46397
12,18.63388,30.159029,51.207096
13,20.155499,39.16747,40.67703
14,27.519909,42.48346,29.996637
15,17.12972,31.247595,51.62269
16,23.43649,44.09789,32.465626
17,52.989525,29.152948,17.857527
18,17.133894,31.207598,51.658504
19,19.725708,30.425648,49.848648
20,31.629313,39.904545,28.46614
21,26.015028,40.978893,33.00608
22,45.991528,33.751343,20.25713
23,44.206116,31.907003,23.88688
24,25.30092,44.75605,29.943022
25,47.790764,30.093786,22.115444
26,53.06588,28.810192,18.123932
27,47.07449,33.33376,19.591751
28,17.220205,32.40123,50.378574
29,19.9166,38.80094,41.28246
30,26.641495,33.188076,40.170425
31,24.250143,43.978985,31.77087
32,24.33653,41.73037,33.9331
33,25.253704,39.88358,34.862717
34,22.99542,40.499798,36.50478
35,25.501928,41.397552,33.100517
36,26.124298,43.701767,30.173931
37,42.723022,36.00496,21.272024
38,18.591318,35.142307,46.26638
39,52.844185,27.76756,19.38825
40,17.140392,33.119274,49.740334
41,19.299059,37.6591,43.041847
42,20.608797,40.231323,39.15988
43,18.026407,30.391127,51.582474
44,17.21489,31.068779,51.716328
45,26.741568,43.3458,29.91264
46,53.62857,28.592548,17.778877
47,24.08108,46.62781,29.291115
48,53.87851,28.246971,17.87452
49,28.5402,39.63227,31.827524
50,48.395195,32.2236,19.381207
51,30.754358,41.865818,27.37983
52,53.293972,28.660843,18.045183
53,20.60364,40.302486,39.09387
54,43.481323,35.562416,20.956257
55,53.80803,28.369623,17.82235
56,19.386524,37.25352,43.35995
57,42.1465,30.296743,27.556768
58,53.919624,28.150051,17.930323
59,16.964827,31.941677,51.093502
60,53.416218,27.888315,18.695467
61,17.073914,31.296242,51.62984
62,29.236061,42.95058,27.813356
63,54.0012,27.613535,18.385263
64,53.5424,27.545258,18.912346
65,28.551641,38.758057,32.6903
66,18.758879,36.5575,44.68362
67,17.807585,30.42246,51.76996
68,27.530952,43.94655,28.522503
69,29.40498,42.805126,27.7899
70,51.58223,30.336458,18.081314
71,17.473421,34.016052,48.510532
72,28.259224,41.375336,30.36544
73,18.378521,30.204237,51.417244
74,16.957483,31.823313,51.219196
75,53.42008,27.568419,19.011501
76,17.084654,32.72107,50.194275
77,25.04948,43.574448,31.376072
78,53.763493,27.656275,18.580233
79,52.236427,29.788738,17.974833
80,28.174215,40.992817,30.832973
