,y,n,?
0,19.604507,39.816288,40.579205
1,19.517464,39.75668,40.725857
2,47.065174,26.785295,26.149532
3,25.604933,37.68239,36.71268
4,47.857864,26.390966,25.751167
5,45.90995,27.306356,26.783693
6,22.483667,39.12896,38.387375
7,49.168964,25.716778,25.114256
8,19.496708,39.7899,40.71339
9,19.514301,39.761635,40.724064
10,19.508945,39.765156,40.72589
11,50.78982,24.888716,24.321465
12,22.483667,39.12896,38.387375
13,19.546938,39.804943,40.648113
14,50.683815,24.925732,24.390453
15,50.79475,24.885998,24.31925
16,19.500038,39.7936,40.706367
17,19.918642,39.873325,40.20803
18,19.623627,39.76535,40.611023
19,19.52798,39.80209,40.66993
20,34.951817,32.88587,32.16231
21,19.54868,39.73665,40.714672
22,19.717888,39.804005,40.478107
23,19.50778,39.797585,40.69464
24,50.77517,24.89285,24.331982
25,19.49765,39.791298,40.711052
26,50.786392,24.887722,24.325886
27,43.253,28.708303,28.038702
28,44.792618,27.944998,27.262386
29,19.504942,39.76909,40.72597
30,22.483667,39.12896,38.387375
31,22.483667,39.12896,38.387375
32,50.474953,25.022068,24.50298
33,19.495647,39.791824,40.712532
34,50.453495,25.057394,24.489107
35,49.58629,25.513992,24.899725
36,50.187885,25.206324,24.605795
37,36.138992,32.26831,31.5927
38,22.483667,39.12896,38.387375
39,50.788475,24.888582,24.322943
40,48.48643,26.070871,25.4427
41,19.885122,39.541553,40.573322
42,50.681866,24.931993,24.386137
43,22.483667,39.12896,38.387375
44,21.921484,39.38776,38.690754
45,19.626375,39.769455,40.60417
46,50.716103,24.9144,24.369495
47,22.040516,39.393948,38.565548
48,50.69611,24.937075,24.366817
49,20.309334,39.72584,39.964825
50,19.499216,39.78542,40.715363
51,19.514257,39.76048,40.725266
52,19.495657,39.78669,40.717655
53,21.268044,39.10224,39.629715
54,19.520765,39.81388,40.665363
55,50.786434,24.893908,24.319658
56,50.729965,24.927341,24.342695
57,50.572937,25.010323,24.416744
58,22.337755,39.240788,38.42145
59,49.684807,25.463291,24.851898
60,20.215551,39.432743,40.351704
61,19.572342,39.8049,40.622757
62,19.73788,39.673122,40.589
63,20.35487,39.76294,39.88219
64,22.483667,39.12896,38.387375
65,36.291306,32.256573,31.45212
66,50.790524,24.88926,24.320215
67,50.78943,24.891256,24.319313
68,19.670967,39.743034,40.586002
69,19.51379,39.80527,40.68094
70,19.716463,39.662056,40.62148
71,21.439651,39.521305,39.039043
72,20.234404,39.603054,40.16254
73,19.520607,39.755363,40.72403
74,19.656124,39.80535,40.53853
75,50.725037,24.913563,24.3614
76,39.8266,30.43466,29.738745
77,43.613735,28.53035,27.85591
78,44.30401,28.192556,27.503428
79,19.56228,39.822716,40.615005
80,20.586374,39.750828,39.6628
81,19.49601,39.782536,40.72146
82,30.031357,35.433758,34.534893
83,19.718313,39.80399,40.477695
84,50.473385,25.058369,24.468246
85,19.585524,39.756714,40.657764
86,50.788204,24.888592,24.323204
87,20.140043,39.465107,40.394848
88,50.787945,24.892696,24.319359
89,50.60488,24.989677,24.40544
90,19.58757,39.805576,40.606857
91,50.763184,24.908663,24.328156
92,47.487644,26.576921,25.935438
93,24.09056,38.256184,37.653255
94,19.503065,39.77112,40.72581
95,26.034216,37.27398,36.69181
96,21.376722,39.54102,39.08225
97,49.20612,25.668919,25.124958
98,50.792103,24.887596,24.320297
99,21.401014,39.809628,38.78936
100,19.577478,39.724834,40.697693
101,19.673008,39.753677,40.573322
102,50.678085,24.930557,24.39136
103,19.794056,39.61005,40.59589
104,36.73557,31.997997,31.266434
105,23.221436,38.814995,37.963562
106,19.50114,39.772823,40.726036
107,28.329283,36.303326,35.367386
108,38.18726,31.295666,30.517075
109,50.739807,24.905237,24.354956
110,19.535013,39.747524,40.717464
111,26.095926,37.40675,36.49732
112,50.78055,24.896765,24.32269
113,50.71372,24.917576,24.368706
114,19.535007,39.78279,40.6822
115,49.548496,25.518984,24.932518
116,50.70231,24.922756,24.374933
117,20.778864,39.617783,39.603355
118,50.787483,24.891983,24.32053
119,19.781189,39.802094,40.416718
120,19.568329,39.7333,40.69837
121,19.520481,39.800873,40.678642
122,45.18046,27.754456,27.06508
123,23.373451,38.639507,37.98704
124,49.511406,25.552025,24.936571
125,41.783554,29.438335,28.778112
126,34.768806,33.030216,32.20098
127,19.523762,39.75295,40.72329
128,19.543081,39.743076,40.71385
129,19.55107,39.798492,40.65044
130,21.778349,39.18994,39.03171
131,19.752728,39.612873,40.6344
132,28.958078,35.96932,35.072594
133,50.64792,24.971186,24.380898
134,19.527195,39.748898,40.723907
135,27.631506,36.65669,35.7118
136,50.725597,24.910393,24.364004
137,49.105896,25.7247,25.169415
138,28.132402,36.401047,35.466553
139,19.539911,39.740963,40.71912
140,40.010746,30.371138,29.618116
141,24.95569,37.892567,37.151737
142,50.256622,25.124758,24.618618
143,19.497824,39.77824,40.723934
144,44.83658,27.923042,27.240377
145,19.50351,39.77062,40.725872
