,y,?,n
0,70.1726,14.566413,15.26098
1,87.70726,7.3178144,4.9749317
2,78.02548,10.410664,11.563854
3,49.157898,19.846424,30.995678
4,81.61419,11.306402,7.079408
5,9.096156,82.94339,7.9604506
6,77.21337,15.585616,7.2010136
7,14.025397,75.73415,10.240443
8,5.1227546,8.3061495,86.57109
9,87.29119,7.7611165,4.9476914
10,35.246582,31.898499,32.85491
11,87.76413,7.1706095,5.0652585
12,63.830704,11.223693,24.945602
13,7.4101925,82.38018,10.209623
14,87.88779,6.368938,5.7432814
15,7.432405,84.24311,8.32448
16,84.81701,9.038269,6.144718
17,88.01931,6.841967,5.1387267
18,6.0476513,8.434525,85.51782
19,6.2207994,8.48584,85.29336
20,4.9704976,13.27756,81.75194
21,9.686947,12.6404505,77.6726
22,8.933893,8.687869,82.378235
23,84.741745,8.89838,6.3598795
24,5.8697042,10.712836,83.41746
25,5.5146937,17.467323,77.01799
26,6.081009,8.449028,85.46996
27,69.113556,13.828071,17.058369
28,7.2972574,83.56329,9.139442
29,87.062485,7.9456053,4.9919066
30,34.663265,12.269574,53.06716
31,88.284096,6.690192,5.0257134
32,15.660204,18.487928,65.851875
33,4.89878,11.804196,83.29702
34,78.26057,14.033137,7.706298
35,8.485639,56.19313,35.321236
36,8.007833,9.82015,82.17202
37,87.379906,7.629278,4.9908147
38,87.919685,7.0823684,4.9979424
39,4.961409,9.322526,85.716064
40,10.4475,13.878817,75.67369
41,5.922649,8.408318,85.66904
42,5.319296,8.713675,85.967026
43,5.0919495,11.790443,83.11761
44,7.614692,8.362005,84.0233
45,10.345358,8.8894005,80.76524
46,6.655854,10.452123,82.89203
47,5.144747,8.285731,86.56952
48,84.509834,9.608039,5.882131
49,39.7092,32.243168,28.047634
50,87.570015,7.459611,4.970375
51,5.315097,9.005238,85.679665
52,87.636986,7.3457904,5.0172153
53,5.518847,8.509803,85.97135
54,76.203224,10.689001,13.1077795
55,87.49601,7.545486,4.9585066
56,88.367386,6.441506,5.191108
57,46.060116,21.526564,32.413322
58,87.56914,7.4231157,5.0077443
59,5.381844,8.870009,85.748146
60,86.736435,7.2241507,6.0394173
61,8.243006,37.95262,53.804375
62,14.132927,39.487736,46.379345
63,43.86924,18.256683,37.874073
64,86.57822,7.2142878,6.2074957
65,44.794907,19.266773,35.938324
66,87.38297,7.6531744,4.96385
