,n,y,?
0,32.714912,36.47376,30.811325
1,32.859726,33.756985,33.38329
2,36.083023,28.781887,35.135094
3,33.848034,32.73004,33.421925
4,35.79546,31.771235,32.433304
5,33.539307,30.782211,35.678482
6,34.309975,33.40863,32.281395
7,35.72174,29.307625,34.97064
8,30.494156,36.5086,32.997246
9,33.673798,33.418568,32.907642
10,33.000893,29.830847,37.168262
11,31.389486,37.896526,30.713991
12,30.005001,35.32484,34.67016
13,35.718975,29.658276,34.622746
14,35.254467,30.133352,34.612183
15,28.127346,35.12405,36.748608
16,24.597162,53.132893,22.269945
17,36.857075,29.638449,33.504475
18,34.223167,32.83013,32.9467
19,37.119907,27.95044,34.92966
20,32.841564,32.467884,34.69055
21,32.814323,33.614388,33.571293
22,32.35993,33.060703,34.579376
23,33.06629,34.4864,32.447308
24,34.36231,34.180912,31.45678
25,35.737167,30.013414,34.24941
26,34.35522,32.89136,32.753418
27,32.843704,33.474686,33.681614
28,33.96457,33.659782,32.375645
29,33.51383,33.570232,32.915936
30,33.191673,33.71059,33.097733
31,30.425098,31.315903,38.259003
32,32.783012,35.404312,31.812677
33,38.80468,38.26418,22.931145
34,55.197422,24.268707,20.533863
35,32.32206,32.158092,35.51985
36,31.992668,36.188316,31.819014
37,34.895428,32.429382,32.67519
38,31.55891,33.65445,34.78664
39,15.553077,45.99464,38.452282
40,31.384956,33.40388,35.211163
41,30.99255,34.219013,34.788433
42,33.268612,33.109577,33.621803
43,35.26168,34.666878,30.071438
44,35.405464,32.473705,32.120834
45,28.678158,36.28436,35.03748
46,30.14847,34.670128,35.1814
47,37.644035,25.53749,36.818474
48,34.366,31.776527,33.857475
49,32.831745,35.36958,31.798676
50,34.32969,31.805828,33.864483
51,33.1737,31.922808,34.903492
52,31.439077,31.09563,37.465294
53,32.317696,33.677544,34.004757
54,38.09844,30.44237,31.459188
55,34.97036,30.496851,34.532795
56,33.126945,32.343533,34.52953
57,34.216557,32.8362,32.947247
58,31.943619,36.23166,31.824722
59,31.812927,32.9079,35.279175
60,37.55409,26.969423,35.476482
61,30.71972,35.78399,33.496292
62,35.458893,33.801384,30.739721
63,34.04725,33.12323,32.829517
64,32.87581,30.909624,36.21456
65,31.8413,34.063026,34.095676
66,37.895325,28.684578,33.420094
67,30.639284,36.22572,33.135
68,34.09106,35.094143,30.8148
69,31.982254,33.420135,34.597614
70,30.825706,45.5221,23.652193
71,30.804008,32.66658,36.529408
72,31.132273,41.0581,27.80963
73,33.70765,35.929806,30.362547
74,34.610695,33.89149,31.497816
75,37.276463,32.187798,30.53574
76,31.866459,33.573826,34.55972
77,32.965473,33.42445,33.610077
78,35.450943,34.974785,29.574276
79,35.38946,32.177788,32.43275
80,33.884262,33.110596,33.005142
81,29.317945,37.885757,32.796295
82,31.507544,36.441383,32.051075
83,35.897842,34.01705,30.085102
84,34.240273,30.480974,35.278748
85,35.145374,31.309254,33.545376
86,31.841072,33.959778,34.19915
87,30.601894,34.936085,34.462017
