,y,?,n
0,46.65322,30.622318,22.724463
1,54.11682,18.87842,27.004757
2,52.350075,25.390276,22.25965
3,52.10108,26.10532,21.793598
4,49.243504,28.525438,22.231054
5,33.70267,48.00041,18.296926
6,41.95235,33.933975,24.113678
7,53.373558,22.39615,24.230293
8,30.975155,33.30852,35.716328
9,51.761555,26.921812,21.316635
10,50.293167,28.756397,20.950436
11,52.05555,26.23386,21.710583
12,30.05878,33.95454,35.98668
13,31.437134,51.264507,17.298357
14,52.14324,25.979052,21.877712
15,31.865593,50.63996,17.494444
16,81.418755,5.468041,13.113204
17,51.605164,27.019617,21.375223
18,33.604736,29.895306,36.499954
19,27.134487,35.31581,37.549706
20,29.054197,54.978848,15.966959
21,33.114944,30.99389,35.89117
22,32.49901,31.752958,35.748035
23,30.918127,33.354603,35.72727
24,30.883327,33.387955,35.72872
25,31.754047,33.038956,35.206997
26,23.156088,37.56968,39.27423
27,49.485188,28.368366,22.146448
28,28.40928,35.377956,36.212765
29,71.080414,9.582316,19.33727
30,33.585144,29.549534,36.865322
31,52.136837,25.999722,21.863438
32,47.426956,29.678858,22.894188
33,32.14672,32.140343,35.71293
34,51.89685,26.686773,21.416372
35,31.885973,50.905155,17.208872
36,52.99743,23.580643,23.42193
37,52.22082,25.74853,22.03065
38,49.793865,28.168816,22.037321
39,32.30953,31.966942,35.723526
40,33.425392,30.499146,36.075462
41,31.94453,32.3536,35.701866
42,31.963724,32.334908,35.701374
43,32.993584,31.151653,35.854763
44,27.526262,35.877018,36.596725
45,31.007519,33.270943,35.721542
46,29.59039,34.09581,36.3138
47,27.632576,36.0305,36.33693
48,52.174793,25.732449,22.092762
49,30.177208,34.69849,35.124302
50,52.22082,25.74853,22.03065
51,32.63542,31.602823,35.761753
52,49.36254,28.446869,22.190596
53,33.519196,30.270962,36.209835
54,50.06178,27.99674,21.941479
55,50.855553,27.49053,21.653917
56,52.421425,25.18382,22.394753
57,49.389313,28.85288,21.757801
58,48.9356,28.726542,22.337854
59,32.74459,31.467455,35.787952
60,50.329254,27.825668,21.845072
61,29.793951,34.038345,36.167706
62,30.61271,33.60256,35.78473
63,29.193655,33.140896,37.665447
64,51.58278,27.033627,21.383593
65,52.302635,25.517258,22.18011
66,50.97747,27.414194,21.608335
67,52.01215,26.361668,21.626175
68,26.856602,34.992065,38.151337
69,49.243504,28.525438,22.231054
70,27.180937,34.867973,37.951088
71,24.631393,36.691017,38.67759
72,49.08944,28.625906,22.284645
73,29.784304,34.043407,36.172287
74,49.092796,28.620035,22.287163
75,50.279457,27.857056,21.863485
76,50.664093,27.61258,21.723331
77,46.70028,29.991085,23.308634
78,45.06843,31.303492,23.628082
79,31.608322,32.69942,35.692253
80,28.354975,35.3887,36.256325
81,50.686222,27.598515,21.715258
82,52.433765,25.143713,22.422522
83,52.476143,25.020868,22.502985
84,50.485294,27.726212,21.788494
85,50.797558,27.52791,21.674534
86,51.965324,26.491785,21.542887
87,63.800095,12.074726,24.125172
88,48.431797,29.058346,22.509867
89,32.11282,32.181698,35.705486
90,33.11844,31.863256,35.018307
91,23.207027,35.66104,41.131927
92,33.579918,30.07904,36.341045
93,32.69673,31.523699,35.779575
94,33.721222,48.397545,17.881239
95,38.3441,41.527103,20.128798
96,32.018784,32.276394,35.704823
97,25.624826,33.23557,41.1396
98,52.965893,23.644014,23.390097
99,33.602104,29.690283,36.70761
100,33.55499,30.157099,36.287907
101,48.940872,28.72155,22.337584
102,29.312614,34.383713,36.303677
103,51.58278,27.033627,21.383593
104,27.257458,35.49176,37.25078
