,republican,democrat
0,83.51892,16.481081
1,16.164045,83.83596
2,16.347624,83.652374
3,16.290052,83.709946
4,27.310566,72.68943
5,83.54725,16.452747
6,16.782597,83.21741
7,82.980385,17.019619
8,83.86495,16.135048
9,16.585943,83.41406
10,25.731445,74.26855
11,16.294197,83.7058
12,16.724401,83.275604
13,83.79722,16.202787
14,82.768234,17.23177
15,16.49368,83.50632
16,19.699251,80.30074
17,83.21237,16.787626
18,83.51656,16.483435
19,16.136726,83.86327
20,16.279316,83.72069
21,16.216478,83.783516
22,20.434553,79.565445
23,16.25592,83.74408
24,16.210688,83.789314
25,83.80544,16.194555
26,20.791317,79.20869
27,28.460083,71.53992
28,82.80216,17.19784
29,81.82306,18.176947
30,16.290154,83.70985
31,83.309845,16.690155
32,83.48236,16.51764
33,41.792976,58.207024
34,22.009172,77.99082
35,83.500694,16.499306
36,83.75514,16.24486
37,81.749954,18.250038
38,16.16697,83.83302
39,75.92281,24.077187
40,73.24924,26.750761
41,37.378017,62.621983
42,16.3151,83.684906
43,26.304466,73.69553
44,41.72457,58.275433
45,83.79993,16.200071
46,16.445187,83.55482
47,21.305696,78.694305
48,64.29421,35.705784
49,16.267809,83.732185
50,35.34772,64.65228
51,16.454487,83.54551
52,80.51325,19.486755
53,17.14607,82.85393
54,78.08455,21.915455
55,82.50835,17.491661
56,83.65942,16.34058
57,83.677795,16.322203
58,71.12674,28.873264
59,18.020943,81.97906
60,83.85581,16.14419
61,16.776428,83.22357
62,16.269762,83.73024
63,80.77121,19.22879
64,83.4273,16.572702
65,80.88371,19.116291
66,83.36206,16.637938
67,20.971697,79.028305
68,40.618546,59.381454
69,54.155113,45.844887
70,16.22837,83.77163
71,16.4103,83.5897
72,83.182526,16.817476
73,16.193121,83.806885
74,80.62741,19.37259
75,61.886036,38.113968
76,19.898727,80.10127
77,16.183212,83.81679
78,83.74308,16.256914
79,16.373522,83.62648
80,16.509874,83.49013
81,83.78911,16.210894
82,55.727913,44.272087
83,83.80794,16.192059
84,16.112082,83.88792
85,42.118282,57.881714
86,16.482227,83.51777
87,16.186228,83.813774
88,83.7141,16.285896
89,16.579233,83.42076
90,24.100164,75.89983
91,42.47482,57.525177
92,27.19531,72.804695
93,16.423664,83.576324
94,16.18926,83.81074
95,38.551453,61.44855
96,28.260649,71.73935
97,30.245123,69.75488
98,16.192049,83.80795
99,16.293774,83.70623
100,16.232563,83.76744
101,16.303366,83.69663
102,75.009895,24.990105
103,60.533096,39.466904
104,16.446585,83.55341
105,37.311733,62.688274
106,67.18547,32.814533
107,59.088715,40.911285
108,16.253185,83.74682
109,66.6764,33.323605
110,83.67092,16.329077
111,16.145199,83.854805
112,42.898567,57.101433
113,58.161873,41.838123
114,16.384705,83.615295
115,51.47782,48.522182
116,25.45372,74.54628
117,24.752321,75.24767
118,83.751045,16.248955
119,78.33079,21.669214
120,83.30298,16.697025
121,83.72551,16.274496
122,83.90748,16.092522
123,16.29261,83.7074
124,82.66334,17.33666
125,47.24231,52.75769
126,16.21709,83.78291
127,16.255774,83.744225
128,83.82991,16.17009
129,18.565432,81.43456
130,35.03691,64.96309
131,83.372894,16.627111
132,83.69018,16.309826
133,58.57437,41.425632
134,44.10782,55.89218
135,16.158203,83.8418
136,16.2022,83.7978
137,16.372595,83.62741
138,16.331615,83.66839
139,63.68724,36.31276
140,16.15718,83.84282
141,38.008152,61.99185
142,16.26723,83.73277
143,16.876741,83.12326
144,64.21199,35.78801
145,18.726946,81.273056
146,16.765413,83.23458
147,83.58744,16.412558
148,16.375586,83.62441
149,83.494286,16.505716
150,83.19968,16.800322
151,19.665054,80.334946
152,80.29081,19.709192
153,79.25963,20.740372
154,83.8433,16.156704
155,67.34441,32.655586
156,16.158083,83.84192
157,26.90639,73.09361
158,18.510696,81.4893
159,16.154737,83.84526
160,16.558985,83.44102
161,16.33331,83.666695
162,83.524635,16.475365
163,83.463196,16.5368
164,16.347513,83.65249
165,83.22903,16.770979
166,26.118788,73.88122
167,51.320667,48.67933
168,83.19078,16.809216
169,16.250553,83.74945
170,83.80617,16.193825
171,69.9653,30.03469
172,64.04567,35.954334
173,16.451267,83.54873
174,80.14481,19.855185
175,56.105316,43.894688
176,71.82659,28.173409
177,16.516743,83.48325
178,16.631378,83.368614
179,16.622509,83.37749
180,46.235386,53.764618
181,21.670889,78.32911
182,57.804893,42.195107
183,83.22277,16.777233
184,17.206223,82.79378
185,76.08621,23.913788
186,24.320633,75.679375
187,71.05039,28.949604
188,19.197166,80.802826
189,16.552309,83.447685
190,18.605303,81.3947
191,71.00301,28.99698
192,24.376362,75.62364
193,66.405014,33.59499
194,48.73184,51.26816
195,16.387913,83.61208
196,83.21278,16.78722
197,79.00102,20.99898
198,17.328463,82.67154
199,52.71016,47.28984
200,23.08972,76.910286
201,16.101315,83.89869
202,29.84961,70.15039
203,83.86402,16.13598
204,62.360275,37.63972
205,83.746994,16.253002
206,67.21525,32.78476
207,80.889305,19.110699
208,16.842804,83.157196
209,42.502113,57.497883
210,16.659067,83.340935
211,16.501123,83.49887
212,62.52466,37.47534
213,16.618732,83.381256
214,19.103554,80.89645
215,16.296846,83.70316
216,24.237402,75.762596
217,16.114037,83.88596
218,83.47178,16.528221
219,20.810862,79.18914
220,53.758694,46.24131
221,16.20647,83.793526
222,30.284616,69.71538
223,17.005386,82.99461
224,83.23243,16.767574
