,y,?,n
0,35.02796,28.775597,36.196445
1,35.71394,31.736923,32.54914
2,32.97829,34.65742,32.364285
3,20.851377,36.69334,42.455284
4,31.401003,35.133274,33.465725
5,33.5581,34.36373,32.078175
6,37.964825,31.812912,30.22227
7,31.439587,35.014378,33.546032
8,33.327877,32.93479,33.737328
9,37.343433,37.546177,25.110392
10,31.157747,33.51576,35.32649
11,32.61841,31.548712,35.832874
12,24.749685,38.9965,36.253815
13,31.637959,33.224064,35.137974
14,38.367954,37.302856,24.32919
15,32.700783,32.940144,34.359074
16,31.318787,35.22777,33.453434
17,30.761057,35.216625,34.022312
18,32.5912,35.45254,31.956259
19,33.030476,33.08014,33.889385
20,34.547436,32.277473,33.17509
21,34.809254,31.022131,34.16862
22,29.371176,35.623875,35.00495
23,28.267797,34.27071,37.4615
24,30.916477,34.7041,34.37943
25,31.019085,31.879505,37.10141
26,28.094807,37.59298,34.312214
27,31.490253,32.017197,36.492546
28,23.695534,39.794624,36.509842
29,42.95761,24.028835,33.013554
30,32.827545,33.591404,33.58105
31,34.150692,32.727737,33.121567
32,33.23532,33.70963,33.055046
33,33.357037,32.717686,33.92528
34,32.74628,32.04492,35.20879
35,33.282032,34.53737,32.180603
36,32.872612,34.451164,32.67622
37,41.596394,27.004566,31.399033
38,34.200348,31.86502,33.934628
39,32.061558,33.04623,34.892212
40,32.4879,36.42623,31.085873
41,28.238476,32.260452,39.501076
42,33.621033,26.70445,39.674515
43,32.8715,31.723764,35.40474
44,32.899273,33.802464,33.29826
45,33.25448,31.441154,35.30437
46,30.859943,33.702976,35.43708
47,33.963577,30.791807,35.24462
48,33.80147,34.56127,31.637257
49,28.087755,37.025936,34.886314
50,28.020462,38.189404,33.79013
51,34.152447,33.98298,31.864574
52,27.976345,36.04034,35.983315
53,33.3206,34.11196,32.56744
54,31.534233,35.058018,33.40774
55,34.510674,31.977903,33.511417
56,33.00705,34.340443,32.652508
57,37.65548,31.116613,31.227905
58,35.944897,31.663218,32.391888
59,32.09153,33.971783,33.936684
60,32.54384,34.440403,33.015762
61,36.663284,27.166367,36.170353
62,31.063381,33.32356,35.613068
63,30.237871,32.430164,37.33197
64,31.719244,34.51371,33.767048
65,34.083378,33.491177,32.425446
66,27.431208,38.70319,33.865604
67,33.74516,29.47409,36.780754
68,34.1376,31.095976,34.766422
69,34.121918,32.446087,33.432
70,35.650295,30.553734,33.795975
71,31.734398,35.37883,32.886772
72,38.08114,31.49003,30.428823
73,35.581703,29.543097,34.875202
74,31.013268,32.8576,36.12913
75,34.391792,30.484884,35.123325
76,33.881557,32.88271,33.235733
