,n,y,?
0,34.64262,30.961079,34.3963
1,37.48349,30.212975,32.303535
2,33.074795,33.504303,33.420902
3,34.699833,33.359806,31.940361
4,33.161037,32.69124,34.14772
5,35.771828,30.909174,33.318996
6,34.135223,31.630257,34.234516
7,32.578163,33.257996,34.16384
8,33.164776,33.13843,33.696793
9,33.025963,33.31077,33.663265
10,32.87459,33.261795,33.86361
11,33.303345,33.518295,33.178364
12,33.231922,33.030148,33.737926
13,33.237904,32.71639,34.045704
14,34.603615,31.532913,33.86347
15,33.749138,33.473633,32.777233
16,32.965748,32.22165,34.8126
17,32.686382,33.921124,33.392494
18,34.755966,32.199905,33.04413
19,34.550034,33.908184,31.541788
20,33.75546,33.610752,32.63379
21,32.44032,34.474735,33.084946
22,32.45137,33.5658,33.98283
23,33.177387,33.52655,33.296066
24,34.303677,33.192356,32.503975
25,33.53221,32.186275,34.281513
26,32.042618,34.213146,33.744232
27,33.77591,31.343985,34.880108
28,34.22003,31.943306,33.836666
29,34.388916,32.8401,32.770985
30,32.89425,32.962234,34.143524
31,31.929884,34.576702,33.493416
32,33.783558,32.996216,33.22023
33,34.00377,32.836655,33.159576
34,33.448284,33.831573,32.720146
35,31.47078,34.566013,33.963207
36,32.33701,33.17872,34.48427
37,33.772858,33.53354,32.693604
38,32.845978,33.362473,33.79155
39,33.376266,33.305965,33.31777
40,32.83601,33.683212,33.480774
41,33.258923,33.28029,33.460785
42,32.44237,33.505005,34.05262
43,33.969357,33.581894,32.448742
44,31.356413,35.488552,33.15504
45,34.697643,31.840229,33.46213
46,32.7009,34.204678,33.09442
47,33.398033,33.91039,32.69158
48,32.95309,33.430157,33.61675
49,33.04839,33.427162,33.524445
50,31.763565,34.68075,33.555687
51,32.785156,33.476234,33.738605
52,33.4585,32.75522,33.78629
53,33.08374,33.49103,33.425232
54,34.27449,33.16424,32.561264
55,33.923607,32.2462,33.830196
56,32.978016,33.067627,33.954357
57,33.27809,33.037807,33.6841
58,33.02689,32.36552,34.607586
59,32.96074,32.58019,34.45907
60,33.359043,32.276604,34.36436
61,34.40643,31.915247,33.678326
62,33.21771,33.6535,33.128784
63,32.80334,33.90485,33.29181
64,34.959145,32.8202,32.220654
65,32.739346,33.02102,34.23964
66,33.63136,33.128124,33.240517
67,33.66539,32.787174,33.54743
68,32.599422,33.60346,33.797115
69,33.945747,33.385807,32.668446
70,32.20409,34.11644,33.679478
71,31.74563,32.38863,35.86574
72,33.982937,33.4143,32.602764
73,33.69065,34.302315,32.007034
