,y,?,n
0,34.19892,32.41958,33.381496
1,33.215733,32.99941,33.784855
2,32.97291,33.531303,33.49579
3,31.816944,34.202393,33.980667
4,33.581104,32.42594,33.99295
5,32.45784,33.26172,34.280437
6,33.27726,33.363953,33.358788
7,33.431694,33.788822,32.77948
8,33.73043,33.044167,33.225407
9,33.746876,32.93623,33.316895
10,33.247395,33.48613,33.266476
11,34.725224,32.28623,32.98855
12,35.1018,32.10195,32.796246
13,33.03996,33.89936,33.060677
14,33.281784,33.25594,33.462273
15,25.144545,32.0759,42.77956
16,33.69864,33.42849,32.872875
17,34.88157,32.572998,32.54543
18,32.69409,32.631474,34.674435
19,33.517857,31.686806,34.795334
20,32.615513,38.596516,28.787964
21,33.253563,32.95138,33.79506
22,33.053875,33.329506,33.61662
23,32.703358,33.178062,34.11858
24,33.247707,33.52362,33.228672
25,33.888187,33.68477,32.427044
26,32.555405,33.002434,34.442158
27,34.662605,36.187344,29.150057
28,32.318054,33.846783,33.83516
29,32.813694,33.008472,34.17783
30,31.76028,34.283848,33.95587
31,32.412617,34.345432,33.241947
32,32.49442,33.86873,33.63685
33,33.553207,33.414543,33.03225
34,28.639893,36.13179,35.228317
35,30.009535,34.697147,35.293316
36,33.227352,33.47668,33.295967
37,32.193027,33.19898,34.607994
38,32.595345,33.442715,33.961945
39,33.22393,32.89309,33.88298
40,31.077984,32.650436,36.271584
41,33.538925,33.064507,33.396564
42,32.790123,33.304386,33.905487
43,33.443954,32.045708,34.51034
44,27.060726,32.182217,40.757057
45,33.176075,33.643436,33.18049
46,39.943943,27.19439,32.86167
47,33.168293,33.40911,33.4226
48,34.77047,33.7443,31.48523
49,33.698368,32.89807,33.403564
50,32.270634,34.205902,33.523457
51,34.74705,33.456814,31.796131
52,33.187763,34.476837,32.335403
53,33.26492,34.02707,32.70801
54,35.667183,32.31021,32.02261
55,34.5846,33.280174,32.13523
56,32.61458,33.91538,33.470043
57,29.135996,40.51012,30.353876
58,46.915653,18.819836,34.26451
59,32.348843,32.197273,35.453884
60,33.875847,32.79368,33.33047
61,33.537357,33.210705,33.25194
62,32.895786,34.56276,32.54145
63,33.365543,33.395004,33.239452
64,35.07548,33.4073,31.51722
65,33.90521,33.096912,32.997883
66,30.776987,34.37924,34.84377
67,34.074684,32.1464,33.77892
68,32.453114,33.241306,34.30558
69,32.98715,34.18972,32.823135
70,36.402287,30.488283,33.109432
71,33.970215,33.178604,32.851177
72,28.573942,37.565193,33.86087
73,40.585754,25.250208,34.16404
74,34.800922,31.632465,33.566616
75,38.928135,28.726028,32.345833
76,32.318516,32.298706,35.382782
77,33.42387,33.65052,32.925613
