,y,?,n
0,38.276154,28.248348,33.475494
1,35.545704,34.631798,29.822496
2,32.382755,31.027233,36.59001
3,31.787289,34.5448,33.667915
4,31.449646,30.267794,38.282555
5,36.00486,34.102356,29.892788
6,36.45587,30.491253,33.05287
7,36.303276,28.145159,35.551567
8,24.362429,33.225765,42.411804
9,39.426117,24.202002,36.37188
10,32.928856,29.129843,37.9413
11,32.432056,31.982004,35.58594
12,29.865396,32.80677,37.327835
13,37.844555,25.651628,36.503815
14,35.88237,34.748833,29.3688
15,28.124243,37.5347,34.341057
16,27.84783,27.378365,44.7738
17,37.143795,27.399752,35.456448
18,33.431435,31.627506,34.941055
19,31.99499,32.208763,35.79625
20,29.731464,28.989363,41.27917
21,28.749775,25.38225,45.867973
22,25.609716,37.334164,37.056114
23,32.61586,34.98641,32.397728
24,29.028612,35.91925,35.05214
25,25.271269,24.490557,50.238174
26,30.277819,35.42646,34.295727
27,34.758186,35.3124,29.929415
28,24.170826,24.594404,51.23477
29,32.74695,34.51426,32.73879
30,22.056452,23.29042,54.653126
31,31.079521,35.070175,33.850307
32,36.464733,34.441833,29.09344
33,31.35862,34.387016,34.254364
34,35.17822,31.175179,33.646595
35,42.5133,23.973703,33.512993
36,42.07835,26.215723,31.705925
37,37.79123,33.626057,28.582712
38,29.49737,24.913765,45.588867
39,24.317694,24.263653,51.418655
40,37.652214,29.08124,33.26655
41,31.591251,28.965584,39.44316
42,40.086166,20.863909,39.049927
43,29.740297,31.729721,38.529984
44,32.578533,28.158913,39.26255
45,30.267698,31.180847,38.55146
46,20.812756,25.293356,53.893887
47,34.394356,28.776592,36.829044
48,39.18151,26.79951,34.018986
49,32.762295,32.503117,34.73459
50,37.962803,27.011799,35.0254
51,27.074411,36.550148,36.37544
52,35.580086,35.36894,29.050976
53,29.379862,34.21466,36.405476
54,25.708225,20.272017,54.01976
55,40.689808,25.775337,33.53486
56,37.346687,26.02991,36.623398
57,37.570053,34.45342,27.976524
58,36.526184,33.581345,29.892477
59,29.690891,33.33069,36.978416
60,39.549244,26.541456,33.909294
61,31.14174,28.394423,40.46384
62,33.59745,27.633825,38.768726
63,30.139187,25.251457,44.60935
64,32.97479,31.85838,35.166832
65,38.995686,27.873617,33.1307
66,35.804893,35.664295,28.530815
67,32.64695,30.680258,36.672794
68,34.394638,27.954657,37.650703
69,29.816568,32.581882,37.601555
70,47.43892,22.859697,29.701387
71,31.413177,34.076233,34.51059
72,35.30798,32.543953,32.148067
73,29.625866,35.412006,34.962124
74,36.004135,28.716389,35.279472
75,32.90799,29.640585,37.451424
76,35.616146,31.520477,32.863377
77,32.431255,31.284416,36.284332
78,33.406223,28.948132,37.645645
79,33.421055,34.329212,32.249737
80,34.267735,35.509823,30.222443
81,35.709892,36.124718,28.165384
82,36.469166,34.617336,28.913504
83,40.399055,24.696,34.90494
84,30.685833,33.62955,35.684616
85,38.359215,24.453657,37.187134
86,41.150024,26.415985,32.433987
87,35.985382,29.690668,34.32395
88,37.281784,27.352581,35.365635
89,28.142485,36.02445,35.833065
90,30.877632,24.473295,44.64907
91,22.559484,45.00054,32.439972
92,35.044323,29.794582,35.161095
93,30.798964,28.127352,41.073685
94,37.557457,26.053684,36.388855
95,16.475359,17.147337,66.377304
96,29.218882,26.530499,44.25062
97,31.947819,31.67839,36.373787
98,40.399624,26.904526,32.69585
99,30.910364,30.57953,38.51011
100,30.75256,33.664173,35.583267
101,32.29469,29.73564,37.96967
