,y,?,n
0,44.699852,30.923304,24.376844
1,37.491497,35.63718,26.871323
2,24.798094,32.335125,42.866787
3,23.287191,33.446125,43.266685
4,45.498753,29.456604,25.044638
5,31.595018,30.710093,37.694897
6,45.28047,30.325085,24.39444
7,23.18251,34.555706,42.26178
8,25.84128,31.686985,42.471733
9,45.48654,29.949087,24.564375
10,31.333654,36.01592,32.650436
11,24.535154,37.533447,37.931404
12,24.412092,37.203022,38.38488
13,43.30605,31.955936,24.738016
14,45.571182,29.900059,24.528759
15,23.047709,34.956818,41.995476
16,44.925777,30.751402,24.322826
17,45.59342,29.7232,24.683378
18,26.48145,32.122982,41.395565
19,25.54917,31.768597,42.68223
20,45.165524,30.52829,24.306189
21,45.513115,30.012358,24.474537
22,45.50582,29.481129,25.013044
23,44.522934,30.019081,25.457985
24,24.235039,32.47288,43.29208
25,26.09866,37.961018,35.940327
26,45.412575,30.13123,24.456196
27,45.516346,29.523424,24.960228
28,37.00178,35.556046,27.442173
29,25.812641,37.900623,36.28674
30,45.38004,30.236217,24.383749
31,23.465918,34.969425,41.56466
32,23.306314,33.42854,43.26515
33,45.581158,29.745352,24.673485
34,44.795383,30.125216,25.0794
35,45.54995,29.656765,24.79328
36,27.864775,38.401432,33.733788
37,45.392944,30.237967,24.369087
38,27.75321,38.905888,33.3409
39,45.566586,29.803806,24.629608
40,23.305948,33.5564,43.137653
41,26.384508,34.033375,39.582127
42,45.57445,29.680788,24.744759
43,44.13478,31.365343,24.49988
44,25.626055,31.722027,42.651924
45,43.144466,32.25687,24.59867
46,24.018373,36.95959,39.022034
47,37.785072,35.026493,27.188438
48,45.40021,30.222782,24.377003
49,45.134384,29.223225,25.64239
50,23.785925,36.501507,39.71257
51,22.996088,35.091854,41.912052
52,35.89564,30.3465,33.757862
53,26.410788,32.348404,41.240807
54,42.48245,32.682457,24.835094
55,29.322914,31.152714,39.524364
56,42.721237,31.847462,25.431305
57,44.29875,31.155146,24.546103
58,45.24446,30.432869,24.322668
59,23.666822,32.985943,43.347237
60,45.47627,29.940895,24.582832
61,26.003334,31.625956,42.37071
62,45.52573,29.981136,24.493132
63,23.708838,33.01429,43.27688
64,45.530624,29.844383,24.624994
65,42.74061,31.729294,25.530096
66,43.8309,31.678247,24.49085
67,27.864882,31.1014,41.033722
68,45.515038,29.494148,24.990807
69,23.690437,36.59485,39.71471
70,27.271542,33.230774,39.49768
71,32.238182,38.317226,29.44459
72,45.34077,30.300379,24.358856
73,45.25794,30.414602,24.32746
74,23.887018,32.943813,43.169163
75,24.058764,32.593697,43.34754
76,44.67264,30.99025,24.337112
77,27.374416,33.10196,39.523624
78,26.863888,31.799343,41.336773
79,42.452465,30.357763,27.189775
80,23.988945,32.674328,43.336727
81,27.72317,31.226803,41.05003
82,23.741665,32.907425,43.350914
83,45.515938,29.536516,24.947552
84,26.080832,31.600914,42.318253
85,25.431465,37.764084,36.804455
86,30.985382,32.30175,36.712864
87,25.616577,38.781075,35.602345
88,45.311836,30.157995,24.530174
89,45.17105,30.520311,24.308641
90,23.500904,33.23575,43.26334
91,26.216465,38.621647,35.16189
92,25.641832,31.735971,42.622196
93,24.044203,32.672424,43.283375
94,25.648481,31.828285,42.523235
95,31.835573,38.798607,29.365816
96,23.670624,33.15078,43.178593
97,45.439713,30.155159,24.405125
98,45.509033,30.017435,24.473534
99,36.771057,30.283741,32.94521
100,45.342415,29.316235,25.341343
101,44.5421,31.169415,24.288492
102,34.686707,34.375027,30.938274
103,30.03103,39.960255,30.008709
104,39.94392,34.387054,25.669024
105,43.587215,30.509398,25.903385
106,24.152227,37.02716,38.820614
107,25.390429,38.63679,35.97278
108,36.60516,29.984417,33.410427
109,44.769096,30.926401,24.304499
110,45.526524,29.543385,24.930088
111,45.57423,29.887789,24.53798
112,30.039083,39.43581,30.525108
113,29.309221,32.83738,37.853397
114,44.01562,31.653196,24.331179
115,24.445494,33.52474,42.02977
116,45.48293,29.42818,25.088892
117,27.960215,31.82027,40.219513
118,45.156677,29.550037,25.293282
119,29.339855,34.22847,36.431675
120,30.985481,38.55396,30.46056
121,45.221718,29.250237,25.52804
122,37.615158,31.14599,31.238852
123,25.239511,31.906895,42.853592
124,29.404617,30.857971,39.737415
125,45.096313,29.427803,25.475883
126,23.932844,36.722343,39.344807
127,38.684574,31.42597,29.889456
128,24.848295,37.57606,37.57564
129,31.583382,37.686527,30.73009
130,44.49253,30.47312,25.034355
131,26.788803,38.211254,34.999943
132,26.209446,37.70075,36.08981
133,45.22739,29.282299,25.490314
134,25.137646,31.968117,42.894238
135,27.87199,38.51766,33.610348
136,26.732891,38.5822,34.68491
137,24.172617,36.46795,39.359432
138,23.306208,33.99828,42.695503
139,24.071342,32.64715,43.28151
140,38.373672,33.34917,28.277153
141,45.399094,30.189863,24.41105
142,24.38444,32.549484,43.066082
143,45.604385,29.746506,24.649107
144,44.976894,30.753262,24.26985
145,42.097668,31.23079,26.671541
146,24.368229,36.7982,38.833572
147,45.52184,29.48282,24.99535
148,45.52884,29.7201,24.75106
149,42.159004,32.736515,25.104485
150,45.565693,29.83356,24.600748
151,45.378033,30.255186,24.366783
152,23.166725,33.71472,43.118557
153,27.572472,38.343426,34.084103
154,29.303524,38.534363,32.162117
155,45.570248,29.615816,24.813929
156,23.140917,33.920822,42.93826
157,45.579853,29.649448,24.770699
158,45.15882,29.423805,25.417366
159,24.574873,37.35798,38.067142
160,45.472355,30.10778,24.419863
161,44.008972,29.454031,26.536999
162,24.2948,37.32176,38.38344
163,44.89624,29.445303,25.658455
164,31.280252,30.923016,37.796726
165,24.226116,35.69518,40.0787
166,45.537315,29.59636,24.866325
167,28.485214,31.710371,39.804417
168,25.763697,37.90262,36.333683
169,25.752651,36.641426,37.605923
170,45.391666,29.34724,25.261086
171,45.530846,29.98775,24.481411
172,40.89473,31.865553,27.23972
173,23.147762,34.05664,42.795605
174,37.49533,34.972054,27.53262
175,45.007153,30.690788,24.30206
176,32.805573,30.371784,36.822647
177,23.510653,33.721127,42.76822
178,26.462742,36.52298,37.014282
179,24.114552,36.942276,38.943165
180,33.013268,36.002426,30.98431
181,24.28062,34.19968,41.519703
182,26.930231,31.36497,41.704807
183,26.349459,31.951996,41.698544
184,23.150154,35.6579,41.19194
185,28.273243,31.982092,39.744663
186,34.146133,34.433113,31.420765
187,24.07765,32.737724,43.18462
188,24.566643,36.767727,38.66563
189,45.476414,30.096912,24.426668
190,45.564945,29.688667,24.746387
191,24.216227,32.540684,43.243095
192,23.76289,36.527615,39.70949
193,44.745026,30.837185,24.417788
194,45.57397,29.822334,24.603691
195,30.617306,31.1043,38.278397
196,24.431648,32.276356,43.291992
197,23.256857,34.11905,42.624096
198,26.621532,38.234356,35.144115
199,40.801933,29.890266,29.307804
200,26.297506,31.778473,41.924026
201,30.903854,31.349806,37.746338
202,26.980555,34.285408,38.734035
203,44.69807,30.723133,24.578798
204,23.045797,34.65412,42.300083
205,43.637054,30.264305,26.098642
206,25.390125,32.997463,41.61242
207,33.157337,34.266235,32.57643
208,45.584686,29.791674,24.623642
209,45.275715,30.392483,24.3318
210,24.70101,37.917107,37.38188
211,26.664495,38.154667,35.180836
212,45.501507,30.05865,24.43985
213,45.670914,29.671324,24.65776
214,26.459969,31.91096,41.629074
215,45.009308,30.715096,24.2756
216,27.816633,38.471973,33.7114
217,23.439938,33.22199,43.338074
218,38.13148,29.768244,32.100277
219,26.984638,32.370815,40.64455
220,23.059498,34.42626,42.51424
221,39.13638,31.67428,29.189344
222,45.538273,29.927355,24.534378
223,26.861292,36.321163,36.817543
224,45.289684,30.360743,24.349567
225,34.97991,35.363453,29.656631
226,37.290825,31.467634,31.241539
227,25.468102,38.038883,36.49302
228,45.38648,29.668596,24.944925
229,37.30312,30.71777,31.97911
230,26.39308,38.142483,35.464436
231,38.951374,33.69853,27.350098
232,43.74832,29.307417,26.944265
233,23.05019,34.311314,42.638504
234,42.34459,32.711124,24.944284
235,23.139946,34.987278,41.872772
236,25.129158,31.944012,42.926823
