,y,?,n
0,67.59931,15.208814,17.191877
1,62.4495,23.264362,14.286134
2,51.82104,21.485489,26.693472
3,56.669765,26.585478,16.74476
4,36.336216,50.45148,13.212304
5,15.185571,41.327686,43.48674
6,61.95227,25.203144,12.844589
7,61.01037,16.393984,22.59565
8,28.666588,15.350689,55.98272
9,66.62938,15.371463,17.99916
10,66.53412,19.876799,13.589086
11,67.505486,15.150012,17.344507
12,19.144108,27.366882,53.48901
13,13.628318,24.705204,61.66647
14,38.921658,15.724219,45.354122
15,58.89226,25.93972,15.16802
16,14.122814,18.864464,67.01272
17,13.305914,30.865543,55.82854
18,22.949799,15.0610075,61.9892
19,14.9941635,16.940872,68.064964
20,54.591335,20.237617,25.171045
21,26.237812,13.873691,59.888493
22,36.118237,15.66839,48.213367
23,14.683864,65.141426,20.174711
24,13.932564,18.14688,67.920555
25,24.586668,15.073994,60.339336
26,67.51675,18.330217,14.153033
27,57.720383,15.238855,27.040758
28,21.859852,60.166985,17.97316
29,23.67322,15.679024,60.647762
30,15.168892,59.047745,25.78336
31,67.781975,18.11484,14.103177
32,20.899122,17.587572,61.513306
33,34.509964,14.887294,50.602745
34,67.70215,18.10698,14.190867
35,40.572647,42.78001,16.647343
36,13.231163,28.194427,58.57441
37,26.339596,15.88526,57.77514
38,66.89891,19.15169,13.949403
39,15.837404,15.35576,68.80683
40,40.093864,14.890049,45.01608
41,14.123933,56.971176,28.904894
42,17.457005,15.140798,67.4022
43,26.129934,14.272902,59.59716
44,14.148174,18.431606,67.42022
45,17.448135,15.268062,67.283806
46,14.380813,64.076195,21.542984
47,29.126877,23.176632,47.696495
48,17.884233,65.19777,16.918
49,37.79691,46.098442,16.104654
50,30.823862,14.760059,54.416084
51,13.389559,23.482828,63.127613
52,20.812155,64.157875,15.029979
53,67.48423,18.434494,14.081276
54,64.437805,14.817801,20.744392
55,24.168224,56.534607,19.297163
56,22.952164,35.164585,41.88325
57,14.688211,65.19385,20.117939
58,28.658455,20.012028,51.329517
59,15.850192,15.47627,68.67354
60,59.933617,15.918621,24.147762
61,33.061295,22.863539,44.07517
62,29.0696,14.3809185,56.549477
