,n,?,y
0,85.41994,7.5467386,7.033323
1,40.775364,40.85889,18.365744
2,84.06805,7.8192024,8.112752
3,5.9951286,9.306596,84.69827
4,59.961033,13.221286,26.817682
5,18.784286,31.356451,49.85927
6,82.061714,7.660959,10.277328
7,24.955454,58.175938,16.868607
8,6.0412946,8.698646,85.260056
9,84.23518,6.904528,8.860291
10,83.969604,8.243162,7.787238
11,83.381294,7.834364,8.784344
12,8.027027,11.810882,80.16209
13,58.464504,20.476612,21.058882
14,84.11783,8.136041,7.7461376
15,29.253328,10.650503,60.09617
16,7.1847143,11.240998,81.57429
17,85.72893,7.0708523,7.200215
18,5.913238,8.340829,85.74593
19,5.922919,9.31728,84.7598
20,6.656278,10.207815,83.1359
21,17.861618,39.22487,42.913513
22,8.607913,9.205586,82.18649
23,6.078917,8.567196,85.35389
24,6.552249,8.373489,85.074265
25,11.744583,14.3703,73.88512
26,6.168005,8.468292,85.3637
27,24.088852,14.331545,61.57961
28,59.574455,13.103838,27.321703
29,83.86137,8.55255,7.5860844
30,6.3448167,8.3364725,85.31872
31,5.8817887,10.119199,83.999016
32,75.21239,13.652222,11.13539
33,7.545153,11.185471,81.26937
34,77.05565,9.444692,13.499668
35,6.493827,8.583007,84.923164
36,5.9179225,8.768687,85.31339
37,67.009,15.708187,17.282814
38,5.8754582,9.56773,84.556816
39,6.137369,8.666448,85.19618
40,6.1517344,8.421825,85.42644
41,46.393402,15.827634,37.778965
42,5.9301944,9.764359,84.30545
43,6.1872983,8.599342,85.21336
44,7.148985,11.84554,81.00548
45,14.538729,13.112998,72.348274
46,59.19159,16.56991,24.238495
47,15.012368,65.50801,19.47963
48,15.989703,63.836815,20.173477
49,12.893905,23.024494,64.081604
50,6.9620004,10.526763,82.51123
51,8.623584,7.925701,83.450714
52,18.879105,11.685853,69.43505
53,10.54902,47.927563,41.52342
54,72.81269,15.130703,12.056602
55,85.44995,7.5219483,7.028099
56,82.71126,8.895228,8.393517
57,50.94778,30.848083,18.20414
58,85.98057,6.990806,7.0286264
59,12.549565,9.459136,77.9913
60,82.82731,8.989203,8.183488
61,5.9061155,10.0769205,84.01697
62,5.884243,9.418145,84.69762
63,5.907046,9.146624,84.946335
64,11.71445,12.161009,76.12454
65,82.186485,11.78619,6.027329
66,83.91968,9.534989,6.5453367
67,6.717834,11.206792,82.07538
68,9.289665,9.973065,80.73727
69,7.188333,9.681163,83.1305
70,8.923853,66.29202,24.784119
71,6.4506025,8.318148,85.231255
72,7.454709,8.045767,84.49953
73,10.945308,40.30687,48.74783
74,85.369095,8.152054,6.4788637
75,69.414345,21.013714,9.571942
76,83.30507,9.315397,7.379521
77,7.768807,8.237952,83.99324
78,26.17912,60.241093,13.579792
79,14.917794,8.591377,76.49083
80,6.0160336,9.687102,84.29687
81,85.69619,8.277408,6.0264034
82,85.033554,7.3947234,7.5717173
83,86.23211,7.057947,6.7099423
84,86.13449,7.106164,6.7593412
85,84.32425,9.278375,6.3973775
86,84.08657,8.003094,7.9103427
87,85.8365,7.543817,6.619683
88,80.922424,9.381682,9.69589
89,11.717753,19.698673,68.58357
90,9.196591,8.743698,82.05971
91,7.1263657,8.132502,84.741135
92,7.6835184,7.8232937,84.49319
93,6.0848193,8.447952,85.46723
94,10.200959,16.440882,73.358154
95,53.824444,29.962507,16.213047
96,8.860283,8.198515,82.94121
97,6.551741,8.094401,85.35386
98,85.60111,7.4819317,6.9169493
99,37.657608,12.464124,49.87827
100,12.773713,9.46605,77.76024
101,11.720516,37.646797,50.63269
102,14.313107,12.472706,73.21419
103,8.164449,80.93062,10.90493
104,6.2780485,8.449504,85.272446
105,84.18031,8.232213,7.5874777
106,82.76922,9.425101,7.805682
107,5.9541426,8.959897,85.08596
108,20.62424,55.996216,23.379543
109,34.81931,47.313946,17.866745
110,83.16718,8.251597,8.581216
111,83.81573,7.7800827,8.404184
112,83.469635,7.1930327,9.337332
113,6.34159,8.4899845,85.16843
114,82.87268,9.461584,7.665735
115,6.020438,9.820488,84.15907
116,12.22783,34.551712,53.220455
117,81.48944,8.363494,10.147061
118,84.05006,7.962531,7.9874167
119,84.30292,8.583392,7.113694
120,8.161509,83.79502,8.043471
121,83.786,9.764896,6.449102
122,11.789623,17.54191,70.66846
123,79.44534,9.302398,11.252265
124,33.07986,41.832493,25.087652
125,81.359604,11.507094,7.1333027
126,82.387184,9.146408,8.466402
127,85.67786,8.017522,6.304624
128,35.62422,52.411705,11.964082
129,5.881167,9.565752,84.55308
130,8.033525,81.24431,10.722164
131,83.483894,9.350003,7.16611
132,73.90667,11.551497,14.541828
133,31.074398,52.68396,16.24164
134,85.43503,7.6341815,6.9307914
135,24.119875,30.824652,45.055473
136,24.15526,62.846817,12.997924
137,17.950802,70.10244,11.946758
138,6.1974854,9.092009,84.7105
139,78.81802,11.672566,9.509403
140,74.334,12.979567,12.686432
141,85.819664,7.182013,6.9983163
142,7.969099,84.08162,7.949278
143,85.58948,7.6854887,6.7250276
144,83.59624,8.053335,8.350427
145,84.08267,7.833147,8.08418
146,78.24368,10.479191,11.277123
147,53.287228,30.498648,16.214136
148,57.493107,26.916632,15.590262
149,23.348545,11.71613,64.935326
150,25.819536,16.600515,57.579952
151,83.106384,9.446071,7.447547
152,77.55096,11.914572,10.534476
153,86.37947,7.1031256,6.5174074
154,6.170329,8.867749,84.96193
155,12.734437,70.01199,17.253574
156,67.94155,21.795849,10.262601
157,83.44543,9.7482,6.8063774
158,80.00563,11.181566,8.812803
159,7.4240885,84.28516,8.290755
160,62.393166,12.035849,25.570982
161,40.24939,40.474876,19.27573
162,85.55884,8.141568,6.2995963
163,14.0742035,47.399837,38.525955
164,64.555595,21.489235,13.955164
165,78.14827,9.852829,11.998904
166,5.8749514,9.584727,84.54032
167,34.602097,19.21001,46.18789
168,6.0253124,9.569741,84.404945
169,5.9647255,8.898541,85.136734
170,83.677864,10.018707,6.303423
171,86.40192,7.345933,6.2521524
172,83.64534,8.973562,7.3811026
173,5.957943,8.593225,85.44883
174,82.260956,7.4760904,10.262956
175,67.91016,11.634866,20.454985
176,80.46402,10.248948,9.287031
177,7.1869693,84.20406,8.608959
178,24.126553,23.38359,52.489853
179,7.5673523,80.12658,12.306067
180,85.31095,8.667568,6.02148
181,5.870294,9.706294,84.42341
182,8.101738,83.88946,8.008805
183,13.290198,18.221458,68.48835
184,8.04298,10.72616,81.23086
185,84.71751,7.9268575,7.355645
186,83.286575,8.8126135,7.900811
187,7.7687116,7.801663,84.42963
188,15.931818,16.624607,67.44358
189,51.05011,21.828476,27.121418
190,30.726788,45.67702,23.596195
191,83.91815,8.2565975,7.825245
192,77.13623,9.037813,13.825952
193,85.90356,8.0252495,6.0711904
194,84.57281,8.076963,7.350231
195,76.63517,10.862754,12.50208
196,85.32526,7.0514827,7.6232543
197,84.01564,8.525263,7.4590893
198,6.2017508,8.903978,84.89427
199,83.75665,7.6279044,8.615444
200,6.152914,10.022232,83.82485
201,13.314984,9.56086,77.124146
202,57.744987,26.273808,15.981209
203,5.9590063,16.62925,77.41174
204,86.54912,7.105132,6.3457565
205,80.680176,9.284147,10.035668
206,9.825941,15.287511,74.88655
207,54.910797,27.859444,17.229767
208,6.059278,8.995316,84.94541
209,85.39702,7.3647113,7.238265
210,84.275566,8.861417,6.863013
211,86.30757,7.0253506,6.667079
212,78.433075,12.305607,9.261321
213,6.0335407,9.813676,84.15279
214,77.45384,14.272894,8.273262
215,14.285846,11.916084,73.79807
216,84.08238,8.752345,7.165271
217,6.7431016,10.499621,82.75727
218,84.01799,8.086748,7.8952575
219,85.37207,7.151165,7.476755
