,republican,democrat
0,42.06042,57.939583
1,41.09961,58.90039
2,40.34494,59.655064
3,40.688793,59.311207
4,59.81902,40.180973
5,42.170258,57.829742
6,55.09932,44.900684
7,59.159595,40.840405
8,44.608643,55.391357
9,40.687733,59.312267
10,40.234135,59.76587
11,59.696335,40.303665
12,41.720657,58.279343
13,40.78178,59.218224
14,59.655857,40.34414
15,57.395058,42.604942
16,55.850082,44.14992
17,41.092632,58.90737
18,58.9594,41.040604
19,40.13647,59.863533
20,40.321697,59.6783
21,59.681217,40.318783
22,54.041565,45.958443
23,59.232418,40.76758
24,42.12865,57.87135
25,59.594707,40.405293
26,40.465553,59.534447
27,40.833836,59.166176
28,40.117638,59.882366
29,40.21201,59.787994
30,42.79408,57.20592
31,58.04596,41.95405
32,59.71349,40.28651
33,47.79605,52.203953
34,41.537525,58.46247
35,59.259666,40.740334
36,46.10861,53.891384
37,40.725067,59.274937
38,59.810246,40.18976
39,58.32438,41.675625
40,40.43183,59.56817
41,59.59837,40.401627
42,40.2999,59.700096
43,58.449207,41.550793
44,41.403152,58.596844
45,51.54277,48.457233
46,40.265625,59.734375
47,51.394623,48.605377
48,42.89973,57.100273
49,40.166225,59.83377
50,59.884327,40.115673
51,55.232353,44.76765
52,40.239204,59.760796
53,40.3433,59.656696
54,59.764748,40.23525
55,59.772945,40.22706
56,40.44909,59.55091
57,59.577255,40.422745
58,56.996143,43.003853
59,59.50982,40.490173
60,42.68596,57.314037
61,40.752964,59.24704
62,41.27198,58.72802
63,40.15215,59.84785
64,41.930157,58.069843
65,45.766006,54.233994
66,59.332664,40.667336
67,40.888016,59.111984
68,59.66724,40.33276
69,57.812267,42.187733
70,40.61997,59.38003
71,44.257782,55.74221
72,44.700768,55.299232
73,59.78563,40.214367
74,42.147465,57.852535
75,59.75998,40.240017
76,59.44602,40.553978
77,41.005096,58.9949
78,59.682602,40.317394
79,40.18858,59.811424
80,40.295742,59.70426
81,53.12231,46.87769
82,41.816715,58.18328
83,40.197052,59.802948
84,40.211395,59.78861
85,53.869865,46.130127
86,40.16681,59.83318
87,59.793385,40.206615
88,40.881603,59.118397
89,56.81327,43.186726
90,40.44942,59.550583
91,59.854763,40.145237
92,40.64687,59.35313
93,40.471733,59.528267
94,41.42561,58.57439
95,40.956364,59.04364
96,40.95803,59.041977
97,59.787083,40.21292
98,59.89209,40.107914
99,58.632935,41.36706
100,40.626816,59.373188
101,40.516636,59.48336
102,53.68322,46.316772
103,52.103645,47.89635
104,40.818153,59.181847
105,59.78682,40.213184
106,58.241898,41.758102
107,41.039257,58.960743
108,40.996216,59.003784
109,50.90586,49.094143
110,59.174274,40.82572
111,56.030304,43.969692
112,59.698093,40.30191
113,57.92374,42.076263
114,41.887794,58.11221
115,47.5094,52.490597
116,40.445526,59.554474
117,59.699936,40.300064
118,58.670147,41.329857
119,40.68167,59.31833
120,59.525063,40.474934
121,40.77334,59.226654
122,40.83212,59.167885
123,40.483067,59.51693
124,40.545033,59.45497
125,41.39618,58.603817
126,41.748684,58.25132
127,41.411427,58.588577
128,59.18023,40.81977
129,41.20956,58.790443
130,40.841736,59.158264
131,59.65412,40.34587
132,59.854496,40.145508
133,41.151474,58.84853
134,51.236813,48.763187
135,57.883495,42.11651
136,41.496983,58.503025
137,42.140053,57.859947
138,42.61602,57.38398
139,43.44609,56.553905
140,59.735233,40.264767
141,59.045517,40.954483
142,40.498547,59.501457
143,42.42346,57.576538
144,41.226826,58.77318
145,40.587284,59.412712
146,59.734177,40.265827
147,43.519352,56.48065
148,49.779694,50.220306
149,58.766705,41.2333
150,40.25914,59.740852
151,42.17802,57.821976
152,57.020885,42.979122
153,44.800114,55.199886
154,42.530792,57.46921
155,40.59457,59.405422
156,40.29345,59.70655
157,59.07271,40.927288
158,59.688454,40.31154
159,40.439583,59.560417
160,59.11077,40.88923
161,59.504593,40.495403
162,59.855316,40.144684
163,57.152355,42.847652
164,55.53822,44.461777
165,52.028877,47.971123
166,40.46362,59.536373
167,40.979465,59.02054
168,58.606384,41.393616
169,40.470917,59.52908
170,59.20043,40.79957
171,58.329918,41.670082
172,47.211075,52.788925
173,40.56549,59.43451
174,59.86625,40.133747
175,59.873413,40.126587
176,45.07567,54.924328
177,48.22975,51.770252
178,52.836357,47.163643
179,46.52073,53.47927
180,58.7713,41.2287
181,40.785236,59.214764
182,41.49347,58.506523
183,40.174023,59.825974
184,43.455692,56.544304
185,40.822746,59.17726
186,41.175564,58.824432
187,56.97708,43.02292
188,46.30591,53.69409
189,51.83267,48.16733
190,45.704174,54.29582
191,51.98496,48.015038
192,59.57458,40.42542
193,58.15938,41.840614
194,59.822197,40.177803
195,40.465256,59.53474
196,52.72199,47.27801
197,41.538067,58.461933
198,40.841522,59.15848
199,45.331253,54.668747
200,40.44019,59.559803
201,48.770115,51.22989
202,59.651585,40.34841
203,59.538578,40.461426
204,41.483902,58.5161
205,40.35648,59.643524
206,51.58079,48.41921
207,57.95786,42.04214
208,56.92533,43.07467
209,58.162212,41.837788
210,42.260464,57.739532
211,54.844624,45.155373
212,40.9641,59.035896
213,59.361298,40.6387
214,59.782295,40.217705
215,41.463596,58.5364
216,59.865093,40.134914
217,55.9792,44.020798
218,59.393944,40.606056
219,40.29244,59.70757
220,44.911236,55.088764
221,46.491695,53.508312
222,40.451508,59.548492
223,42.657787,57.34222
224,42.85798,57.14202
225,59.85368,40.146324
226,46.354424,53.645576
227,58.86346,41.13654
228,59.747154,40.252842
229,45.883457,54.116547
230,59.588062,40.411934
231,57.024174,42.975822
232,41.09447,58.90553
233,41.224087,58.77591
234,44.40377,55.596233
235,59.808178,40.191822
236,40.830532,59.169464
237,47.484478,52.515526
238,41.48856,58.51144
239,59.27658,40.72342
240,50.301407,49.698586
241,41.442863,58.557137
242,41.937435,58.062572
243,56.81695,43.18305
244,58.832695,41.1673
245,59.63189,40.36811
246,59.26644,40.733562
247,57.67958,42.32042
248,40.161045,59.838955
249,42.98543,57.014572
250,40.22486,59.77513
251,40.98352,59.016483
252,56.658344,43.341656
253,40.59753,59.402466
254,59.607716,40.392284
255,40.637547,59.362457
256,59.864914,40.13509
257,58.424587,41.575413
258,41.089203,58.910797
259,58.34114,41.658863
260,59.186165,40.813835
261,41.823025,58.176975
262,40.11372,59.886276
263,40.420227,59.579773
264,53.953888,46.046112
265,42.312008,57.687992
266,57.92814,42.07186
267,59.853607,40.14639
268,56.981365,43.01864
269,59.27291,40.72709
270,45.540066,54.459934
271,59.86275,40.137245
272,45.22323,54.77677
273,59.444706,40.55529
274,41.66837,58.331635
275,41.116013,58.883984
276,50.043125,49.956882
277,43.877346,56.122654
278,40.396233,59.603767
279,43.961514,56.038486
280,59.20017,40.799828
281,43.816498,56.183506
282,50.890224,49.10977
283,40.570637,59.42936
284,51.94203,48.057972
285,57.41747,42.582527
286,52.251755,47.74825
287,53.787876,46.21212
288,59.653557,40.34644
289,59.159748,40.84025
290,59.18204,40.817963
291,59.229946,40.77006
292,59.497673,40.50233
293,43.3334,56.6666
294,58.760834,41.239174
295,40.301304,59.698696
296,59.70583,40.294178
297,41.987022,58.012974
298,40.58028,59.419716
299,49.439423,50.56057
300,57.692875,42.307125
301,40.700825,59.299175
