,y,?,n
0,39.934444,31.603802,28.461748
1,37.991707,32.890854,29.117447
2,12.109397,46.873386,41.01722
3,38.44522,31.31085,30.243927
4,41.335316,30.564304,28.100378
5,42.278538,31.525808,26.195654
6,40.25039,32.835495,26.91411
7,38.873173,36.030262,25.09657
8,11.052542,38.36006,50.58739
9,38.69462,26.88926,34.416122
10,40.31276,32.62369,27.06355
11,12.215844,34.37893,53.40523
12,10.8705845,34.228065,54.901344
13,40.79345,32.25729,26.949263
14,48.227688,21.663202,30.109108
15,8.969728,22.655712,68.37456
16,9.907676,37.21655,52.875774
17,39.294865,26.234766,34.470367
18,11.885593,36.74755,51.36685
19,8.975174,34.78082,56.24401
20,11.156099,33.914795,54.929108
21,10.018345,35.916767,54.064888
22,10.286828,31.192053,58.521122
23,16.487144,27.256397,56.256454
24,11.314956,30.431658,58.253384
25,10.661886,34.02067,55.317436
26,9.25439,31.365437,59.380173
27,40.12914,31.746283,28.124577
28,10.707216,28.363115,60.929672
29,38.294147,36.14442,25.561428
30,14.101656,44.66252,41.235825
31,12.134888,34.205364,53.659748
32,40.109253,32.340122,27.550625
33,10.515183,27.84842,61.6364
34,42.439354,31.83744,25.723204
35,41.873455,31.48275,26.643791
36,41.580807,30.303848,28.115345
37,45.810833,28.764704,25.424458
38,10.63247,32.85903,56.5085
39,11.752182,34.67209,53.575726
40,10.625872,35.27141,54.102715
41,11.038254,28.887478,60.07427
42,10.885637,34.60752,54.50684
43,11.014474,32.37871,56.60681
44,8.76604,23.113,68.12096
45,10.693281,35.9891,53.31762
46,15.666795,29.970242,54.362965
47,9.976439,35.691463,54.3321
48,41.17547,31.13586,27.688673
49,11.093764,38.27698,50.629257
50,39.546387,33.8696,26.584017
51,9.645144,31.536228,58.818626
52,41.397026,31.110706,27.49226
53,11.345485,35.81733,52.83719
54,39.67038,32.825672,27.503946
55,37.077576,29.110695,33.811737
56,39.755657,33.101196,27.143148
57,38.569485,36.04271,25.387806
58,39.86723,32.68272,27.450058
59,14.977266,24.764507,60.258232
60,42.036514,30.821339,27.142143
61,9.558518,33.688885,56.752598
62,12.185839,35.882275,51.93188
63,10.927567,35.311848,53.76059
64,41.327023,32.13081,26.542164
65,39.890835,32.76947,27.339697
66,41.036247,30.467638,28.496117
67,10.657273,36.50752,52.83521
68,10.917504,31.265968,57.81653
69,10.197499,35.885994,53.916508
70,10.588555,34.02585,55.3856
71,10.716012,35.069847,54.214138
72,37.667892,36.30142,26.030693
73,11.007517,34.09782,54.89466
74,39.32329,35.034466,25.642242
75,42.831406,30.283508,26.885084
76,39.440166,36.576492,23.98334
77,38.232162,36.646877,25.120962
78,42.060123,31.530949,26.408926
79,9.469814,32.574833,57.955353
80,10.347077,34.627605,55.025314
81,38.728798,35.33431,25.9369
82,39.898624,30.96473,29.136642
83,42.830036,31.05464,26.115326
84,40.604214,33.972843,25.422943
85,39.292908,33.66827,27.038822
86,39.55666,35.166813,25.276524
87,41.843166,32.415344,25.741491
88,38.818516,36.232506,24.948978
89,11.266001,35.110878,53.623123
90,10.34043,30.381594,59.27798
91,10.895159,35.56288,53.541958
92,10.790149,33.671993,55.537857
93,39.356674,31.684643,28.958685
94,41.72842,31.925234,26.346354
95,40.899742,32.35453,26.745731
96,40.06217,31.716072,28.221762
97,11.423401,32.585526,55.99107
98,40.39986,34.53062,25.069523
99,40.40339,31.351868,28.24474
100,42.56739,26.761198,30.671415
101,37.703785,32.6653,29.630917
102,41.896847,31.644455,26.458693
103,11.089693,34.960926,53.949387
104,13.444841,27.800352,58.754807
105,40.081673,33.604656,26.313675
106,10.817369,54.05424,35.128387
107,13.914204,30.909136,55.176662
108,9.631276,32.82842,57.540302
109,10.116156,35.684563,54.19928
110,43.946846,31.511774,24.541376
111,10.070898,31.748857,58.180244
112,39.508705,33.7648,26.726494
113,13.090136,34.117016,52.792847
114,10.6960125,55.371475,33.932514
115,10.182684,34.94574,54.87157
116,39.606903,35.304146,25.088951
117,10.258238,33.931427,55.810337
118,38.84606,33.925724,27.228216
119,39.54087,36.471737,23.9874
120,40.908855,32.110992,26.980146
121,38.7291,34.494972,26.775928
122,40.70713,31.989428,27.303442
123,21.082153,18.089333,60.828518
124,38.1374,31.390255,30.472342
125,40.942616,31.579226,27.47816
126,9.387992,33.477608,57.134403
127,11.257369,34.8988,53.843826
128,11.403305,34.538414,54.058285
129,12.356378,55.825974,31.817648
130,11.3239,32.852474,55.823624
131,41.92,31.440071,26.639938
132,39.27812,36.169945,24.55194
133,39.88626,33.57962,26.534119
134,27.017727,30.574585,42.40769
135,39.404636,33.635242,26.960123
136,10.764168,35.885704,53.35013
137,9.429902,36.918774,53.65132
138,9.652886,29.830896,60.51622
139,11.3798895,36.827965,51.792145
140,39.948715,31.934309,28.116972
141,37.92769,34.965904,27.106407
142,10.057363,30.258612,59.684025
143,11.762633,32.005146,56.23222
144,10.453156,18.910902,70.63594
145,38.404125,32.937,28.658873
146,11.081609,34.10395,54.81444
147,42.346573,31.340431,26.313002
148,11.838245,30.488453,57.673306
149,41.38573,31.926355,26.68792
150,42.41274,32.11685,25.47041
151,10.107992,31.551664,58.340347
152,11.135356,35.802,53.06264
153,40.228508,33.839558,25.931934
154,38.251717,36.443596,25.304688
155,40.49263,29.952955,29.554419
156,10.50445,32.028442,57.46711
157,40.470444,34.916264,24.613285
158,11.433479,55.227165,33.339355
159,37.780327,34.581768,27.637901
160,40.414032,29.514343,30.071629
161,42.61789,30.09195,27.290163
162,39.74801,34.166584,26.085407
163,38.76732,36.038876,25.193808
164,10.288448,35.0719,54.63965
165,43.092625,30.593935,26.313438
166,41.927578,34.38948,23.682943
167,39.582817,33.79307,26.624113
168,10.043615,27.14955,62.80683
169,10.672069,32.58343,56.7445
170,40.686733,32.72824,26.585028
171,11.893622,35.03945,53.06693
172,39.636364,35.31486,25.04877
173,10.314595,36.530094,53.155315
174,10.056589,35.19163,54.751785
175,11.33936,39.20088,49.459763
176,9.947973,31.14697,58.90506
177,11.817065,36.15922,52.023716
178,10.171607,31.925556,57.902836
179,10.1715355,34.946815,54.881645
180,9.288866,36.49778,54.213356
181,11.188484,35.15202,53.659492
182,12.531712,52.698784,34.769505
183,9.280613,36.30878,54.410606
184,10.473584,33.742695,55.783726
185,10.819998,35.631287,53.54871
186,12.110888,34.37381,53.51531
187,40.76345,34.28836,24.948193
188,11.265651,30.873734,57.86061
189,44.01255,30.899275,25.088173
190,41.96689,31.768349,26.264763
191,10.292936,34.655727,55.051334
192,9.895676,30.543598,59.56073
193,9.609279,31.403318,58.987404
194,40.094913,33.72306,26.18202
195,12.651795,34.69665,52.651554
196,40.39051,31.56342,28.046068
197,9.284112,32.223167,58.49272
198,9.227996,28.985914,61.78609
199,12.3463745,35.882774,51.770847
200,10.329241,38.202927,51.46783
201,13.165787,30.795681,56.038536
202,10.807979,31.90635,57.285667
203,38.04634,33.56812,28.38554
204,10.00926,31.93319,58.057552
205,39.059246,32.56383,28.376923
206,40.41152,32.002434,27.586046
207,14.733068,35.800255,49.466675
208,10.645592,35.957165,53.397243
209,9.962485,32.02013,58.01738
210,37.520363,32.93064,29.548996
211,10.065954,32.282124,57.651924
212,9.649875,33.735413,56.614716
213,39.66049,33.59741,26.742098
214,40.53223,31.753815,27.71396
215,38.83296,36.08071,25.086329
216,38.855606,35.189533,25.95486
217,11.232068,33.624252,55.143677
218,11.425245,34.412247,54.16251
219,10.394088,37.36269,52.243214
220,38.836395,31.994104,29.1695
221,11.409012,31.297052,57.293934
222,39.940384,35.23636,24.823261
223,41.170837,33.337418,25.491747
224,40.180103,33.298336,26.52157
225,18.069506,34.327297,47.60319
226,10.288107,35.939983,53.77191
227,37.471443,36.22111,26.307451
228,41.282635,38.245316,20.472055
229,40.293495,34.620113,25.086393
230,42.74458,31.78489,25.470531
231,9.634587,33.05534,57.310074
232,39.40717,36.087315,24.505516
233,10.843487,34.892223,54.26429
234,41.550533,31.026709,27.422752
235,9.9652815,35.514374,54.52034
236,14.382269,30.52881,55.08892
237,9.834813,34.42665,55.738533
238,41.078682,32.1858,26.735518
239,10.064227,36.178066,53.7577
240,9.643826,29.601187,60.75499
241,38.606102,34.689194,26.704702
242,11.585897,32.63037,55.78373
243,10.244197,34.807888,54.947918
244,10.001164,32.277706,57.721127
245,38.763287,36.19785,25.038862
246,41.310043,32.51172,26.178238
247,37.1064,32.789047,30.104551
248,9.796551,33.04176,57.16169
249,40.666172,34.554146,24.779684
